ward,type,location,year,est_cost,id,address,query,geometry,ward_precinct_locate,precinct_locate,shape_area,shape_len,ward_locate
35,Concrete Alley Menu,2814 N DAWSON AVE,2019,90000,31117,2814 N DAWSON AVE,census,"c(-87.7131215059999, 41.9332752700001)",35011,11,1846742.74538,7860.62846876,35
30,Alley Apron Menu,2814 N HAMLIN AVE,2022,10483,26720,2814 N HAMLIN AVE,census,"c(-87.7221084129999, 41.932586988)",30018,18,1979398.97048,6924.59960014,30
36,Alley Speed Hump Menu,2814 N NATCHEZ AVE,2020,700,32097,2814 N NATCHEZ AVE,census,"c(-87.788164713, 41.9317031750001)",36010,10,4284338.53057,9371.90731097,36
12,Street Lighting,2814 W 38 PL,2007,500,9575,2814 W 38 PL,google,"c(-87.6953031, 41.8238987)",12012,12,3772903.16588,8409.78860333,12
12,Alley Apron Menu,2814 W 40TH ST,2021,11379.45,10258,2814 W 40TH ST,census,"c(-87.69557962, 41.8210094520001)",12017,17,3451690.18039,12109.081656,12
32,Alley Apron Menu,2815 N LAKEWOOD AVE,2016,19997.36,28341,2815 N LAKEWOOD AVE,census,"c(-87.6611432509999, 41.9332059110001)",32008,8,1585159.56799,6863.75393405,32
31,Street Light Upgrade Menu,2815 N LONG AVE,2022,500,27779,2815 N LONG AVE,census,"c(-87.7613477519999, 41.932038941)",31019,19,1334537.48541,4672.4567505000005,31
30,Bollard Menu,2815 N MAJOR AV,2009,1260,25920,2815 N MAJOR AV,census,"c(-87.768689798, 41.931979443)",30012,12,2200595.50157,6630.21681639,30
30,Alley Apron Menu,2815 N MARMORA AVE,2019,10305.12,26514,2815 N MARMORA AVE,census,"c(-87.7735497209999, 41.9319052750001)",30012,12,2200595.50157,6630.21681639,30
29,Alley Apron Menu,2815 N MONT CLARE AVE,2021,34514.39,25448,2815 N MONT CLARE AVE,census,"c(-87.804068706, 41.9315081120001)",29039,39,2615644.03438,7301.39292979,29
44,Street Light Upgrade Menu,2815 N RACINE AVE,2018,500,38765,2815 N RACINE AVE,google,"c(-87.6584401, 41.9330668)",44040,40,1309317.66934,4626.16326483,44
33,Bollard Menu,2815 N WHIPPLE ST,2018,2428.03,29233,2815 N WHIPPLE ST,census,"c(-87.7037596919999, 41.9326738840001)",33026,26,1313352.96672,6885.05149928,33
22,Alley Resurfacing Menu,2815 S TRUMBULL AVE,2017,39682.3,18893,2815 S TRUMBULL AVE,census,"c(-87.711014354, 41.840524804)",22011,11,1774529.39047,5328.56315718,22
12,Alley Apron Menu,2815 W 40TH ST,2021,8111.32,10259,2815 W 40TH ST,census,"c(-87.6955790379999, 41.8209984960001)",12020,20,3192216.46868,9135.05150789,12
33,Alley Apron Menu,2815 W NELSON ST,2018,6959.995,29214,2815 W NELSON ST,census,"c(-87.698717183, 41.9366473600001)",33013,13,2869279.15837,8371.59893595,33
1,Bollard Menu,2816 N CAMPBELL AV,2009,630,312,2816 N CAMPBELL AV,google,"c(-87.6906532, 41.9326853)",33005,5,3957763.98182,8627.32310917,33
30,Alley Apron Menu,2816 N MONITOR AVE,2018,9982.7,26438,2816 N MONITOR AVE,census,"c(-87.7723512749999, 41.9319446370001)",30012,12,2200595.50157,6630.21681639,30
22,Alley Resurfacing Menu,2816 S KARLOV AVE,2017,34792.03,18900,2816 S KARLOV AVE,census,"c(-87.726878926, 41.840262442)",22024,24,2335627.41883,7338.97220943,22
22,Curb & Gutter Menu,2816 S KILBOURN AVE,2018,55805.44,18982,2816 S KILBOURN AVE,google,"c(-87.7370761, 41.8401514)",22005,5,3866601.43112,8798.78707757,22
12,Street Lighting,2816 W 24TH BLVD,2011,500,9737,2816 W 24TH BLVD,census,"c(-87.696449287, 41.847879133)",12007,7,4694691.70793,11733.5155273,12
12,Alley Apron Menu,2816 W 40TH PL,2022,11229.82,10337,2816 W 40TH PL,census,"c(-87.695322432, 41.8201135900001)",12020,20,3192216.46868,9135.05150789,12
33,Alley Apron Menu,2816 W NELSON ST,2018,6959.995,29214,2816 W NELSON ST,census,"c(-87.698749, 41.9366581370001)",33013,13,2869279.15837,8371.59893595,33
40,Street Light Upgrade Menu,2816 W SUMMERDALE AVE,2021,331.12,35417,2816 W SUMMERDALE AVE,census,"c(-87.700017212, 41.978560245)",40034,34,4717196.14585,11184.0374981,40
44,Alley Apron Menu,2817 N PINE GROVE AVE,2018,5446.37,38742,2817 N PINE GROVE AVE,census,"c(-87.6413676609999, 41.9334642850001)",44041,41,638124.331571,3702.83416748,44
44,Alley Resurfacing Menu,2817 N RACINE AVE,2018,5400.17,38746,2817 N RACINE AVE,google,"c(-87.6584405, 41.9331475)",44040,40,1309317.66934,4626.16326483,44
12,Sidewalk Menu,2818 W 36TH PL,2016,1603.96,9973,2818 W 36TH PL,google,"c(-87.6955904, 41.8275331)",12002,2,14889558.1918,22742.6503747,12
12,Street Light Upgrade Menu,2818 W 40TH ST,2021,500,10315,2818 W 40TH ST,census,"c(-87.6956432979999, 41.8210075740001)",12017,17,3451690.18039,12109.081656,12
10,Sidewalk Menu,2821 E 96TH ST,2016,4013.44,8183,2821 E 96TH ST,census,"c(-87.6933609819999, 41.719012847)",NA,NA,NA,NA,NA
36,Sidewalk Menu,2821 N NATCHEZ AVE,2022,6828.9,32259,2821 N NATCHEZ AVE,census,"c(-87.788152468, 41.9317739570001)",36010,10,4284338.53057,9371.90731097,36
44,Street Light Upgrade Menu,2823 N RACINE AVE,2018,466.666666666667,38768,2823 N RACINE AVE,google,"c(-87.6584116, 41.9332728)",44040,40,1309317.66934,4626.16326483,44
44,Alley Resurfacing Menu,2824 N BROADWAY,2021,4736.0575,38846,2824 N BROADWAY,google,"c(-87.6449463, 41.9336814)",44018,18,1220045.89608,4986.78551056,44
27,Street Light Upgrade,2824 W WALNUT ST,2012,350,23585,2824 W WALNUT ST,census,"c(-87.6973685199999, 41.8855074460001)",27036,36,9993585.15033,15323.1615533,27
31,Curb & Gutter Menu,2825 N KOSTNER AVE,2017,6434.45,27560,2825 N KOSTNER AVE,google,"c(-87.7365323, 41.9324366)",31024,24,1827187.57582,8761.6199852,31
11,Sidewalk Menu,2825 S HALSTED ST,2016,17672.22,9039,2825 S HALSTED ST,google,"c(-87.646137, 41.8428399)",11015,15,658501.748096,3325.35558277,11
30,Curb & Gutter Menu,2826 N HARDING AVE,2021,1669.23,26674,2826 N HARDING AVE,google,"c(-87.7260942, 41.9325657)",30018,18,1979398.97048,6924.59960014,30
30,Alley Apron Menu,2826 N HARDING AVE,2022,11994.19,26721,2826 N HARDING AVE,google,"c(-87.7260942, 41.9325657)",30018,18,1979398.97048,6924.59960014,30
36,Sidewalk Menu,2826 N NATCHEZ AVE,2022,1366.68,32260,2826 N NATCHEZ AVE,census,"c(-87.788169914, 41.9318505270001)",36010,10,4284338.53057,9371.90731097,36
44,Sidewalk Menu,2827 N BURLING ST,2019,9523.74,38793,2827 N BURLING ST,census,"c(-87.647690675, 41.933701612)",44018,18,1220045.89608,4986.78551056,44
33,Sidewalk Menu,2827 N SACRAMENTO AVE,2022,6136,29430,2827 N SACRAMENTO AVE,google,"c(-87.7022315, 41.9329449)",33014,14,1705855.9032,6345.49194935,33
30,Sidewalk Menu,2828 N MELVINA AVE,2019,3297.27,26578,2828 N MELVINA AVE,census,"c(-87.7808626039999, 41.931937051)",30016,16,1322856.06964,4649.65933828,30
11,Sidewalk Menu,2828 S THROOP ST,2015,3041,8974,2828 S THROOP ST,census,"c(-87.6534860899999, 41.8427440240001)",11004,4,3965011.94713,9610.17478986,11
11,Alley Resurfacing Menu (1-1),2828 S WALLACE ST,2019,12672.57,9158,2828 S WALLACE ST,google,"c(-87.6417089, 41.8427242)",11010,10,5950887.20362,15406.741689,11
1,Concrete Alley Menu,2828 W BLOOMINGDALE AVE,2017,120000,728,2828 W BLOOMINGDALE AVE,census,"c(-87.698167375, 41.9139919340001)",01001,1,1705170.83255,5225.75886698,1
30,Sidewalk Menu,2829 N MOBILE AVE,2015,2338,26258,2829 N MOBILE AVE,census,"c(-87.783279858, 41.931956733)",30016,16,1322856.06964,4649.65933828,30
28,Street Resurfacing Menu,2830 W FILLMORE ST,2019,3587.78,24724,2830 W FILLMORE ST,census,"c(-87.697584347, 41.8683246300001)",28034,34,8886301.32385,16929.7029391,28
2,Miscellaneous Other,2830 W MADISON ST,2013,1185,2044,2830 W MADISON ST,census,"c(-87.6980458209999, 41.8810645520001)",27049,49,2004800.3352,6678.72885723,27
40,Alley Resurfacing Menu,2831 W LAWRENCE AVE,2017,14988.64,35251,2831 W LAWRENCE AVE,google,"c(-87.6999001, 41.9683737)",40008,8,1449919.8673,6108.41573988,40
2,Street Lighting,2832 W WARNER AVE,2011,350,1892,2832 W WARNER AVE,google,"c(-87.6909749, 41.9567421)",47017,17,1889239.14261,6924.40912951,47
31,Sidewalk Menu,2833 N KILDARE AVE,2019,4838.85,27635,2833 N KILDARE AVE,census,"c(-87.731724737, 41.840077298)",22020,20,1887674.40263,5993.79406441,22
50,Street Light Upgrade Menu,2833 W TOUHY AVE,2022,500,43555,2833 W TOUHY AVE,census,"c(-87.700720948, 42.01203996)",50033,33,2321839.19228,6160.41997504,50
10,Sidewalk Menu,2834 E 130TH ST,2016,14908.45,8192,2834 E 130TH ST,census,"c(-87.554253691, 41.659191809)",10024,24,46498804.1395,29354.4145163,10
30,Sidewalk Menu,2834 N MEADE AVE,2020,4309.58,26640,2834 N MEADE AVE,census,"c(-87.7784283569999, 41.9319061200001)",30013,13,2204232.71451,6644.55507286,30
36,Sidewalk Menu,2834 N NEENAH AVE,2016,1980.39,31872,2834 N NEENAH AVE,census,"c(-87.789395, 41.93192357)",36010,10,4284338.53057,9371.90731097,36
44,Curb & Gutter Menu,2834 N SHEFFIELD AVE,2017,6626.17,38712,2834 N SHEFFIELD AVE,census,"c(-87.653898317, 41.9336261980001)",44040,40,1309317.66934,4626.16326483,44
35,Bollard Menu,2835 W FULLERTON AV,2008,4284,30595,2835 W FULLERTON AV,google,"c(-87.6988052, 41.9245485)",01019,19,1993873.33197,7903.31740522,1
1,Sidewalk Menu,2835 W FULLERTON AVE,2016,7858.34,681,2835 W FULLERTON AVE,google,"c(-87.6988052, 41.9245485)",01019,19,1993873.33197,7903.31740522,1
12,Street Lighting,2836 W 24TH BLVD,2011,500,9735,2836 W 24TH BLVD,census,"c(-87.696689973, 41.8478755630001)",12007,7,4694691.70793,11733.5155273,12
14,Sidewalk Menu,2836 W 55TH ST,2022,15907.23,12965,2836 W 55TH ST,census,"c(-87.6952061659999, 41.7936740060001)",14021,21,2211980.9226700002,5986.30612389,14
14,Street Lighting,2836 W. 55TH ST,2008,350,11997,2836 W. 55TH ST,census,"c(-87.695203421, 41.793674051)",14021,21,2211980.9226700002,5986.30612389,14
36,Curb & Gutter Menu,2838 N NEENAH AVE,2017,2683.08,31921,2838 N NEENAH AVE,census,"c(-87.789396653, 41.931970703)",36010,10,4284338.53057,9371.90731097,36
36,Curb & Gutter Menu,2839 N NEENAH AVE,2022,5313.78,32225,2839 N NEENAH AVE,census,"c(-87.78938192, 41.931970989)",36010,10,4284338.53057,9371.90731097,36
36,Sidewalk Menu,2839 N NEW ENGLAND AVE,2021,4581.94,32174,2839 N NEW ENGLAND AVE,census,"c(-87.7979373209999, 41.9318748810001)",36029,29,3339787.00924,7968.54771577,36
1,Curb & Gutter Menu,2839 W FULLERTON AVE,2021,13921.58,959,2839 W FULLERTON AVE,google,"c(-87.698934, 41.92455)",01019,19,1993873.33197,7903.31740522,1
31,Alley Speed Hump Menu,2840 N CICERO AVE,2021,700,27708,2840 N CICERO AVE,census,"c(-87.743943084, 41.8410579540001)",NA,NA,NA,NA,NA
11,Sidewalk Menu,2840 S HILLOCK AVE,2017,2071.815,9087,2840 S HILLOCK AVE,census,"c(-87.660618094, 41.8432551170001)",11001,1,6010344.86622,11579.7307851,11
18,Sidewalk Menu,2840 W 83RD ST,2017,747.16,16006,2840 W 83RD ST,google,"c(-87.6940904, 41.7428617)",18035,35,2118114.36766,8285.18119318,18
14,Miscellaneous-CDOT,2840 W. 39 th Pl.,2007,1821,11893,2840 W. 39 th Pl.,census,"c(-87.695892753, 41.821883337)",12017,17,3451690.18039,12109.081656,12
30,Alley Resurfacing Menu,2841 N MENARD AVE,2022,27468.73,26724,2841 N MENARD AVE,census,"c(-87.7711328029999, 41.9322541720001)",30012,12,2200595.50157,6630.21681639,30
33,Bollard Menu,2841 N WASHTENAW AVE,2022,623.04,29418,2841 N WASHTENAW AVE,census,"c(-87.69521188, 41.9333973270001)",33019,19,2874832.38513,7593.30174538,33
44,Alley Speed Hump Menu,2842 N HALSTED ST,2017,1400,38708,2842 N HALSTED ST,google,"c(-87.6493435, 41.933967)",44029,29,1313419.80394,4627.20755106,44
36,Sidewalk Menu,2843 N NEENAH AVE,2021,5826.84,32175,2843 N NEENAH AVE,census,"c(-87.7893835739999, 41.932018123)",36010,10,4284338.53057,9371.90731097,36
36,Sidewalk Menu,2844 N NARRAGANSETT AVE,2022,3636.29,32261,2844 N NARRAGANSETT AVE,census,"c(-87.7857224319999, 41.9318390710001)",36010,10,4284338.53057,9371.90731097,36
12,Alley Apron Menu,2846 W 42ND ST,2021,18259.79,10260,2846 W 42ND ST,census,"c(-87.696012093, 41.817332849)",12013,13,3207301.25239,8164.62150252,12
50,Street Speed Hump Menu,2847 W ESTES AVE,2021,2350,43536,2847 W ESTES AVE,census,"c(-87.7008669859999, 42.0102368040001)",50033,33,2321839.19228,6160.41997504,50
44,Street Light Upgrade Menu,2849 N CLARK ST,2019,500,38801,2849 N CLARK ST,google,"c(-87.6458677, 41.9342131)",44018,18,1220045.89608,4986.78551056,44
11,Sidewalk Menu,2849 S FARRELL ST,2020,10172.15,9239,2849 S FARRELL ST,census,"c(-87.653931197, 41.8417956160001)",11004,4,3965011.94713,9610.17478986,11
27,Sidewalk Menu,2849 W WARREN BLVD,2017,7765.03,23815,2849 W WARREN BLVD,census,"c(-87.6975162209999, 41.8819772430001)",27049,49,2004800.3352,6678.72885723,27
28,Miscellaneous CDOT Projects,285 N PULASKI RD,2019,3361.68176470588,24704,285 N PULASKI RD,census,"c(-87.725789391, 41.8852351740001)",28013,13,2220852.44805,5994.87358573,28
36,Curb & Gutter Menu,2850 N RUTHERFORD AVE,2019,6696.35,32042,2850 N RUTHERFORD AVE,census,"c(-87.7942830599999, 41.931958104)",36019,19,2861528.66151,7287.46396565,36
11,Sidewalk Menu,2851 S QUINN ST,2022,3163.58,9343,2851 S QUINN ST,census,"c(-87.6512547309999, 41.841713686)",11004,4,3965011.94713,9610.17478986,11
33,Sidewalk Menu,2852 N ALBANY AVE,2021,2059.44,29359,2852 N ALBANY AVE,google,"c(-87.7052819, 41.9336331)",33028,28,1432867.66208,6049.52680605,33
30,Sidewalk Menu,2852 N MOBILE AVE,2017,4396,26408,2852 N MOBILE AVE,census,"c(-87.7833048749999, 41.932240069)",30016,16,1322856.06964,4649.65933828,30
11,Curb & Gutter Menu,2852 S WALLACE ST,2020,50000,9230,2852 S WALLACE ST,google,"c(-87.6417805, 41.8419993)",11010,10,5950887.20362,15406.741689,11
11,Curb & Gutter Menu,2852 S WALLACE ST,2021,35957.86,9267,2852 S WALLACE ST,google,"c(-87.6417805, 41.8419993)",11010,10,5950887.20362,15406.741689,11
11,Street Resurfacing Menu,2852 S WALLACE ST,2021,16400.09,9300,2852 S WALLACE ST,google,"c(-87.6417805, 41.8419993)",11010,10,5950887.20362,15406.741689,11
11,Sidewalk Menu,2853 S FARRELL ST,2020,9573.07,9240,2853 S FARRELL ST,census,"c(-87.6538725029999, 41.8417278250001)",11004,4,3965011.94713,9610.17478986,11
10,Sidewalk Menu,2854 E 87TH ST,2017,5750.99,8240,2854 E 87TH ST,google,"c(-87.5541478, 41.7375426)",10027,27,3797484.97011,9690.53823511,10
44,Street Light Upgrade Menu,2854 N BROADWAY,2019,500,38800,2854 N BROADWAY,google,"c(-87.644481, 41.9344926)",44018,18,1220045.89608,4986.78551056,44
36,Curb & Gutter Menu,2854 N NORMANDY AVE,2018,7745.96,31975,2854 N NORMANDY AVE,google,"c(-87.7933367, 41.9325184)",36019,19,2861528.66151,7287.46396565,36
44,Alley Apron Menu,2855 N MILDRED AVE,2022,14661.5,38889,2855 N MILDRED AVE,census,"c(-87.651473242, 41.9340785680001)",44029,29,1313419.80394,4627.20755106,44
30,Alley Resurfacing Menu,2856 N AVERS AVE,2022,24432.58,26725,2856 N AVERS AVE,google,"c(-87.7236098, 41.9335437)",30018,18,1979398.97048,6924.59960014,30
36,Sidewalk Menu,2858 N RUTHERFORD AVE,2022,10626.91,32262,2858 N RUTHERFORD AVE,census,"c(-87.794286542, 41.932067413)",36019,19,2861528.66151,7287.46396565,36
14,Sidewalk Menu,2858 W 55TH ST,2022,27641.55,12966,2858 W 55TH ST,google,"c(-87.696074, 41.793859)",14021,21,2211980.9226700002,5986.30612389,14
33,Alley Speed Hump Menu,2858 W ADDISON ST,2022,700,29416,2858 W ADDISON ST,census,"c(-87.699916017, 41.9466798030001)",33022,22,1966955.04449,5653.42908893,33
22,Sidewalk Menu,2859 S LAWNDALE AVE,2018,37106,18986,2859 S LAWNDALE AVE,census,"c(-87.717105982, 41.8400807730001)",22007,7,2188943.62492,8115.73843359,22
22,Sidewalk Menu,2859 S ST LOUIS AVE,2020,14464.73,19088,2859 S ST LOUIS AVE,google,"c(-87.7120084, 41.839055)",22011,11,1774529.39047,5328.56315718,22
12,POD Camera,2860 W 21 st St,2007,18000,9588,2860 W 21 st St,google,"c(-87.6978812, 41.8539033)",12007,7,4694691.70793,11733.5155273,12
12,POD Camera,2860 W 21 st Street,2006,24000,9484,2860 W 21 st Street,google,"c(-87.6978812, 41.8539033)",12007,7,4694691.70793,11733.5155273,12
44,2016 Menu (Ward 44) Lakeview Health Cente,2861 N CLARK ST,2016,50000,38655,2861 N CLARK ST,census,"c(-87.646151371, 41.9343815340001)",44018,18,1220045.89608,4986.78551056,44
12,Miscellaneous-CDOT,2867 W 21 st Street,2008,40314,9608,2867 W 21 st Street,google,"c(-87.6981507, 41.8535984)",12007,7,4694691.70793,11733.5155273,12
12,Miscellaneous-CDOT,2867 W 21 st Street,2009,8880,9644,2867 W 21 st Street,google,"c(-87.6981507, 41.8535984)",12007,7,4694691.70793,11733.5155273,12
30,Sidewalk Menu,2900 N MELVINA AVE,2022,5051.34,26761,2900 N MELVINA AVE,census,"c(-87.780899945, 41.933046645)",30016,16,1322856.06964,4649.65933828,30
30,Street Resurfacing Menu,2900 N MENARD AVE,2020,28981.065,26657,2900 N MENARD AVE,google,"c(-87.7714593, 41.9331488)",30012,12,2200595.50157,6630.21681639,30
30,Street Speed Hump Menu,2900 N MOBILE AVE,2019,2350,26603,2900 N MOBILE AVE,census,"c(-87.78333202, 41.93301416)",30016,16,1322856.06964,4649.65933828,30
4,Street Resurfacing Menu,2900 S CALUMET AVE,2021,27066.285,3794,2900 S CALUMET AVE,google,"c(-87.6187688, 41.8420439)",04014,14,3791317.61105,9968.14844997,4
11,Sidewalk Menu,2900 S WELLS ST,2017,18009.27,9076,2900 S WELLS ST,census,"c(-87.632961672, 41.8410427470001)",11036,36,1055842.63494,4506.54204725,11
12,Miscellaneous CDOT Projects,2900 W 38TH ST,2022,150,10357,2900 W 38TH ST,census,"c(-87.6978593219999, 41.8245527970001)",12012,12,3772903.16588,8409.78860333,12
14,Bollard Menu,2900 W 43 ST,2008,2142,11931,2900 W 43 ST,census,"c(-87.696924525, 41.8155123760001)",15011,11,2431570.63741,6644.7877458,15
12,3 POD CAMERAS,2900 W CERMAK RD,2019,24776,10182,2900 W CERMAK RD,census,"c(-87.699091569, 41.851860989)",24039,39,2686444.23942,8624.30280332,24
33,Miscellaneous Other,2900 W IRVING PARK RD,2014,8510,29023,2900 W IRVING PARK RD,census,"c(-87.7007324909999, 41.9539701480001)",33025,25,3180666.42123,7418.78899568,33
2,Miscellaneous-CDOT,2900 W. Wilcox Parkway,2008,409,1345,2900 W. Wilcox Parkway,census,"c(-87.6988528159999, 41.8792304850001)",27049,49,2004800.3352,6678.72885723,27
3,Sidewalk Menu - Change Order,2901 S State,2009,159,2673,2901 S State,google,"c(-87.6266744, 41.8419469)",03018,18,6325469.34238,11538.3338422,3
7,Street Lighting,2902 E 78TH ST,2011,350,5371,2902 E 78TH ST,census,"c(-87.5540353809999, 41.7538130100001)",07014,14,1883293.10538,7849.7394413,7
11,Sidewalk Menu,2902 S PARNELL AVE,2022,20050.39,9344,2902 S PARNELL AVE,census,"c(-87.64027957, 41.841591975)",11018,18,2050008.50898,5741.17554515,11
40,3 POD Cameras - 2902 W. Foster; 5158 N. California; 2931 W. Peterson,2902 W FOSTER AVE,2020,24776,35379,2902 W FOSTER AVE,google,"c(-87.7015933, 41.9760215)",40017,17,4025786.31742,9195.70725195,40
31,Sidewalk Menu,2903 N KILPATRICK AVE,2018,4764.32,27597,2903 N KILPATRICK AVE,census,"c(-87.744212821, 41.933568973)",31030,30,2211134.09745,6554.26097595,31
30,Alley Speed Hump Menu,2905 N MULLIGAN AVE,2019,350,26541,2905 N MULLIGAN AVE,census,"c(-87.784532272, 41.933025688)",30016,16,1322856.06964,4649.65933828,30
7,Miscellaneous Other Projects,2906 E 78TH PL,2018,120,5600,2906 E 78TH PL,census,"c(-87.55272782, 41.7525944700001)",07014,14,1883293.10538,7849.7394413,7
30,Sidewalk Menu,2906 N MERRIMAC AVE,2018,7766.57,26480,2906 N MERRIMAC AVE,census,"c(-87.782117052, 41.9331246310001)",30016,16,1322856.06964,4649.65933828,30
30,Sidewalk Menu,2906 N MONITOR AVE,2020,3891.86,26646,2906 N MONITOR AVE,census,"c(-87.7723970119999, 41.933262745)",30012,12,2200595.50157,6630.21681639,30
14,Miscellaneous-CDOT,2906 W. 40 th Pl.,2007,974,11897,2906 W. 40 th Pl.,census,"c(-87.6974456459999, 41.820058084)",12020,20,3192216.46868,9135.05150789,12
7,Street Lighting,2908 E 78TH ST,2011,350,5370,2908 E 78TH ST,census,"c(-87.553831512, 41.7539352040001)",07014,14,1883293.10538,7849.7394413,7
44,Alley Apron Menu,2909 N MILDRED AVE,2022,13062.13,38890,2909 N MILDRED AVE,census,"c(-87.6514994789999, 41.9347897430001)",44029,29,1313419.80394,4627.20755106,44
33,Street Light Upgrade Menu,2909 W MONTROSE AVE,2021,500,29368,2909 W MONTROSE AVE,google,"c(-87.7014301, 41.9609445)",33023,23,3153091.71162,7424.84247016,33
12,Sidewalk Menu,2910 W 36TH ST,2018,23319.9,10076,2910 W 36TH ST,census,"c(-87.698071364, 41.8282106550001)",12002,2,14889558.1918,22742.6503747,12
31,Street Light Upgrade Menu,2911 N LONG AVE,2022,500,27780,2911 N LONG AVE,census,"c(-87.761402048, 41.933512711)",31019,19,1334537.48541,4672.4567505000005,31
11,Alley Resurfacing Menu,2911 S CANAL ST,2020,17534.12,9219,2911 S CANAL ST,census,"c(-87.637826779, 41.8415001760001)",11018,18,2050008.50898,5741.17554515,11
40,Curb & Gutter Menu,2911 W CATALPA AVE,2017,5817.54,35265,2911 W CATALPA AVE,census,"c(-87.702026009, 41.981274967)",40030,30,3021223.93729,7306.83623921,40
33,Alley Apron Menu,2911 W FLETCHER ST,2017,11391.8,29171,2911 W FLETCHER ST,census,"c(-87.7007254119999, 41.9384625180001)",33013,13,2869279.15837,8371.59893595,33
33,Street Light Upgrade Menu,2911 W MONTROSE AVE,2021,500,29369,2911 W MONTROSE AVE,census,"c(-87.70177505, 41.9612271400001)",33023,23,3153091.71162,7424.84247016,33
30,Sidewalk Menu,2912 N MERRIMAC AVE,2018,2102.305,26482,2912 N MERRIMAC AVE,census,"c(-87.7821201529999, 41.933218697)",30016,16,1322856.06964,4649.65933828,30
33,Alley Apron Menu,2913 N WHIPPLE ST,2017,14601.25,29174,2913 N WHIPPLE ST,google,"c(-87.7035294, 41.9343596)",33026,26,1313352.96672,6885.05149928,33
11,Sidewalk Menu,2913 S CANAL ST,2021,1699.2,9276,2913 S CANAL ST,census,"c(-87.63782575, 41.8414689630001)",11018,18,2050008.50898,5741.17554515,11
30,Sidewalk Menu,2914 N MERRIMAC AVE,2018,2102.305,26482,2914 N MERRIMAC AVE,census,"c(-87.782121187, 41.9332500520001)",30016,16,1322856.06964,4649.65933828,30
30,Street Light Upgrade,2914 N RIDGEWAY AVE,2014,400,26223,2914 N RIDGEWAY AVE,google,"c(-87.721143, 41.9342106)",30024,24,2280690.48343,6949.60667937,30
