ward,type,location,year,est_cost,id,start_location,end_location,lat_1,lon_1,query_1,lat_2,lon_2,query_2,geometry,ward_precinct_locate,precinct_locate,shape_area,shape_len,ward_locate
49,Sidewalk Menu,W BIRCHWOOD AV-- Dead End (1291 W) -to- N GREENVIEW AV (1450 W),2008,16318,39179,W BIRCHWOOD AV AND Dead End,W BIRCHWOOD AV AND N GREENVIEW AV,NA,NA,google,42.01817030600006,-87.66821031199999,census,"c(-87.668210312, 42.0181703060001)",49016,16,1144069.18324,5914.65499216,49
49,Sidewalk Menu,W BIRCHWOOD AV-- N HOYNE AV (2100 W) -to- N HOYNE AV (2100 W),2010,4873,39246,W BIRCHWOOD AV AND N HOYNE AV,W BIRCHWOOD AV AND N HOYNE AV,42.01794519300006,-87.68298741799998,census,42.01794519300006,-87.68298741799998,census,"c(-87.682987418, 42.0179451930001)",49024,24,1174095.91114,4642.41974053,49
26,Street Speed Hump Menu,W BLOOMINGDALE AV-- N SAWYER AV (3240 W) -to- N SAWYER AV (3240 W) 1,2006,2500,20989,W BLOOMINGDALE AV AND N SAWYER AV,W BLOOMINGDALE AV AND N SAWYER AV,41.91363715600005,-87.70854586099995,census,41.91363715600005,-87.70854586099995,census,"c(-87.7085458609999, 41.913637156)",26029,29,837467.760396,4431.19108017,26
48,Diagonal Parking Menu,W BRYN MAWR AV-- N KENMORE AV (1038 W) -to- N KENMORE AV (1038 W),2009,67000,38493,W BRYN MAWR AV AND N KENMORE AV,W BRYN MAWR AV AND N KENMORE AV,41.983683693000046,-87.65660891699997,census,41.983683693000046,-87.65660891699997,census,"c(-87.656608917, 41.983683693)",48043,43,515403.601713,3435.19247849,48
48,Miscellaneous-CDOT,W BRYN MAWR AV-- N LAKE SHORE EXIT RP (860 W) -to- N SHERIDAN RD (1000 W),2007,4837,38403,W BRYN MAWR AV AND N LAKE SHORE EXIT RP,W BRYN MAWR AV AND N SHERIDAN RD,NA,NA,google,41.983804289000034,-87.65518989699996,census,"c(-87.655189897, 41.983804289)",48005,5,480749.446074,3676.46058989,48
48,Street Resurface Menu,W BRYN MAWR AV-- N LAKE SHORE EXIT RP (860 W) -to- N SHERIDAN RD (1000 W),2007,88064,38415,W BRYN MAWR AV AND N LAKE SHORE EXIT RP,W BRYN MAWR AV AND N SHERIDAN RD,NA,NA,google,41.983804289000034,-87.65518989699996,census,"c(-87.655189897, 41.983804289)",48005,5,480749.446074,3676.46058989,48
48,Street Resurface Menu,W BRYN MAWR AV-- S LAKE SHORE ENTR RP (905 W) -to- N SHERIDAN RD (1000 W),2009,14268,38512,W BRYN MAWR AV AND S LAKE SHORE ENTR RP,W BRYN MAWR AV AND N SHERIDAN RD,NA,NA,google,41.983804289000034,-87.65518989699996,census,"c(-87.655189897, 41.983804289)",48005,5,480749.446074,3676.46058989,48
48,Street Lighting,W BRYN MAWR AV-- N LAKE SHORE EXIT RP (860 W) -to- N WINTHROP AV (1120 W),2008,26949,38477,W BRYN MAWR AV AND N LAKE SHORE EXIT RP,W BRYN MAWR AV AND N WINTHROP AV,NA,NA,google,41.98365957400006,-87.65800381799994,census,"c(-87.6580038179999, 41.9836595740001)",48041,41,1248112.66089,4917.91411862,48
48,Diagonal Parking Menu,W BRYN MAWR AV-- N WINTHROP AV (1120 W) -to- N WINTHROP AV (1120 W),2009,75001,38492,W BRYN MAWR AV AND N WINTHROP AV,W BRYN MAWR AV AND N WINTHROP AV,41.98365957400006,-87.65800381799994,census,41.98365957400006,-87.65800381799994,census,"c(-87.6580038179999, 41.9836595740001)",48041,41,1248112.66089,4917.91411862,48
48,Street Light Pole Painting,ON W BRYN MAWR AVE FROM N BRYN MAWR AV LSD ER (930 W) TO N LSD BRYN MAWR AV XR (900 W),2014,1500,38655,W BRYN MAWR AVE and N BRYN MAWR AV LSD ER,W BRYN MAWR AVE and N LSD BRYN MAWR AV XR,NA,NA,google,41.9829975,-87.7496357,google,"c(-87.7496357, 41.9829975)",39043,43,13935294.6923,20049.9078232,39
46,Street Resurface Menu,W BUENA CR-- N KENMORE AV (1042 W) -to- Dead End (1073 W),2008,19221,36861,W BUENA CR AND N KENMORE AV,W BUENA CR AND Dead End,41.95862371500005,-87.65624310699997,census,NA,NA,google,"c(-87.656243107, 41.9586237150001)",46009,9,819167.275532,4132.24546958,46
41,Street Resurface Menu,W CATHERINE AV-- CITY LIMITS (0 E) -to- N PITTSBURGH AV (8232 W),2008,23598,32947,W CATHERINE AV AND CITY LIMITS,W CATHERINE AV AND N PITTSBURGH AV,NA,NA,google,41.97728403200006,-87.83272822099997,census,"c(-87.832728221, 41.9772840320001)",41023,23,5345844.5603,15293.3762324,41
49,Curb/Gutter Menu,W CHASE AV-- N PAULINA ST (1646 W) -to- N PAULINA ST (1646 W),2008,7395,39169,W CHASE AV AND N PAULINA ST,W CHASE AV AND N PAULINA ST,42.01380068900005,-87.67240305399997,census,42.01380068900005,-87.67240305399997,census,"c(-87.672403054, 42.013800689)",49011,11,2033854.53901,7295.68585913,49
27,Street Resurface Menu,W CHESTNUT ST-- N ORLEANS ST (332 W) -to- Dead End (341 W),2009,4313,21827,W CHESTNUT ST AND N ORLEANS ST,W CHESTNUT ST AND Dead End,41.89816460900005,-87.63722903999997,census,NA,NA,google,"c(-87.63722904, 41.898164609)",27028,28,2024164.65608,7709.9459971,27
41,Curb/Gutter Menu,W CLARENCE AV-- N NEENAH AV (6500 W) -to- Dead End (6517 W),2008,519,32911,W CLARENCE AV AND N NEENAH AV,W CLARENCE AV AND Dead End,41.99462582600006,-87.78994053999998,census,NA,NA,google,"c(-87.78994054, 41.9946258260001)",41035,35,3320727.53082,9525.91575869,41
49,Street Lighting,W COLUMBIA AV-- Dead End (1116 W) -to- N LAKEWOOD AV (1310 W),2008,195000,39199,W COLUMBIA AV AND Dead End,W COLUMBIA AV AND N LAKEWOOD AV,NA,NA,google,42.00449063000008,-87.66360754099998,census,"c(-87.663607541, 42.0044906300001)",49025,25,1066016.32486,4254.70764528,49
18,Pole Painting,W COLUMBUS AV-- W 83 ST (3663 W) -to- W 87 ST (4030 W),2006,6000,14559,W COLUMBUS AV AND W 83rd ST,W COLUMBUS AV AND W 87th ST,41.74138900300005,-87.71409732599994,census,NA,NA,google,"c(-87.7140973259999, 41.7413890030001)",18013,13,2662266.07921,8360.35291353,18
18,Pole Painting,W COLUMBUS AV-- W 83 ST (3663 W) -to- W 87 ST (4030 W),2006,13250,14560,W COLUMBUS AV AND W 83rd ST,W COLUMBUS AV AND W 87th ST,41.74138900300005,-87.71409732599994,census,NA,NA,google,"c(-87.7140973259999, 41.7413890030001)",18013,13,2662266.07921,8360.35291353,18
2,Pole Painting,W CONGRESS PW-- S LOOMIS ST (1400 W) -to- E EISENHOWER ENTR RP (1522 W),2009,3300,1527,W CONGRESS PW AND S LOOMIS ST,W CONGRESS PW AND E EISENHOWER ENTR RP,41.6981249,-87.6570798,google,NA,NA,google,"c(-87.6570798, 41.6981249)",34019,19,10237489.0792,22409.5511739,34
2,Pole Painting,W CONGRESS PW-- S LOOMIS ST (1400 W) -to- E EISENHOWER ENTR RP (1522 W),2009,1500,1528,W CONGRESS PW AND S LOOMIS ST,W CONGRESS PW AND E EISENHOWER ENTR RP,41.6981249,-87.6570798,google,NA,NA,google,"c(-87.6570798, 41.6981249)",34019,19,10237489.0792,22409.5511739,34
2,Street Lighting,W CONGRESS PW-- S LOOMIS ST (1400 W) -to- E EISENHOWER ENTR RP (1522 W),2009,4400,1615,W CONGRESS PW AND S LOOMIS ST,W CONGRESS PW AND E EISENHOWER ENTR RP,41.6981249,-87.6570798,google,NA,NA,google,"c(-87.6570798, 41.6981249)",34019,19,10237489.0792,22409.5511739,34
2,Street Lighting,W CONGRESS PW-- S MAPLEWOOD AV (2550 W) -to- E EISENHOWER ENTR RP (2257 W),2008,8400,1439,W CONGRESS PW AND S MAPLEWOOD AV,W CONGRESS PW AND E EISENHOWER ENTR RP,41.87494976000005,-87.69063324299998,census,NA,NA,google,"c(-87.690633243, 41.87494976)",28011,11,5596357.98831,10883.2439211,28
2,Street Lighting,W CONGRESS PW-- S LOOMIS ST (1400 W) -to- E EISENHOWER EXIT RP (1284 W),2009,2000,1616,W CONGRESS PW AND S LOOMIS ST,W CONGRESS PW AND E EISENHOWER EXIT RP,41.6981249,-87.6570798,google,NA,NA,google,"c(-87.6570798, 41.6981249)",34019,19,10237489.0792,22409.5511739,34
2,Street Lighting,W CONGRESS PW-- E EISENHOWER ENTR RP (2257 W) -to- S MAPLEWOOD AV (2550 W),2008,27000,1438,W CONGRESS PW AND E EISENHOWER ENTR RP,W CONGRESS PW AND S MAPLEWOOD AV,NA,NA,google,41.87494976000005,-87.69063324299998,census,"c(-87.690633243, 41.87494976)",28011,11,5596357.98831,10883.2439211,28
47,Sidewalk Menu,W CORNELIA AV-- N RAVENSWOOD AV (1800 W) -to- N RAVENSWOOD AV (1800 W),2006,18323,37351,W CORNELIA AV AND N RAVENSWOOD AV,W CORNELIA AV AND N RAVENSWOOD AV,41.94509679400005,-87.67361705999997,census,41.94509679400005,-87.67361705999997,census,"c(-87.67361706, 41.9450967940001)",47047,47,1926123.16203,6957.19977432,47
27,Street Resurface Menu,W COUCH PL-- N DESPLAINES ST (640 W) -to- Dead End (670 W),2010,17498,21877,W COUCH PL AND N DESPLAINES ST,W COUCH PL AND Dead End,41.88510801500007,-87.64422364399996,census,NA,NA,google,"c(-87.644223644, 41.8851080150001)",42021,21,1478272.88873,5412.79933695,42
31,Curb/Gutter Menu,W DICKENS AV-- N KILPATRICK AV (4700 W) -to- Dead End (3120 W),2010,7765,25166,W DICKENS AV AND N KILPATRICK AV,W DICKENS AV AND Dead End,41.91879065100005,-87.74373997499998,census,NA,NA,google,"c(-87.743739975, 41.9187906510001)",36013,13,3545700.80219,8283.58130135,36
30,Sidewalk Menu,W DICKENS AV-- N PULASKI RD (4000 W) -to- Dead End (3120 W),2008,20563,24031,W DICKENS AV AND N PULASKI RD,W DICKENS AV AND Dead End,41.91899566600006,-87.72661123499995,census,NA,NA,google,"c(-87.726611235, 41.9189956660001)",26023,23,2274296.28824,7796.80043252,26
31,Street Lighting,W DICKENS AV-- Dead End (4652 W) -to- N KILPATRICK AV (4700 W),2008,1500,25073,W DICKENS AV AND Dead End,W DICKENS AV AND N KILPATRICK AV,NA,NA,google,41.91879065100005,-87.74373997499998,census,"c(-87.743739975, 41.9187906510001)",36013,13,3545700.80219,8283.58130135,36
44,Sidewalk Menu,ON W DIVERSEY PKWY FROM N CLARK ST (637 W) TO N CLARK ST (637 W),2012,11995,35525,W DIVERSEY PKWY and N CLARK ST,W DIVERSEY PKWY and N CLARK ST,41.9327926,-87.6449142,google,41.9327926,-87.6449142,google,"c(-87.6449142, 41.9327926)",43042,42,844897.941939,5020.8204438,43
43,Pole Painting,W DRUMMOND PL-- N CLARK ST (556 W) -to- N CLARK ST (582 W),2008,200,34536,W DRUMMOND PL AND N CLARK ST,W DRUMMOND PL AND N CLARK ST,41.9307066,-87.6439221,google,41.9307066,-87.6439221,google,"c(-87.6439221, 41.9307066)",43042,42,844897.941939,5020.8204438,43
31,Curb/Gutter Menu,W DRUMMOND PL-- N LECLAIRE AV (5100 W) -to- N LECLAIRE AV (5100 W),2010,9820,25168,W DRUMMOND PL AND N LECLAIRE AV,W DRUMMOND PL AND N LECLAIRE AV,41.92871977300007,-87.75385401199998,census,41.92871977300007,-87.75385401199998,census,"c(-87.753854012, 41.9287197730001)",31038,38,1106446.54501,4645.00326766,31
30,Diagonal Parking Menu,W EDDY ST-- N PULASKI RD (4000 W) -to- N PULASKI RD (4000 W),2007,20000,23957,W EDDY ST AND N PULASKI RD,W EDDY ST AND N PULASKI RD,41.94546662400006,-87.72737099399995,census,41.94546662400006,-87.72737099399995,census,"c(-87.727370994, 41.9454666240001)",30015,15,2873856.59069,8696.36387143,30
19,Street Resurface Menu,W EDMAIRE ST-- S HOMEWOOD AV (1935 W) -to- S HOMEWOOD AV (1935 W),2007,7483,15385,W EDMAIRE ST AND S HOMEWOOD AV,W EDMAIRE ST AND S HOMEWOOD AV,41.687840083000026,-87.67022025499995,census,41.687840083000026,-87.67022025499995,census,"c(-87.6702202549999, 41.687840083)",19048,48,5334234.26273,11854.2548069,19
43,Street Resurface Menu,W ELM ST-- Dead End (331 W) -to- N WELLS ST (200 W),2006,14349,34392,W ELM ST AND Dead End,W ELM ST AND N WELLS ST,NA,NA,google,41.902887977000034,-87.63443923799997,census,"c(-87.634439238, 41.902887977)",27038,38,485922.024922,3494.69232169,27
28,Street Speed Hump Menu,W ERIE ST-- N KILPATRICK AV (4700 W) -to- N KILPATRICK AV (4700 W) 2,2006,5000,22451,W ERIE ST AND N KILPATRICK AV,W ERIE ST AND N KILPATRICK AV,41.8923069,-87.7434138,google,41.8923069,-87.7434138,google,"c(-87.7434138, 41.8923069)",28038,38,3838890.14884,9216.87792167,28
49,Street Resurface Menu,W ESTES AV-- N GLENWOOD AV (1400 W) -to- N GLENWOOD AV (1400 W),2008,47415,39191,W ESTES AV AND N GLENWOOD AV,W ESTES AV AND N GLENWOOD AV,42.01156563200004,-87.66586671699997,census,42.01156563200004,-87.66586671699997,census,"c(-87.665866717, 42.011565632)",49027,27,1356218.98812,5247.90456483,49
41,Street Resurface Menu,W ESTES AV-- N MASON AV (5840 W) -to- N MASON AV (5840 W),2010,19950,33038,W ESTES AV AND N MASON AV,W ESTES AV AND N MASON AV,42.01013053200006,-87.77417856199997,census,42.01013053200006,-87.77417856199997,census,"c(-87.774178562, 42.0101305320001)",41047,47,3893024.57812,9823.55345749,41
41,Street Resurfacing Menu,ON W ESTES AVE FROM N MERRIMAC AV (6233 W) TO N MERRIMAC AV (6233 W),2012,15141,33118,W ESTES AVE and N MERRIMAC AV,W ESTES AVE and N MERRIMAC AV,42.01013857200007,-87.78313085099995,census,42.01013857200007,-87.78313085099995,census,"c(-87.783130851, 42.0101385720001)",41039,39,4168229.26859,9233.02304592,41
50,Street Resurfacing Menu,ON W ESTES AVE FROM N WESTERN AV (2400 W) TO N WESTERN AV (2400 W),2012,20904,39913,W ESTES AVE and N WESTERN AV,W ESTES AVE and N WESTERN AV,42.01046016200007,-87.69020311499997,census,42.01046016200007,-87.69020311499997,census,"c(-87.690203115, 42.0104601620001)",50007,7,2660302.30468,6775.22462682,50
49,Street Resurface Menu,W FARGO AV-- Dead End (1303 W) -to- N GREENVIEW AV (1450 W),2008,23086,39192,W FARGO AV AND Dead End,W FARGO AV AND N GREENVIEW AV,NA,NA,google,42.017121116000055,-87.66817413299998,census,"c(-87.668174133, 42.0171211160001)",49016,16,1144069.18324,5914.65499216,49
49,Sidewalk Menu,W FARGO AV-- N SHERIDAN RD (1377 W) -to- N SHERIDAN RD (1377 W),2008,4194,39181,W FARGO AV AND N SHERIDAN RD,W FARGO AV AND N SHERIDAN RD,42.0171561,-87.665407,google,42.0171561,-87.665407,google,"c(-87.665407, 42.0171561)",49030,30,1190533.88888,5522.59160735,49
45,Street Speed Hump Menu,W FARRAGUT AV-- N LUNA AV (5532 W) -to- N LUNA AV (5532 W) 1,2007,1650,36140,W FARRAGUT AV AND N LUNA AV,W FARRAGUT AV AND N LUNA AV,41.976596631000064,-87.76723219699994,census,41.976596631000064,-87.76723219699994,census,"c(-87.7672321969999, 41.9765966310001)",45038,38,3156004.62769,8044.89082567,45
40,Curb & Gutter Menu,ON W FARRAGUT AVE FROM N HONORE ST (1820 W) TO N HONORE ST (1820 W),2012,9241,32341,W FARRAGUT AVE and N HONORE ST,W FARRAGUT AVE and N HONORE ST,41.97698656100005,-87.67544610899995,census,41.97698656100005,-87.67544610899995,census,"c(-87.6754461089999, 41.976986561)",40032,32,17610579.8051,20523.4295089,40
40,Street Resurfacing Menu,ON W FARRAGUT AVE FROM N LEAVITT ST (2200 W) TO N DAMEN AV (2000 W) ON N PAULINA ST FROM W THORNDALE AV (5840 N) TO W,2013,75103,32403,W FARRAGUT AVE FROM N LEAVITT ST (2200 W) TO N DAMEN AV (2000 W) ON N PAULINA ST and N LEAVITT ST TO N DAMEN AV ON N PAULINA ST FROM W THORNDALE AV,W FARRAGUT AVE FROM N LEAVITT ST (2200 W) TO N DAMEN AV (2000 W) ON N PAULINA ST and N DAMEN AV ON N PAULINA ST FROM W THORNDALE AV TO W,41.988576,-87.6996448,google,NA,NA,google,"c(-87.6996448, 41.988576)",40029,29,4968527.21915,9140.94736392,40
32,Pole Painting,W FLETCHER ST-- N DAMEN AV (2000 W) -to- Dead End (2024 W),2006,600,25734,W FLETCHER ST AND N DAMEN AV,W FLETCHER ST AND Dead End,41.938660955000046,-87.67832434799999,census,NA,NA,google,"c(-87.678324348, 41.938660955)",32041,41,1912633.73458,5957.79446732,32
32,Street Lighting,W FLETCHER ST-- N DAMEN AV (2000 W) -to- Dead End (2024 W),2006,1200,25790,W FLETCHER ST AND N DAMEN AV,W FLETCHER ST AND Dead End,41.938660955000046,-87.67832434799999,census,NA,NA,google,"c(-87.678324348, 41.938660955)",32041,41,1912633.73458,5957.79446732,32
32,Street Resurface Menu,W FLETCHER ST-- N DAMEN AV (2000 W) -to- Dead End (2024 W),2007,21255,25845,W FLETCHER ST AND N DAMEN AV,W FLETCHER ST AND Dead End,41.938660955000046,-87.67832434799999,census,NA,NA,google,"c(-87.678324348, 41.938660955)",32041,41,1912633.73458,5957.79446732,32
25,Curb/Gutter Menu,W FLOURNOY ST-- S ADA ST (1324 W) -to- S ADA ST (1324 W),2009,14993,20223,W FLOURNOY ST AND S ADA ST,W FLOURNOY ST AND S ADA ST,41.87318502900007,-87.66022681499999,census,41.87318502900007,-87.66022681499999,census,"c(-87.660226815, 41.8731850290001)",28028,28,2795142.60176,7823.42240651,28
27,Curb/Gutter Menu,W FRY ST-- Dead End (1233 W) -to- N ELIZABETH ST (1238 W),2005,18734,21600,W FRY ST AND Dead End,W FRY ST AND N ELIZABETH ST,NA,NA,google,41.8971187,-87.6599987,google,"c(-87.6599987, 41.8971187)",27013,13,2015668.41269,8295.42001928,27
27,Street Resurface Menu,W FRY ST-- Dead End (1233 W) -to- N ELIZABETH ST (1238 W),2005,3477,21611,W FRY ST AND Dead End,W FRY ST AND N ELIZABETH ST,NA,NA,google,41.8971187,-87.6599987,google,"c(-87.6599987, 41.8971187)",27013,13,2015668.41269,8295.42001928,27
27,Street Resurfacing Menu,ON W FULTON BLVD FROM N SACRAMENTO BLVD (3000 W) TO N KEDZIE AVE (3200 W),2022,143661.63,22326,W FULTON BLVD and N SACRAMENTO BLVD,W FULTON BLVD and BLVD TO N KEDZIE AVE,41.88648281700006,-87.70135830299995,census,NA,NA,google,"c(-87.7013583029999, 41.8864828170001)",27036,36,9993585.15033,15323.1615533,27
27,Street Light Residential,ON W FULTON BLVD FROM N SACRAMENTO BV (3000 W) TO N KEDZIE AV (3200 W),2013,16000,22010,W FULTON BLVD and N SACRAMENTO BV,W FULTON BLVD and BV TO N KEDZIE AV,41.88648281700006,-87.70135830299995,census,NA,NA,google,"c(-87.7013583029999, 41.8864828170001)",27036,36,9993585.15033,15323.1615533,27
45,Street Resurface Menu,W GALE ST-- N MILWAUKEE AV (5455 W) -to- N MILWAUKEE AV (5408 W),2008,44453,36170,W GALE ST AND N MILWAUKEE AV,W GALE ST AND N MILWAUKEE AV,41.9703396,-87.7629546,google,41.9703396,-87.7629546,google,"c(-87.7629546, 41.9703396)",45019,19,2374102.01539,8429.49640699,45
48,Street Bump Outs Menu,W GLENLAKE AV-- N BROADWAY (1200 W) -to- N BROADWAY (1200 W),2008,47000,38460,W GLENLAKE AV AND N BROADWAY,W GLENLAKE AV AND N BROADWAY,41.9927304,-87.6603068,google,41.9927304,-87.6603068,google,"c(-87.6603068, 41.9927304)",48032,32,929843.363235,3905.07862312,48
48,Street Resurface Menu,W GLENLAKE AV-- N WINTHROP AV (1120 W) -to- N WINTHROP AV (1120 W),2009,25839,38513,W GLENLAKE AV AND N WINTHROP AV,W GLENLAKE AV AND N WINTHROP AV,41.99231841100004,-87.65828118999997,census,41.99231841100004,-87.65828118999997,census,"c(-87.65828119, 41.992318411)",48032,32,929843.363235,3905.07862312,48
27,Street Speed Hump Menu,W GOETHE ST-- N SEDGWICK ST (400 W) -to- N SEDGWICK ST (400 W) 1,2008,1750,21805,W GOETHE ST AND N SEDGWICK ST,W GOETHE ST AND N SEDGWICK ST,41.9056522,-87.6384313,google,41.9056522,-87.6384313,google,"c(-87.6384313, 41.9056522)",27047,47,577453.105333,4239.21731887,27
39,Curb/Gutter Menu,W GRACE ST-- N HAMLIN AV (3800 W) -to- N HAMLIN AV (3800 W),2007,19530,31400,W GRACE ST AND N HAMLIN AV,W GRACE ST AND N HAMLIN AV,41.9500727,-87.7226018,google,41.9500727,-87.7226018,google,"c(-87.7226018, 41.9500727)",45003,3,2861968.34098,8265.94047093,45
30,Sidewalk Menu,W GRAND AV-- N HARDING AV (3932 W) -to- N HARDING AV (3932 W),2010,2511,24153,W GRAND AV AND N HARDING AV,W GRAND AV AND N HARDING AV,41.905675,-87.7251693,google,41.905675,-87.7251693,google,"c(-87.7251693, 41.905675)",26045,45,1149218.6035500001,4960.39031722,26
47,Street Speed Hump Menu,W GUNNISON ST-- N ROCKWELL ST (2600 W) -to- N ROCKWELL ST (2600 W) 4,2008,7000,37518,W GUNNISON ST AND N ROCKWELL ST,W GUNNISON ST AND N ROCKWELL ST,41.96967036600006,-87.69383307399994,census,41.96967036600006,-87.69383307399994,census,"c(-87.6938330739999, 41.9696703660001)",40038,38,1747570.67614,5731.60418273,40
2,Pole Painting,W HASTINGS ST-- Dead End (1556 W) -to- S ASHLAND AV (1600 W),2009,1200,1532,W HASTINGS ST AND Dead End,W HASTINGS ST AND S ASHLAND AV,NA,NA,google,41.864176462000046,-87.66631694499995,census,"c(-87.6663169449999, 41.864176462)",28005,5,10576598.9118,13254.8160792,28
2,Street Lighting,W HASTINGS ST-- Dead End (1556 W) -to- S ASHLAND AV (1600 W),2009,1200,1620,W HASTINGS ST AND Dead End,W HASTINGS ST AND S ASHLAND AV,NA,NA,google,41.864176462000046,-87.66631694499995,census,"c(-87.6663169449999, 41.864176462)",28005,5,10576598.9118,13254.8160792,28
2,Street Lighting,W HASTINGS ST-- Dead End (1556 W) -to- S ASHLAND AV (1600 W),2009,500,1621,W HASTINGS ST AND Dead End,W HASTINGS ST AND S ASHLAND AV,NA,NA,google,41.864176462000046,-87.66631694499995,census,"c(-87.6663169449999, 41.864176462)",28005,5,10576598.9118,13254.8160792,28
35,Sidewalk Menu,W HENDERSON ST-- N DRAKE AV (3532 W) -to- N DRAKE AV (3494 W),2009,16768,28346,W HENDERSON ST AND N DRAKE AV,W HENDERSON ST AND N DRAKE AV,41.94223865400005,-87.71436263799995,census,41.94223865400005,-87.71436263799995,census,"c(-87.714362638, 41.9422386540001)",35024,24,2861607.56648,7922.17304246,35
41,Street Resurface Menu,W HIGHLAND AV-- N NEVA AV (7120 W) -to- Dead End (6518 W),2009,32139,33000,W HIGHLAND AV AND N NEVA AV,W HIGHLAND AV AND Dead End,41.99693324200007,-87.80490256099995,census,NA,NA,google,"c(-87.8049025609999, 41.9969332420001)",41016,16,3141062.80642,11713.6772926,41
27,Pole Painting,W JACKSON BV-- S GREEN ST (832 W) -to- E KENNEDY EXIT RP (726 W),2009,600,21842,W JACKSON BV AND S GREEN ST,W JACKSON BV AND E KENNEDY EXIT RP,41.8779291,-87.6484099,google,NA,NA,google,"c(-87.6484099, 41.8779291)",27045,45,5514612.05123,14575.1641715,27
27,Street Lighting,W JACKSON BV-- S GREEN ST (832 W) -to- E KENNEDY EXIT RP (726 W),2009,800,21854,W JACKSON BV AND S GREEN ST,W JACKSON BV AND E KENNEDY EXIT RP,41.8779291,-87.6484099,google,NA,NA,google,"c(-87.6484099, 41.8779291)",27045,45,5514612.05123,14575.1641715,27
2,Pole Painting,W JACKSON BV-- E KENNEDY EXIT RP (726 W) -to- S CANAL ST (440 W),2008,3000,1355,W JACKSON BV AND E KENNEDY EXIT RP,W JACKSON BV AND S CANAL ST,NA,NA,google,41.87804507300007,-87.63956057499996,census,"c(-87.639560575, 41.8780450730001)",42016,16,2145104.1849,6186.09134001,42
2,Pole Painting,W JACKSON BV-- E KENNEDY EXIT RP (726 W) -to- S CANAL ST (440 W),2008,3000,1356,W JACKSON BV AND E KENNEDY EXIT RP,W JACKSON BV AND S CANAL ST,NA,NA,google,41.87804507300007,-87.63956057499996,census,"c(-87.639560575, 41.8780450730001)",42016,16,2145104.1849,6186.09134001,42
2,Street Lighting,W JACKSON BV-- E KENNEDY EXIT RP (726 W) -to- S CANAL ST (440 W),2008,8000,1445,W JACKSON BV AND E KENNEDY EXIT RP,W JACKSON BV AND S CANAL ST,NA,NA,google,41.87804507300007,-87.63956057499996,census,"c(-87.639560575, 41.8780450730001)",42016,16,2145104.1849,6186.09134001,42
2,Street Lighting,W JACKSON BV-- E KENNEDY EXIT RP (726 W) -to- S CANAL ST (440 W),2008,13500,1446,W JACKSON BV AND E KENNEDY EXIT RP,W JACKSON BV AND S CANAL ST,NA,NA,google,41.87804507300007,-87.63956057499996,census,"c(-87.639560575, 41.8780450730001)",42016,16,2145104.1849,6186.09134001,42
2,Street Lighting,W JACKSON BV-- E KENNEDY EXIT RP (726 W) -to- S CANAL ST (440 W),2008,8000,1447,W JACKSON BV AND E KENNEDY EXIT RP,W JACKSON BV AND S CANAL ST,NA,NA,google,41.87804507300007,-87.63956057499996,census,"c(-87.639560575, 41.8780450730001)",42016,16,2145104.1849,6186.09134001,42
2,Street Lighting,W JACKSON BV-- E KENNEDY EXIT RP (726 W) -to- S CANAL ST (440 W),2008,13500,1448,W JACKSON BV AND E KENNEDY EXIT RP,W JACKSON BV AND S CANAL ST,NA,NA,google,41.87804507300007,-87.63956057499996,census,"c(-87.639560575, 41.8780450730001)",42016,16,2145104.1849,6186.09134001,42
28,Sidewalk Menu,W JACKSON BV-- S KILPATRICK AV (4700 W) -to- S KILPATRICK AV (4700 W),2009,2243,22541,W JACKSON BV AND S KILPATRICK AV,W JACKSON BV AND S KILPATRICK AV,41.876879306000035,-87.74269480399994,census,41.876879306000035,-87.74269480399994,census,"c(-87.7426948039999, 41.876879306)",28040,40,2441856.01212,6665.82821815,28
49,Sidewalk Menu,W JARVIS AV-- Dead End (1290 W) -to- N SHERIDAN RD (1350 W),2010,5269,39249,W JARVIS AV AND Dead End,W JARVIS AV AND N SHERIDAN RD,NA,NA,google,42.0161051,-87.6651023,google,"c(-87.6651023, 42.0161051)",49016,16,1144069.18324,5914.65499216,49
42,Curb/Gutter Menu,W KINZIE ST-- N LA SALLE DR (140 W) -to- N LA SALLE DR (140 W),2005,10000,33460,W KINZIE ST AND N LA SALLE DR,W KINZIE ST AND N LA SALLE DR,41.889188201000024,-87.63264234799999,census,41.889188201000024,-87.63264234799999,census,"c(-87.632642348, 41.889188201)",42032,32,1918134.52547,5984.74019389,42
38,Street Speed Hump Menu,W LAWRENCE AV-- N MELVINA AV (6165 W) -to- N MELVINA AV (6165 W) 4,2007,6600,30696,W LAWRENCE AV AND N MELVINA AV,W LAWRENCE AV AND N MELVINA AV,41.9675483,-87.7819603,google,41.9675483,-87.7819603,google,"c(-87.7819603, 41.9675483)",38018,18,3180510.86849,7993.20746519,38
33,Street Resurface Menu,W LELAND AV-- Dead End (2861 W) -to- N MANOR AV (2919 W),2006,17612,26596,W LELAND AV AND Dead End,W LELAND AV AND N MANOR AV,NA,NA,google,41.96668358900007,-87.70155125699995,census,"c(-87.7015512569999, 41.9666835890001)",33024,24,2814974.72322,9101.60965872,33
