ward,type,location,year,est_cost,id,query,geometry,ward_locate,precinct_locate,ward_precinct_locate
47,In-Road State Law Stop,W BERENICE AVE & N DAMEN AVE,2014,550,40821,census,"c(-87.678674079, 41.951424097)",47,6,47006
47,In-Road State Law Stop For Pedestrians Signs Menu,W BERENICE AVE & N LINCOLN AVE,2016,350,40984,census,"c(-87.676869149, 41.9514482160001)",47,29,47029
47,In-Road State Law Stop For Pedestrians Signs Menu,W BERENICE AVE & N LINCOLN AVE,2017,350,41079,census,"c(-87.676869149, 41.9514482160001)",47,29,47029
47,Curb & Gutter Menu,W BERTEAU AVE & N CLARK ST,2013,3540,40766,google,"c(-87.6645014, 41.9580088)",47,18,47018
39,Street Traffic Circle Menu,W BERTEAU AVE & N KEELER AVE,2022,5650.19,34694,google,"c(-87.7325823, 41.9572542)",39,25,39025
35,Alley Apron Menu,W BERTEAU AVE & N MONTICELLO AVE,2016,6107.085,30976,google,"c(-87.7191421, 41.957418)",33,9,33009
47,Pavement Markings,W BERTEAU AVE & N WESTERN AVE,2013,2000,40771,census,"c(-87.688571041, 41.957671002)",47,8,47008
47,Street Bump Outs Menu,W BERTEAU AVE & N WESTERN AVE,2022,1499.485,41408,census,"c(-87.688571041, 41.957671002)",47,8,47008
45,In-Road State Law Stop,W BERWYN AVE & N AUSTIN AVE,2012,492,39252,census,"c(-87.778142171, 41.9774810070001)",45,13,45013
45,Miscellaneous Other,W BERWYN AVE & N AUSTIN AVE,2014,458,39345,census,"c(-87.778142171, 41.9774810070001)",45,13,45013
48,Street Traffic Circle Menu,W BERWYN AVE & N GLENWOOD AVE,2018,8796,42028,census,"c(-87.6647974269999, 41.9780759500001)",48,11,48011
40,Sidewalk Menu,W BERWYN AVE & N LEAVITT ST,2014,495,35124,census,"c(-87.6843461399999, 41.9777865180001)",40,40,40040
48,Street Bump Outs Menu,W BERWYN AVE & N MAGNOLIA AVE,2020,15000,42141,google,"c(-87.6612, 41.9781222)",48,20,48020
48,Street Bump Outs Menu,W BERWYN AVE & N MAGNOLIA AVE,2021,5887.02,42187,google,"c(-87.6612, 41.9781222)",48,20,48020
48,Mural at Berwyn/LSD Viaduct,W BERWYN AVE & N SHERIDAN RD,2017,25000,41923,census,"c(-87.655029101, 41.978224686)",48,14,48014
49,Street Resurfacing Menu,W BIRCHWOOD AVE & N EASTLAKE TER,2017,17211.2,42808,census,"c(-87.664254743, 42.018234625)",49,35,49035
45,Miscellaneous-CDOT,W BRYN MAWR AV & N LUNA AV,2010,600,39156,census,"c(-87.76712366, 41.9829440340001)",45,34,45034
40,Miscellaneous-CDOT,W BRYN MAWR AV & N MAPLEWOOD AV,2007,5424,34844,census,"c(-87.693085375, 41.983153068)",40,19,40019
48,Floodlight Menu,W BRYN MAWR AVE & N BRYN MAWR AV LSD ER,2017,300,41902,google,"c(-87.6580019, 41.983678)",48,3,48003
39,Street Bump Outs Menu,W BRYN MAWR AVE & N CHRISTIANA AVE,2019,5811.28,34557,census,"c(-87.7125215299999, 41.983024431)",39,16,39016
48,Pavement Markings Menu,W BRYN MAWR AVE & N CLARK ST,2011,2500,41653,census,"c(-87.668752997, 41.9834907380001)",48,44,48044
48,Sidewalk Menu,W BRYN MAWR AVE & N GLENWOOD AVE,2021,63191.83,42185,census,"c(-87.664954203, 41.983551037)",48,44,48044
39,Street Resurface Menu,W BRYN MAWR AVE & N KENTON AV (4579 W)Dead End (4686 W),2011,64002,34268,google,"c(-87.7423867, 41.9643554)",45,12,45012
48,Curb & Gutter Menu,W BRYN MAWR AVE & N LSD BRYN MAWR AV XR,2015,45078,41788,google,"c(-87.7502393, 41.9826978)",45,36,45036
48,Dog Friendly Area - Lincoln Park at Bryn Mawr Avenue,W BRYN MAWR AVE & N LSD BRYN MAWR AV XR,2017,33900,41900,google,"c(-87.7502393, 41.9826978)",45,36,45036
48,Floodlight Menu,W BRYN MAWR AVE & N LSD BRYN MAWR AV XR,2017,300,41902,google,"c(-87.7502393, 41.9826978)",45,36,45036
48,3 LPR Existing POD; 3 LPR w.o Existing POD; 1 POD Camera: Various Locations,W BRYN MAWR AVE & N LSD BRYN MAWR AV XR,2021,19988.4285714286,42158,google,"c(-87.7502393, 41.9826978)",45,36,45036
45,In-Road State Law Stop,W BRYN MAWR AVE & N MCVICKER AVE,2013,950,39284,census,"c(-87.779227541, 41.9829118740001)",45,27,45027
45,In-Road State Law Stop,W BRYN MAWR AVE & N MCVICKER AVE,2014,950,39340,census,"c(-87.779227541, 41.9829118740001)",45,27,45027
40,Viaduct Improvement Menu,W BRYN MAWR AVE & N RAVENSWOOD AVE,2022,5516.764,35472,census,"c(-87.674605953, 41.9833580820001)",40,41,40041
48,Street Resurfacing Menu,W BRYN MAWR AVE & N SHERIDAN RD,2018,90000,42027,census,"c(-87.655189897, 41.983804289)",48,5,48005
39,In-Road State Law Stop,W BRYN MAWR AVE & N ST LOUIS AVE,2013,1900,34315,census,"c(-87.716175608, 41.9829761930001)",39,16,39016
33,Alley Resurfacing Menu,W BYRON ST & N FRANCISCO AVE,2018,6323.3,29216,google,"c(-87.7006252, 41.9521366)",33,10,33010
38,In-Road State Law Stop,W BYRON ST & N OAK PARK AVE,2015,600,33642,google,"c(-87.7961753, 41.9503471)",38,8,38008
46,Alley Apron Menu,W CARMEN AVE & N GLENWOOD AV (1400 W),2011,10464,39902,google,"c(-87.6659715, 42.0116112)",49,27,49027
42,Street Resurfacing Menu,W CARROLL AVE & N LA SALLE DR,2022,127695.68,37086,google,"c(-87.681693, 41.8875968)",27,27,27027
25,Pole Painting,W CERMAK RD & S DAMEN AV,2010,3600,21713,census,"c(-87.6758360379999, 41.852177098)",25,22,25022
25,1 LPR/No Camera - Cermak & Halsted,W CERMAK RD & S HALSTED ST,2022,27410,22268,census,"c(-87.64649488, 41.852647425)",25,26,25026
25,1 - PTZ Camera - SE Cermak & Jefferson/Lumber,W CERMAK RD & S LUMBER ST,2022,24776,22271,census,"c(-87.641787592, 41.852699683)",25,6,25006
12,Bike Lane/Marked Shared Lane Menu,W CERMAK RD & S MARSHALL BLVD,2017,30000,10004,census,"c(-87.6990870659999, 41.851855507)",12,7,12007
22,Viaduct Improvement Menu,W CERMAK RD & S TRUMBULL AVE,2016,9000,18888,census,"c(-87.7113316429999, 41.851562055)",22,22,22022
25,1 LPR/No Camera - Cermak and Wentworth,W CERMAK RD & S WENTWORTH AVE,2021,27410,22217,google,"c(-87.6320104, 41.8527792)",25,14,25014
1,Alley Resurfacing Menu,W CHANAY ST & N POINT ST,2019,5571.145,836,census,"c(-87.696369623, 41.918987626)",1,13,01013
1,Pavement Markings,W CHARLESTON ST & N WESTERN AVE,2012,1000,451,google,"c(-87.6873998, 41.919851)",32,14,32014
49,In-Road State Law Stop,W CHASE AVE & N CLARK ST,2013,550,42566,census,"c(-87.674823026, 42.01376049)",49,12,49012
42,Pole Painting,W CHESTNUT ST & N CLARK ST,2010,2100,36560,census,"c(-87.6312755869999, 41.897971655)",42,45,42045
1,Traffic Signals,W CHICAGO AV & N WOLCOTT AV,2008,32000,302,google,"c(-87.6746056, 41.8959535)",1,46,01046
1,Miscellaneous-CDOT,W CHICAGO AVE & N CAMPBELL AVE,2011,800,400,google,"c(-87.6893051, 41.8957078)",1,6,01006
1,In-Road State Law Stop for Pedestrians S,W CHICAGO AVE & N HOYNE AVE,2011,800,392,google,"c(-87.6794905, 41.8958689)",32,17,32017
1,Traffic New Signals,W CHICAGO AVE & N HOYNE AVE,2015,175000,632,google,"c(-87.6794905, 41.8958689)",32,17,32017
2,Traffic New Signals,W CHICAGO AVE & N HOYNE AVE,2015,175000,2221,google,"c(-87.6794905, 41.8958689)",32,17,32017
27,1 LPR No POD Camera - Chicago & Kedzie,W CHICAGO AVE & N KEDZIE AVE,2021,27410,23905,census,"c(-87.706551997, 41.8955557020001)",27,3,27003
2,Miscellaneous CDOT Projects,W CHICAGO AVE & N KINGSBURY ST,2022,660,2479,census,"c(-87.641538359, 41.8964963560001)",27,21,27021
37,Pavement Markings Menu,W CHICAGO AVE & N LOCKWOOD AVE,2011,1100,32616,census,"c(-87.758050774, 41.894912521)",37,25,37025
27,Traffic Signal Modernization Design Menu,W CHICAGO AVE & N MILWAUKEE AVE,2018,33333.3333333333,23856,google,"c(-87.6554875, 41.8962718)",27,35,27035
27,Traffic Signal Modernization Design Menu,W CHICAGO AVE & N OGDEN AVE,2018,33333.3333333333,23856,google,"c(-87.6547104, 41.8962849)",27,35,27035
42,1 LPR W/ Existing Camera: SW Corner Chicago and Sedgwick,W CHICAGO AVE & N SEDGWICK ST,2021,10971,37015,census,"c(-87.638575702, 41.8965365550001)",27,21,27021
26,Miscellaneous-CDOT,W CHICAGO AVE & N WASHTENAW AVE,2011,800,22614,census,"c(-87.694235062, 41.895668259)",26,33,26033
32,In-Road State Law Stop For Pedestrians Signs Menu,W CHURCHILL ST & N DAMEN AVE,2016,350,28359,google,"c(-87.6775761, 41.9147072)",32,4,32004
28,Street Resurfacing Menu,W CONGRESS PKWY & S KILBOURN AVE,2014,10723,24462,census,"c(-87.737698084, 41.8742020610001)",24,29,24029
2,Pole Painting,W CONGRESS PW & W HARRISON ST,2007,2940,1168,google,"c(-87.6960906, 41.873796)",28,55,28055
32,Street Traffic Circles Menu,W CORNELIA AV & N WOLCOTT AV,2009,2829,28093,google,"c(-87.6757918, 41.950346)",47,27,47027
47,Street Traffic Circles Menu,W CORNELIA AV & N WOLCOTT AV,2009,2829,40603,google,"c(-87.6757918, 41.950346)",47,27,47027
47,Street Bump Outs Menu,W CORNELIA AVE & N HAMILTON AVE,2022,7658.46,41409,google,"c(-87.6821483, 41.9449903)",32,21,32021
30,Alley Apron Menu,W CORNELIA AVE & N KILBOURN AV (4500 W),2011,10561,26027,google,"c(-87.741267, 41.9626144)",45,12,45012
30,Alley Apron Menu,W CORNELIA AVE & N KOLMAR AV (4532 W),2011,11325,26029,google,"c(-87.7434288, 41.9596443)",38,5,38005
36,Street Traffic Circle Menu,W CORNELIA AVE & N MARMORA AVE,2018,4796.92,32028,google,"c(-87.7739827, 41.9439682)",38,13,38013
44,Alley Apron Menu,W CORNELIA AVE & N SOUTHPORT AV (1400 W),2011,7772,38290,google,"c(-87.6634596, 41.9172692)",32,37,32037
37,Bollard Menu,W CORTEZ ST & N CICERO AV (4800 W),2011,2520,32613,google,"c(-87.7477859, 41.9680384)",45,37,45037
32,Miscellaneous CDOT,W CORTLAND ST & N WOOD ST,2015,3201,28312,google,"c(-87.6727092, 41.9160179)",32,33,32033
32,Neighborhood Greenway,W CORTLAND ST & N WOOD ST,2016,68799,28363,google,"c(-87.6727092, 41.9160179)",32,33,32033
25,Miscellaneous Other,W CULLERTON ST & S LEAVITT ST,2015,67363,22000,census,"c(-87.68075638, 41.854906602)",25,30,25030
25,Sidewalk Menu,W CULLERTON ST & S LEAVITT ST,2015,6136,22003,census,"c(-87.68075638, 41.854906602)",25,30,25030
47,Pavement Markings,W CULLOM AVE & N ASHLAND AVE,2013,2100,40770,census,"c(-87.6692032239999, 41.959769383)",47,18,47018
47,Street Bump Outs Menu,W CULLOM AVE & N HOYNE AVE,2022,14004.97,41410,google,"c(-87.6813408, 41.959601)",47,28,47028
39,Street Traffic Circle Menu,W CULLOM AVE & N KEELER AVE,2022,4053.65,34695,google,"c(-87.7326314, 41.9590705)",45,14,45014
35,POD Camera - Cullom & St. Louis,W CULLOM AVE & N ST LOUIS AVE,2019,24776,31120,google,"c(-87.7155212, 41.9592894)",33,19,33019
46,Street Bump Outs Menu,W DAKIN ST & N SHERIDAN RD,2021,38442.47,40254,census,"c(-87.654514556, 41.9535104180001)",44,18,44018
42,In-Road State Law Stop,W DELAWARE PL & N DEARBORN ST,2012,550,36634,google,"c(-87.629835, 41.898748)",42,45,42045
43,In-Road State Law Stop,W DEMING PL & N CLARK ST,2012,550,37568,google,"c(-87.6423186, 41.9286784)",43,33,43033
43,In-Road State Law Stop,W DEMING PL & N CLARK ST,2014,550,37681,google,"c(-87.6423186, 41.9286784)",43,33,43033
43,Curb & Gutter Menu,W DEMING PL & N LAKEVIEW AVE,2021,13727.88,38041,census,"c(-87.639263103, 41.929696606)",43,32,43032
31,Alley Resurfacing Menu (1-1),W DEMING PL & N LOCKWOOD AVE,2017,17257.125,27542,census,"c(-87.758706016, 41.9268424860001)",31,10,31010
50,In-Road State Law Stop for Pedestria,W DEVON AV & N ALBANY AV,2008,800,43125,google,"c(-87.7069691, 41.9974217)",50,39,50039
50,In-Road State Law Stop for Pedestria,W DEVON AV & N MAPLEWOOD AV,2009,800,43144,google,"c(-87.6935437, 41.9976579)",50,43,50043
50,In-Road State Law Stop for Pedestria,W DEVON AV & N OAKLEY AV,2009,950,43142,google,"c(-87.687439, 41.9977759)",50,22,50022
50,In-Road State Law Stop,W DEVON AVE & N ALBANY AVE,2013,550,43223,census,"c(-87.706941926, 41.9974317080001)",50,10,50010
40,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N BOSWORTH AVE,2016,600,35220,google,"c(-87.6691621, 41.9981008)",40,7,40007
48,In-Road State Law Stop,W DEVON AVE & N BOSWORTH AVE,2014,950,41735,google,"c(-87.6691621, 41.9981008)",40,7,40007
48,In-Road State Law Stop,W DEVON AVE & N BOSWORTH AVE,2015,600,41793,google,"c(-87.6691621, 41.9981008)",40,7,40007
48,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N BOSWORTH AVE,2016,350,41846,google,"c(-87.6691621, 41.9981008)",40,7,40007
48,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N BOSWORTH AVE,2017,5000,41907,google,"c(-87.6691621, 41.9981008)",40,7,40007
48,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N BOSWORTH AVE,2017,600,41920,google,"c(-87.6691621, 41.9981008)",40,7,40007
45,1 LPR/No Camera - NE on W Devon at N Caldwell,W DEVON AVE & N CALDWELL AVE,2022,27410,39713,census,"c(-87.766689512, 41.997303071)",41,14,41014
39,Speed Indicator Signs,W DEVON AVE & N KOSTNER AVE,2019,11000,34555,census,"c(-87.7385904989999, 41.9972508130001)",NA,NA,NA
48,In-Road State Law Stop,W DEVON AVE & N LAKEWOOD AVE,2014,950,41734,census,"c(-87.6630286769999, 41.998163327)",40,16,40016
48,In-Road State Law Stop,W DEVON AVE & N LAKEWOOD AVE,2015,600,41796,census,"c(-87.6630286769999, 41.998163327)",40,16,40016
48,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N LAKEWOOD AVE,2016,600,41847,census,"c(-87.6630286769999, 41.998163327)",40,16,40016
48,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N LAKEWOOD AVE,2017,350,41919,census,"c(-87.6630286769999, 41.998163327)",40,16,40016
49,In-Road State Law Stop,W DEVON AVE & N LAKEWOOD AVE,2012,475,42523,census,"c(-87.6630286769999, 41.998163327)",40,16,40016
39,Traffic Signal,W DEVON AVE & N LE MAI AVE,2015,12500,34424,census,"c(-87.756454879, 41.9973151310001)",41,19,41019
41,Traffic Signal,W DEVON AVE & N LE MAI AVE,2015,12500,35960,census,"c(-87.756454879, 41.9973151310001)",41,19,41019
41,In-Road State Law Stop,W DEVON AVE & N NEWCASTLE AVE,2012,800,35848,census,"c(-87.797168298, 41.99697746)",41,51,41051
49,In-Road State Law Stop,W DEVON AVE & N NEWGARD AVE,2012,550,42525,census,"c(-87.666747073, 41.998123128)",40,11,40011
41,Left-Turn Arrow Menu,W DEVON AVE & N NORTHWEST HWY,2014,21000,35933,census,"c(-87.807845119, 41.9976085830001)",41,15,41015
41,In-Road State Law Stop,W DEVON AVE & N OAK PARK AVE,2012,400,35849,census,"c(-87.7955764229999, 41.9972950310001)",41,51,41051
50,In-Road State Law Stop,W DEVON AVE & N OAKLEY AVE,2013,550,43224,census,"c(-87.687445473, 41.997773398)",50,22,50022
40,Viaduct Improvement Menu,W DEVON AVE & N RAVENSWOOD AVE,2022,5516.764,35472,google,"c(-87.6755274, 41.9979827)",40,37,40037
40,1 - LPR/Existing Camera - NE Devon and Ridge,W DEVON AVE & N RIDGE BLVD,2022,10971,35437,google,"c(-87.6768416, 41.9979534)",50,34,50034
48,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N WAYNE AVE,2017,600,41918,google,"c(-87.6642843, 41.9981373)",40,3,40003
48,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N WAYNE AVE,2019,600,42072,google,"c(-87.6642843, 41.9981373)",40,3,40003
43,Sidewalk Menu,W DICKENS BLVD & N LINCOLN PARK WEST,2022,20533.06,38102,census,"c(-87.636400943, 41.9201775130001)",43,32,43032
31,Miscellaneous-CDOT,W DIVERSEY AV & N LAMON AV,2010,431,27163,census,"c(-87.749054266, 41.9315015350001)",31,18,31018
31,High Definition Camera Menu,W DIVERSEY AVE & N CENTRAL AVE,2020,24776,27670,census,"c(-87.766243305, 41.9312804410001)",31,29,31029
31,High Definition Camera Menu,W DIVERSEY AVE & N CICERO AVE,2020,24776,27670,census,"c(-87.746594095, 41.9315336940001)",31,6,31006
35,In-Road State Law Stop For Pedestrians Sign Menu,W DIVERSEY AVE & N DRAKE AVE,2022,350,31341,census,"c(-87.715970593, 41.9319276430001)",35,11,35011
43,In-Road State Law Stop for Pedestrians S,W DIVERSEY AVE & N HAMPDEN CT,2011,410,37462,census,"c(-87.642491072, 41.9328481970001)",43,13,43013
31,Viaduct Improvement Menu,W DIVERSEY AVE & N KENTON AVE,2017,6000,27588,google,"c(-87.7416569, 41.9315972)",31,7,31007
31,Viaduct Improvement Menu,W DIVERSEY AVE & N KENTON AVE,2017,4303,27590,google,"c(-87.7416569, 41.9315972)",31,7,31007
31,In-Road State Law Stop,W DIVERSEY AVE & N LAMON AVE,2013,550,27315,census,"c(-87.749054266, 41.9315015350001)",31,18,31018
31,In-Road State Law Stop,W DIVERSEY AVE & N LECLAIRE AVE,2013,950,27313,census,"c(-87.753958529, 41.9314372170001)",31,40,31040
30,Pavement Markings,W DIVERSEY AVE & N MANGO AVE,2015,700,26250,google,"c(-87.7698877, 41.9312206)",30,14,30014
35,Miscellaneous Other,W DIVERSEY AVE & N MILWAUKEE AVE,2014,37042,30890,census,"c(-87.712308476, 41.931987942)",35,11,35011
35,In-Road State Law Stop For Pedestrians Sign Menu,W DIVERSEY AVE & N SAWYER AVE,2022,350,31342,census,"c(-87.7086423389999, 41.932020101)",35,9,35009
44,In-Road State Law Stop,W DIVERSEY AVE & N SEMINARY AVE,2012,950,38358,census,"c(-87.655845138, 41.932607004)",44,40,44040
35,In-Road State Law Stop For Pedestrians Sign Menu,W DIVERSEY AVE & N SPAULDING AVE,2022,600,31343,census,"c(-87.709864384, 41.9320040210001)",35,5,35005
35,In-Road State Law Stop,W DIVERSEY AVE & N SPRINGFIELD AVE,2012,550,30808,census,"c(-87.7245369729999, 41.931823126)",30,18,30018
35,In-Road State Law Stop For Pedestrians Sign Menu,W DIVERSEY AVE & N ST LOUIS AVE,2022,350,31344,census,"c(-87.7147525669999, 41.9319397030001)",35,11,35011
43,In-Road State Law Stop for Pedestrians S,W DIVERSEY AVE & N WILTON AVE,2011,800,37458,google,"c(-87.6526292, 41.9326533)",43,22,43022
1,Miscellaneous-CDOT,W Diversey Ave & W Logan Blvd,2005,25100,22,census,"c(-87.68396023, 41.932217075)",1,7,01007
43,Traffic Signal Upgrades,W DIVERSEY PKWY & N CLARK ST,2017,16000,37900,census,"c(-87.644882905, 41.932803979)",44,41,44041
43,Bus Pad,W DIVERSEY PKWY & N HALSTED ST,2022,29575.52,38076,census,"c(-87.64901133, 41.9327235810001)",44,45,44045
43,In-Road State Law Stop,W DIVERSEY PKWY & N HAMPDEN CT,2012,550,37567,census,"c(-87.642491072, 41.9328481970001)",43,13,43013
43,In-Road State Law Stop,W DIVERSEY PKWY & N HAMPDEN CT,2014,550,37690,census,"c(-87.642491072, 41.9328481970001)",43,13,43013
43,In-Road State Law Stop,W DIVERSEY PKWY & N HAMPDEN CT,2015,350,37748,census,"c(-87.642491072, 41.9328481970001)",43,13,43013
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N HAMPDEN CT,2016,350,37811,census,"c(-87.642491072, 41.9328481970001)",43,13,43013
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N HAMPDEN CT,2016,350,37812,census,"c(-87.642491072, 41.9328481970001)",43,13,43013
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N HAMPDEN CT,2016,350,37815,census,"c(-87.642491072, 41.9328481970001)",43,13,43013
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N HAMPDEN CT,2016,350,37817,census,"c(-87.642491072, 41.9328481970001)",43,13,43013
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N HAMPDEN CT,2016,350,37829,census,"c(-87.642491072, 41.9328481970001)",43,13,43013
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N HAMPDEN CT,2018,350,37933,census,"c(-87.642491072, 41.9328481970001)",43,13,43013
43,In-Road State Law Stop For Pedestrians Sign Menu,W DIVERSEY PKWY & N HAMPDEN CT,2021,350,38043,census,"c(-87.642491072, 41.9328481970001)",43,13,43013
43,In-Road State Law Stop For Pedestrians Sign Menu,W DIVERSEY PKWY & N HAMPDEN CT,2022,350,38094,census,"c(-87.642491072, 41.9328481970001)",43,13,43013
32,Arterial Street Bump Outs Menu,W DIVERSEY PKWY & N LAKEWOOD AVE,2018,28438.55,28466,census,"c(-87.66112727, 41.932518567)",32,8,32008
43,Arterial Street Bump Outs Menu,W DIVERSEY PKWY & N LAKEWOOD AVE,2018,28438.54,37915,census,"c(-87.66112727, 41.932518567)",32,8,32008
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N LAKEWOOD AVE,2018,600,37940,census,"c(-87.66112727, 41.932518567)",32,8,32008
44,Chicago Park District,W DIVERSEY PKWY & N LINCOLN AVE,2015,44988,38630,census,"c(-87.658707298, 41.9325587660001)",44,40,44040
1,Pavement Markings,W DIVERSEY PKWY & N ROCKWELL ST,2012,600,453,census,"c(-87.692771823, 41.9321326570001)",1,39,01039
44,In-Road State Law Stop,W DIVERSEY PKWY & N SEMINARY AVE,2013,550,38428,census,"c(-87.655845138, 41.932607004)",44,40,44040
44,In-Road State Law Stop,W DIVERSEY PKWY & N SEMINARY AVE,2014,950,38497,census,"c(-87.655845138, 41.932607004)",44,40,44040
43,Bus Pad,W DIVERSEY PKWY & N SHEFFIELD AVE,2022,55623.67,38077,census,"c(-87.653855294, 41.932639163)",44,29,44029
43,In-Road State Law Stop,W DIVERSEY PKWY & N WILTON AVE,2015,600,37747,google,"c(-87.6526292, 41.9326533)",43,22,43022
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N WILTON AVE,2016,600,37814,google,"c(-87.6526292, 41.9326533)",43,22,43022
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N WILTON AVE,2017,350,37885,google,"c(-87.6526292, 41.9326533)",43,22,43022
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N WILTON AVE,2018,350,37930,google,"c(-87.6526292, 41.9326533)",43,22,43022
43,In-Road State Law Stop For Pedestrians Sign Menu,W DIVERSEY PKWY & N WILTON AVE,2021,350,38044,google,"c(-87.6526292, 41.9326533)",43,22,43022
1,Traffic Signals,W DIVISION ST & N CLEAVER ST,2011,12000,375,census,"c(-87.663828635, 41.9033904630001)",1,37,01037
26,Pavement Markings Menu,W DIVISION ST & N FRANCISCO AV,2010,1200,22542,google,"c(-87.6993543, 41.9028937)",26,27,26027
26,Pavement Markings,W DIVISION ST & N FRANCISCO AVE,2013,700,22692,google,"c(-87.6993543, 41.9028937)",26,27,26027
1,In-Road State Law Stop for Pedestrians S,W DIVISION ST & N HOYNE AVE,2011,410,396,google,"c(-87.6796761, 41.9031333)",1,3,01003
1,In-Road State Law Stop,W DIVISION ST & N HOYNE AVE,2014,550,545,google,"c(-87.6796761, 41.9031333)",1,3,01003
1,In-Road State Law Stop For Pedestrians Signs Menu,W DIVISION ST & N HOYNE AVE,2018,350,803,google,"c(-87.6796761, 41.9031333)",1,3,01003
1,In-Road State Law Stop For Pedestrians Signs Menu,W DIVISION ST & N HOYNE AVE,2019,350,853,google,"c(-87.6796761, 41.9031333)",1,3,01003
2,Left-Turn Arrow Menu,W DIVISION ST & N LA SALLE DR,2017,18490,2286,google,"c(-87.6329964, 41.9038726)",43,51,43051
37,In-Road State Law Stop For Pedestrians Signs Menu,W DIVISION ST & N LAMON AVE,2018,600,32888,google,"c(-87.7484105, 41.9023194)",37,14,37014
37,In-Road State Law Stop,W DIVISION ST & N LECLAIRE AVE,2015,600,32751,google,"c(-87.7533164, 41.9022686)",37,15,37015
27,Pavement Markings Menu,W DIVISION ST & N NORTH BRANCH ST,2019,2200,23869,census,"c(-87.6554431499999, 41.9035311590001)",32,46,32046
1,In-Road State Law Stop for Pedestrians S,W DIVISION ST & N PAULINA ST,2011,410,397,google,"c(-87.6699345, 41.9032963)",1,2,01002
1,In-Road State Law Stop,W DIVISION ST & N PAULINA ST,2013,133,502,google,"c(-87.6699345, 41.9032963)",1,2,01002
1,In-Road State Law Stop,W DIVISION ST & N PAULINA ST,2014,417,554,google,"c(-87.6699345, 41.9032963)",1,2,01002
1,In-Road State Law Stop For Pedestrians Signs Menu,W DIVISION ST & N PAULINA ST,2016,350,652,google,"c(-87.6699345, 41.9032963)",1,2,01002
1,In-Road State Law Stop For Pedestrians Signs Menu,W DIVISION ST & N PAULINA ST,2016,350,665,google,"c(-87.6699345, 41.9032963)",1,2,01002
1,In-Road State Law Stop For Pedestrians Signs Menu,W DIVISION ST & N PAULINA ST,2016,350,674,google,"c(-87.6699345, 41.9032963)",1,2,01002
1,In-Road State Law Stop For Pedestrians Signs Menu,W DIVISION ST & N PAULINA ST,2018,350,804,google,"c(-87.6699345, 41.9032963)",1,2,01002
1,In-Road State Law Stop For Pedestrians Signs Menu,W DIVISION ST & N PAULINA ST,2019,350,854,google,"c(-87.6699345, 41.9032963)",1,2,01002
1,Arterial Street Bump Outs Menu,W DIVISION ST & N PAULINA ST,2021,24066.39,951,google,"c(-87.6699345, 41.9032963)",1,2,01002
1,Arterial Street Bump Outs Menu,W DIVISION ST & N PAULINA ST,2022,136714.06,996,google,"c(-87.6699345, 41.9032963)",1,2,01002
2,1 LPR/Existing Camera - NW Division St at State,W DIVISION ST & N STATE ST,2022,10971,2450,google,"c(-87.6286767, 41.9039355)",42,7,42007
1,In-Road State Law Stop for Pedestrians S,W DIVISION ST & N WOLCOTT AVE,2011,800,390,google,"c(-87.6748159, 41.9032337)",1,5,01005
1,In-Road State Law Stop,W DIVISION ST & N WOLCOTT AVE,2014,550,555,google,"c(-87.6748159, 41.9032337)",1,5,01005
1,In-Road State Law Stop For Pedestrians Signs Menu,W DIVISION ST & N WOLCOTT AVE,2016,600,651,google,"c(-87.6748159, 41.9032337)",1,5,01005
1,In-Road State Law Stop For Pedestrians Signs Menu,W DIVISION ST & N WOLCOTT AVE,2019,350,859,google,"c(-87.6748159, 41.9032337)",1,5,01005
1,Sidewalk Menu,W DIVISION ST & N WOOD ST,2015,2039,613,google,"c(-87.6723792, 41.9032651)",1,47,01047
24,1 POD Camera Relocation to W Douglas Boulevard & S Central Park Ave,W DOUGLAS BLVD & S CENTRAL PARK AVE,2020,1800,21205,google,"c(-87.7153139, 41.862852)",24,2,24002
35,In-Road State Law Stop For Pedestrians Sign Menu,W DRUMMOND PL & N KIMBALL AVE,2021,350,31276,census,"c(-87.7122240579999, 41.929294617)",35,28,35028
