ward,type,location,year,est_cost,id,start_location,end_location,lat_1,lon_1,query_1,lat_2,lon_2,query_2,geometry,ward_locate,precinct_locate,ward_precinct_locate
18,Pole Painting,W 82 PL-- S DAMEN AV (2000 W) -to- Dead End (2150 W),2006,1800,14554,W 82nd PL AND S DAMEN AV,W 82nd PL AND Dead End,41.7438762,-87.6729752,google,NA,NA,google,"c(-87.6729752, 41.7438762)",18,52,18052
18,Street Resurface Menu,W 82 ST-- Dead End (3652 W) -to- S HAMLIN AV (3800 W),2006,56956,14545,W 82nd ST AND Dead End,W 82nd ST AND S HAMLIN AV,NA,NA,google,41.7440882,-87.716852,google,"c(-87.716852, 41.7440882)",18,29,18029
13,Street Speed Hump Menu,W 82 ST-- S KILPATRICK AV (4654 W) -to- S KEATING AV (4720 W) 2,2005,5000,9774,W 82nd ST AND S KILPATRICK AV,W 82nd ST AND S KEATING AV,41.7434614,-87.738452,google,41.7434614,-87.738452,google,"c(-87.738452, 41.7434614)",13,6,13006
18,Sidewalk Menu,W 82 ST-- S WOLCOTT AV (1900 W) -to- S WOLCOTT AV (1900 W),2008,30950,14655,W 82nd ST AND S WOLCOTT AV,W 82nd ST AND S WOLCOTT AV,41.7447853,-87.6705771,google,41.7447853,-87.6705771,google,"c(-87.6705771, 41.7447853)",18,52,18052
18,Street Lighting,W 84 PL-- S ST LOUIS AV (3500 W) -to- Dead End (3531 W),2006,1200,14576,W 84th PL AND S ST LOUIS AV,W 84th PL AND Dead End,41.7396335,-87.7094113,google,NA,NA,google,"c(-87.7094113, 41.7396335)",18,13,18013
18,Miscellaneous-CDOT,W 84 PL-- Dead End (3652 W) -to- W COLUMBUS AV (3779 W),2009,15412,14704,W 84th PL AND Dead End,W 84th PL AND W COLUMBUS AV,NA,NA,google,41.7395166,-87.716489,google,"c(-87.716489, 41.7395166)",18,7,18007
21,Curb/Gutter Menu,W 84 ST-- S ASHLAND AV (1600 W) -to- Dead End (3531 W),2008,57059,16669,W 84th ST AND S ASHLAND AV,W 84th ST AND Dead End,41.7412479,-87.6632794,google,NA,NA,google,"c(-87.6632794, 41.7412479)",18,46,18046
18,Street Resurface Menu,W 85 PL-- S SAWYER AV (3266 W) -to- S CHRISTIANA AV (3337 W),2010,42695,14798,W 85th PL AND S SAWYER AV,W 85th PL AND S CHRISTIANA AV,41.7379897,-87.7033865,google,41.7379897,-87.7033865,google,"c(-87.7033865, 41.7379897)",18,10,18010
18,Curb/Gutter Menu,W 85 ST-- S DAMEN AV (2000 W) -to- Dead End (2109 W),2008,44199,14641,W 85th ST AND S DAMEN AV,W 85th ST AND Dead End,41.7392861,-87.6728764,google,NA,NA,google,"c(-87.6728764, 41.7392861)",18,32,18032
18,Street Resurface Menu,W 85 ST-- W COLUMBUS AV (3865 W) -to- Dead End (2109 W),2009,16261,14730,W 85th ST AND W COLUMBUS AV,W 85th ST AND Dead End,41.7385867,-87.7176371,google,NA,NA,google,"c(-87.7176371, 41.7385867)",18,36,18036
18,Street Speed Hump Menu,ON W 85TH ST FROM S LAWNDALE AV (3700 W) TO S LAWNDALE AV (3700 W),2012,3700,14907,W 85TH ST and S LAWNDALE AV,W 85TH ST and S LAWNDALE AV,41.738642,-87.7142353,google,41.738642,-87.7142353,google,"c(-87.7142353, 41.738642)",18,7,18007
21,Street Resurfacing Menu,ON W 88TH ST FROM S HALSTED ST (800 W) TO S HALSTED ST (800 W),2012,40029,16912,W 88TH ST and S HALSTED ST,W 88TH ST and S HALSTED ST,41.7343049,-87.6434777,google,41.7343049,-87.6434777,google,"c(-87.6434777, 41.7343049)",21,11,21011
21,Curb/Gutter Menu,W 90 PL-- S PAULINA ST (1700 W) -to- Dead End (1721 W),2010,74362,16779,W 90th PL AND S PAULINA ST,W 90th PL AND Dead End,41.7293249,-87.66531,google,NA,NA,google,"c(-87.66531, 41.7293249)",21,7,21007
21,Street Resurface Menu,W 92 ST-- S HARVARD AV (324 W) -to- Dead End (335 W),2007,20574,16638,W 92nd ST AND S HARVARD AV,W 92nd ST AND Dead End,41.7266266,-87.6321715,google,NA,NA,google,"c(-87.6321715, 41.7266266)",21,48,21048
21,Street Resurface Menu,W 93 PL-- Dead End (231 W) -to- S PRINCETON AV (270 W),2008,23018,16687,W 93rd PL AND Dead End,W 93rd PL AND S PRINCETON AV,NA,NA,google,41.7250446,-87.6304319,google,"c(-87.6304319, 41.7250446)",21,46,21046
21,Curb/Gutter Menu,W 93 ST-- S HARVARD AV (320 W) -to- Dead End (334 W),2008,36749,16670,W 93rd ST AND S HARVARD AV,W 93rd ST AND Dead End,41.7258278,-87.6320528,google,NA,NA,google,"c(-87.6320528, 41.7258278)",21,43,21043
21,Street Resurface Menu,W 93 ST-- S HARVARD AV (320 W) -to- Dead End (334 W),2008,19461,16688,W 93rd ST AND S HARVARD AV,W 93rd ST AND Dead End,41.7258278,-87.6320528,google,NA,NA,google,"c(-87.6320528, 41.7258278)",21,43,21043
21,Sidewalk Menu,W 93 ST-- S MAY ST (1132 W) -to- S MAY ST (1132 W),2009,21315,16750,W 93rd ST AND S MAY ST,W 93rd ST AND S MAY ST,41.7249936,-87.651823,google,41.7249936,-87.651823,google,"c(-87.651823, 41.7249936)",21,49,21049
21,Street Resurface Menu,W 94 PL-- S HARVARD AV (325 W) -to- Dead End (334 W),2008,20276,16689,W 94th PL AND S HARVARD AV,W 94th PL AND Dead End,41.7237509,-87.6319736,google,NA,NA,google,"c(-87.6319736, 41.7237509)",21,43,21043
19,Curb/Gutter Menu,W 94 ST-- S VANDERPOEL AV (1732 W) -to- Dead End (1029 W),2007,43248,15361,W 94th ST AND S VANDERPOEL AV,W 94th ST AND Dead End,41.7229931,-87.6663157,google,NA,NA,google,"c(-87.6663157, 41.7229931)",19,13,19013
19,Miscellaneous-CDOT,W 94 ST-- S DAMEN AV (2010 W) -to- S DAMEN AV (2010 W),2006,15668,15337,W 94th ST AND S DAMEN AV,W 94th ST AND S DAMEN AV,41.7229044,-87.6728332,google,41.7229044,-87.6728332,google,"c(-87.6728332, 41.7229044)",19,10,19010
21,Sidewalk Menu,ON W 95TH ST FROM S RACINE AV (1200 W) TO S RACINE AV (1200 W),2012,57400,16895,W 95TH ST and S RACINE AV,W 95TH ST and S RACINE AV,41.721392,-87.6529481,google,41.721392,-87.6529481,google,"c(-87.6529481, 41.721392)",21,49,21049
21,Sidewalk Menu,W 96 ST-- S HARVARD AV (326 W) -to- Dead End (344 W),2008,39907,16685,W 96th ST AND S HARVARD AV,W 96th ST AND Dead End,41.7197816,-87.6322624,google,NA,NA,google,"c(-87.6322624, 41.7197816)",21,25,21025
2,Street Speed Hump Menu,W 9 ST-- S PLYMOUTH CT (20 W) -to- S PARK TR (73 W) 1,2007,1650,1072,W 9th ST AND S PLYMOUTH CT,W 9th ST AND S PARK TR,NA,NA,google,41.8705187,-87.6295426,google,"c(-87.6295426, 41.8705187)",2,11,02011
2,Street Lighting,W 9 ST-- S STATE ST (0 E) -to- S PARK TR (73 W),2009,18000,1608,W 9th ST AND S STATE ST,W 9th ST AND S PARK TR,NA,NA,google,41.8705187,-87.6295426,google,"c(-87.6295426, 41.8705187)",2,11,02011
2,Pole Painting,W ADAMS ST-- S JEFFERSON ST (600 W) -to- E KENNEDY EXIT RP (720 W),2008,900,1345,W ADAMS ST AND S JEFFERSON ST,W ADAMS ST AND E KENNEDY EXIT RP,41.87927515900003,-87.64257548999996,census,NA,NA,google,"c(-87.64257549, 41.879275159)",2,12,02012
2,Street Lighting,W ADAMS ST-- S JEFFERSON ST (600 W) -to- E KENNEDY EXIT RP (720 W),2008,1600,1437,W ADAMS ST AND S JEFFERSON ST,W ADAMS ST AND E KENNEDY EXIT RP,41.87927515900003,-87.64257548999996,census,NA,NA,google,"c(-87.64257549, 41.879275159)",2,12,02012
2,Street Lighting,W ADAMS ST-- E KENNEDY EXIT RP (720 W) -to- S CANAL ST (440 W),2010,9450,1762,W ADAMS ST AND E KENNEDY EXIT RP,W ADAMS ST AND S CANAL ST,NA,NA,google,41.87931535800004,-87.63960077299998,census,"c(-87.639600773, 41.879315358)",2,12,02012
2,Street Lighting,W ADAMS ST-- E KENNEDY EXIT RP (720 W) -to- S CANAL ST (440 W),2010,6400,1763,W ADAMS ST AND E KENNEDY EXIT RP,W ADAMS ST AND S CANAL ST,NA,NA,google,41.87931535800004,-87.63960077299998,census,"c(-87.639600773, 41.879315358)",2,12,02012
27,Miscellaneous-CDOT,W ADAMS ST-- S RACINE AV (1200 W) -to- S RACINE AV (1200 W),2006,23902,21673,W ADAMS ST AND S RACINE AV,W ADAMS ST AND S RACINE AV,41.879058085000054,-87.65705512399995,census,41.879058085000054,-87.65705512399995,census,"c(-87.657055124, 41.8790580850001)",2,16,02016
2,Pole Painting,W ADAMS ST-- W KENNEDY ENTR RP (713 W) -to- S WACKER RP (320 W),2010,5850,1705,W ADAMS ST AND W KENNEDY ENTR RP,W ADAMS ST AND S WACKER RP,NA,NA,google,41.8793492,-87.6367124,google,"c(-87.6367124, 41.8793492)",2,12,02012
2,Pole Painting,W ADAMS ST-- W KENNEDY ENTR RP (713 W) -to- S WACKER RP (320 W),2010,3000,1706,W ADAMS ST AND W KENNEDY ENTR RP,W ADAMS ST AND S WACKER RP,NA,NA,google,41.8793492,-87.6367124,google,"c(-87.6367124, 41.8793492)",2,12,02012
30,Street Lighting,W ADDISON ST-- W KENNEDY EXIT RP (3604 W) -to- N PULASKI RD (4000 W),2008,32400,24076,W ADDISON ST AND W KENNEDY EXIT RP,W ADDISON ST AND N PULASKI RD,NA,NA,google,41.94637511800005,-87.72739913299995,census,"c(-87.7273991329999, 41.946375118)",30,15,30015
30,Pole Painting,W ADDISON ST-- N PULASKI RD (4000 W) -to- W KENNEDY EXIT RP (3604 W),2008,7200,24064,W ADDISON ST AND N PULASKI RD,W ADDISON ST AND W KENNEDY EXIT RP,41.94637511800005,-87.72739913299995,census,NA,NA,google,"c(-87.7273991329999, 41.946375118)",30,15,30015
30,Street Lighting,W ADDISON ST-- N PULASKI RD (4000 W) -to- W KENNEDY EXIT RP (3604 W),2008,9600,24077,W ADDISON ST AND N PULASKI RD,W ADDISON ST AND W KENNEDY EXIT RP,41.94637511800005,-87.72739913299995,census,NA,NA,google,"c(-87.7273991329999, 41.946375118)",30,15,30015
45,Sidewalk Menu,ON W AINSLIE ST FROM N LIPPS AV (5331 W) TO N LIPPS AV (5331 W),2013,16296,36364,W AINSLIE ST and N LIPPS AV,W AINSLIE ST and N LIPPS AV,41.96894678600006,-87.76022151299998,census,41.96894678600006,-87.76022151299998,census,"c(-87.760221513, 41.9689467860001)",45,29,45029
49,Sidewalk Menu,W ALBION AV-- Dead End (1056 W) -to- N WINTHROP AV (1100 W),2010,11727,39245,W ALBION AV AND Dead End,W ALBION AV AND N WINTHROP AV,NA,NA,google,42.00258520300008,-87.65861484099997,census,"c(-87.658614841, 42.0025852030001)",49,7,49007
44,Curb & Gutter Menu,ON W ALDINE AVE FROM N BROADWAY (600 W) TO N BROADWAY (600 W),2012,37611,35491,W ALDINE AVE and N BROADWAY,W ALDINE AVE and N BROADWAY,41.9418609,-87.6444556,google,41.9418609,-87.6444556,google,"c(-87.6444556, 41.9418609)",44,19,44019
23,Curb/Gutter Menu,W ARCHER AV-- SSHVILLE AV (6600 W) -to- SSHVILLE AV (6600 W),2007,17556,18090,W ARCHER AV AND SSHVILLE AV,W ARCHER AV AND SSHVILLE AV,41.7922101,-87.7866876,google,41.7922101,-87.7866876,google,"c(-87.7866876, 41.7922101)",23,11,23011
40,Street Resurface Menu,W ARDMORE AV-- N RICHMOND ST (2929 W) -to- Dead End (3081 W),2009,76801,32250,W ARDMORE AV AND N RICHMOND ST,W ARDMORE AV AND Dead End,41.98673880700005,-87.70291399899997,census,NA,NA,google,"c(-87.702913999, 41.9867388070001)",40,30,40030
47,Street Resurface Menu,W ARGYLE ST-- Dead End (1829 W) -to- N DAMEN AV (2000 W),2010,71159,37591,W ARGYLE ST AND Dead End,W ARGYLE ST AND N DAMEN AV,NA,NA,google,41.97239986900007,-87.67929314099996,census,"c(-87.679293141, 41.9723998690001)",47,26,47026
1,Curb & Gutter Menu,ON W AUGUSTA BLVD FROM N FAIRFIELD AV (2732 W) TO N FAIRFIELD AV (2732 W),2013,23400,491,W AUGUSTA BLVD and N FAIRFIELD AV,W AUGUSTA BLVD and N FAIRFIELD AV,41.89929017800006,-87.69555760499998,census,41.89929017800006,-87.69555760499998,census,"c(-87.695557605, 41.8992901780001)",1,15,01015
41,Street Resurface Menu,W BALMORAL AV-- N ORIOLE AV (7600 W) -to- Dead End (3009 W),2006,8052,32821,W BALMORAL AV AND N ORIOLE AV,W BALMORAL AV AND Dead End,41.97791515500006,-87.81688584499994,census,NA,NA,google,"c(-87.8168858449999, 41.9779151550001)",41,36,41036
48,Street Bump Outs Menu,W BALMORAL AV-- N LAKEWOOD AV (1300 W) -to- N LAKEWOOD AV (1300 W),2009,16393,38507,W BALMORAL AV AND N LAKEWOOD AV,W BALMORAL AV AND N LAKEWOOD AV,41.9799222,-87.6624532,google,41.9799222,-87.6624532,google,"c(-87.6624532, 41.9799222)",48,11,48011
41,Curb/Gutter Menu,W BALMORAL AV-- Dead End (7570 W) -to- N ORIOLE AV (7600 W),2005,19651,32733,W BALMORAL AV AND Dead End,W BALMORAL AV AND N ORIOLE AV,NA,NA,google,41.97791515500006,-87.81688584499994,census,"c(-87.8168858449999, 41.9779151550001)",41,36,41036
48,Street Bump Outs Menu,W BALMORAL AV-- N WAYNE AV (1332 W) -to- N WAYNE AV (1332 W),2009,16393,38506,W BALMORAL AV AND N WAYNE AV,W BALMORAL AV AND N WAYNE AV,41.97991705800007,-87.66365577899995,census,41.97991705800007,-87.66365577899995,census,"c(-87.663655779, 41.9799170580001)",48,11,48011
40,Curb/Gutter Menu,W BALMORAL AV-- N WINCHESTER AV (1920 W) -to- N WINCHESTER AV (1920 W),2006,9250,32087,W BALMORAL AV AND N WINCHESTER AV,W BALMORAL AV AND N WINCHESTER AV,41.979699984000035,-87.67799069799997,census,41.979699984000035,-87.67799069799997,census,"c(-87.677990698, 41.979699984)",40,32,40032
31,Street Resurface Menu,W BARRY AV-- N PULASKI RD (4000 W) -to- Dead End (4550 W),2010,15938,25193,W BARRY AV AND N PULASKI RD,W BARRY AV AND Dead End,41.937270074000025,-87.72712980099999,census,NA,NA,google,"c(-87.727129801, 41.937270074)",31,16,31016
44,Street Resurface Menu,W BARRY AV-- Dead End (4289 W) -to- N SHERIDAN RD (400 W),2009,23332,35365,W BARRY AV AND Dead End,W BARRY AV AND N SHERIDAN RD,NA,NA,google,41.93773236100003,-87.63946409699997,census,"c(-87.639464097, 41.937732361)",44,35,44035
44,Sidewalk Menu,ON W BELMONT AVE FROM N LAKE SHORE (W) DR(374 W) TO N LAKE SHORE (W) DR(374 W),2012,1596,35510,W BELMONT AVE and N LAKE SHORE DR,W BELMONT AVE and N LAKE SHORE DR,41.940140273000054,-87.63955253499995,census,41.940140273000054,-87.63955253499995,census,"c(-87.639552535, 41.9401402730001)",44,3,44003
47,Curb/Gutter Menu,W BERENICE AV-- N LINCOLN AV (1926 W) -to- N LINCOLN AV (1926 W),2009,13736,37538,W BERENICE AV AND N LINCOLN AV,W BERENICE AV AND N LINCOLN AV,41.951448216000074,-87.67686914899997,census,41.951448216000074,-87.67686914899997,census,"c(-87.676869149, 41.9514482160001)",47,29,47029
40,Curb/Gutter Menu,W BERWYN AV-- N WINCHESTER AV (1920 W) -to- N WINCHESTER AV (1920 W),2006,30689,32088,W BERWYN AV AND N WINCHESTER AV,W BERWYN AV AND N WINCHESTER AV,41.97787495600005,-87.67793039899999,census,41.97787495600005,-87.67793039899999,census,"c(-87.677930399, 41.9778749560001)",40,32,40032
49,Sidewalk Menu,W BIRCHWOOD AV-- Dead End (1291 W) -to- N GREENVIEW AV (1450 W),2008,16318,39179,W BIRCHWOOD AV AND Dead End,W BIRCHWOOD AV AND N GREENVIEW AV,NA,NA,google,42.01817030600006,-87.66821031199999,census,"c(-87.668210312, 42.0181703060001)",49,16,49016
49,Sidewalk Menu,W BIRCHWOOD AV-- N HOYNE AV (2100 W) -to- N HOYNE AV (2100 W),2010,4873,39246,W BIRCHWOOD AV AND N HOYNE AV,W BIRCHWOOD AV AND N HOYNE AV,42.01794519300006,-87.68298741799998,census,42.01794519300006,-87.68298741799998,census,"c(-87.682987418, 42.0179451930001)",49,24,49024
26,Street Speed Hump Menu,W BLOOMINGDALE AV-- N SAWYER AV (3240 W) -to- N SAWYER AV (3240 W) 1,2006,2500,20989,W BLOOMINGDALE AV AND N SAWYER AV,W BLOOMINGDALE AV AND N SAWYER AV,41.91363715600005,-87.70854586099995,census,41.91363715600005,-87.70854586099995,census,"c(-87.7085458609999, 41.913637156)",26,29,26029
48,Diagonal Parking Menu,W BRYN MAWR AV-- N KENMORE AV (1038 W) -to- N KENMORE AV (1038 W),2009,67000,38493,W BRYN MAWR AV AND N KENMORE AV,W BRYN MAWR AV AND N KENMORE AV,41.983683693000046,-87.65660891699997,census,41.983683693000046,-87.65660891699997,census,"c(-87.656608917, 41.983683693)",48,3,48003
48,Miscellaneous-CDOT,W BRYN MAWR AV-- N LAKE SHORE EXIT RP (860 W) -to- N SHERIDAN RD (1000 W),2007,4837,38403,W BRYN MAWR AV AND N LAKE SHORE EXIT RP,W BRYN MAWR AV AND N SHERIDAN RD,NA,NA,google,41.983804289000034,-87.65518989699996,census,"c(-87.655189897, 41.983804289)",48,5,48005
48,Street Resurface Menu,W BRYN MAWR AV-- N LAKE SHORE EXIT RP (860 W) -to- N SHERIDAN RD (1000 W),2007,88064,38415,W BRYN MAWR AV AND N LAKE SHORE EXIT RP,W BRYN MAWR AV AND N SHERIDAN RD,NA,NA,google,41.983804289000034,-87.65518989699996,census,"c(-87.655189897, 41.983804289)",48,5,48005
48,Street Resurface Menu,W BRYN MAWR AV-- S LAKE SHORE ENTR RP (905 W) -to- N SHERIDAN RD (1000 W),2009,14268,38512,W BRYN MAWR AV AND S LAKE SHORE ENTR RP,W BRYN MAWR AV AND N SHERIDAN RD,NA,NA,google,41.983804289000034,-87.65518989699996,census,"c(-87.655189897, 41.983804289)",48,5,48005
48,Street Lighting,W BRYN MAWR AV-- N LAKE SHORE EXIT RP (860 W) -to- N WINTHROP AV (1120 W),2008,26949,38477,W BRYN MAWR AV AND N LAKE SHORE EXIT RP,W BRYN MAWR AV AND N WINTHROP AV,NA,NA,google,41.98365957400006,-87.65800381799994,census,"c(-87.6580038179999, 41.9836595740001)",48,3,48003
48,Diagonal Parking Menu,W BRYN MAWR AV-- N WINTHROP AV (1120 W) -to- N WINTHROP AV (1120 W),2009,75001,38492,W BRYN MAWR AV AND N WINTHROP AV,W BRYN MAWR AV AND N WINTHROP AV,41.98365957400006,-87.65800381799994,census,41.98365957400006,-87.65800381799994,census,"c(-87.6580038179999, 41.9836595740001)",48,3,48003
48,Street Light Pole Painting,ON W BRYN MAWR AVE FROM N BRYN MAWR AV LSD ER (930 W) TO N LSD BRYN MAWR AV XR (900 W),2014,1500,38655,W BRYN MAWR AVE and N BRYN MAWR AV LSD ER,W BRYN MAWR AVE and N LSD BRYN MAWR AV XR,NA,NA,google,41.9829975,-87.7496357,google,"c(-87.7496357, 41.9829975)",45,36,45036
46,Street Resurface Menu,W BUENA CR-- N KENMORE AV (1042 W) -to- Dead End (1073 W),2008,19221,36861,W BUENA CR AND N KENMORE AV,W BUENA CR AND Dead End,41.95862371500005,-87.65624310699997,census,NA,NA,google,"c(-87.656243107, 41.9586237150001)",46,9,46009
41,Street Resurface Menu,W CATHERINE AV-- CITY LIMITS (0 E) -to- N PITTSBURGH AV (8232 W),2008,23598,32947,W CATHERINE AV AND CITY LIMITS,W CATHERINE AV AND N PITTSBURGH AV,NA,NA,google,41.97728403200006,-87.83272822099997,census,"c(-87.832728221, 41.9772840320001)",41,13,41013
49,Curb/Gutter Menu,W CHASE AV-- N PAULINA ST (1646 W) -to- N PAULINA ST (1646 W),2008,7395,39169,W CHASE AV AND N PAULINA ST,W CHASE AV AND N PAULINA ST,42.01380068900005,-87.67240305399997,census,42.01380068900005,-87.67240305399997,census,"c(-87.672403054, 42.013800689)",49,12,49012
27,Street Resurface Menu,W CHESTNUT ST-- N ORLEANS ST (332 W) -to- Dead End (341 W),2009,4313,21827,W CHESTNUT ST AND N ORLEANS ST,W CHESTNUT ST AND Dead End,41.89816460900005,-87.63722903999997,census,NA,NA,google,"c(-87.63722904, 41.898164609)",27,28,27028
41,Curb/Gutter Menu,W CLARENCE AV-- N NEENAH AV (6500 W) -to- Dead End (6517 W),2008,519,32911,W CLARENCE AV AND N NEENAH AV,W CLARENCE AV AND Dead End,41.99462582600006,-87.78994053999998,census,NA,NA,google,"c(-87.78994054, 41.9946258260001)",41,35,41035
49,Street Lighting,W COLUMBIA AV-- Dead End (1116 W) -to- N LAKEWOOD AV (1310 W),2008,195000,39199,W COLUMBIA AV AND Dead End,W COLUMBIA AV AND N LAKEWOOD AV,NA,NA,google,42.00449063000008,-87.66360754099998,census,"c(-87.663607541, 42.0044906300001)",49,9,49009
18,Pole Painting,W COLUMBUS AV-- W 83 ST (3663 W) -to- W 87 ST (4030 W),2006,6000,14559,W COLUMBUS AV AND W 83rd ST,W COLUMBUS AV AND W 87th ST,41.74138900300005,-87.71409732599994,census,NA,NA,google,"c(-87.7140973259999, 41.7413890030001)",18,13,18013
18,Pole Painting,W COLUMBUS AV-- W 83 ST (3663 W) -to- W 87 ST (4030 W),2006,13250,14560,W COLUMBUS AV AND W 83rd ST,W COLUMBUS AV AND W 87th ST,41.74138900300005,-87.71409732599994,census,NA,NA,google,"c(-87.7140973259999, 41.7413890030001)",18,13,18013
2,Pole Painting,W CONGRESS PW-- S LOOMIS ST (1400 W) -to- E EISENHOWER ENTR RP (1522 W),2009,3300,1527,W CONGRESS PW AND S LOOMIS ST,W CONGRESS PW AND E EISENHOWER ENTR RP,41.6981249,-87.6570798,google,NA,NA,google,"c(-87.6570798, 41.6981249)",34,47,34047
2,Pole Painting,W CONGRESS PW-- S LOOMIS ST (1400 W) -to- E EISENHOWER ENTR RP (1522 W),2009,1500,1528,W CONGRESS PW AND S LOOMIS ST,W CONGRESS PW AND E EISENHOWER ENTR RP,41.6981249,-87.6570798,google,NA,NA,google,"c(-87.6570798, 41.6981249)",34,47,34047
2,Street Lighting,W CONGRESS PW-- S LOOMIS ST (1400 W) -to- E EISENHOWER ENTR RP (1522 W),2009,4400,1615,W CONGRESS PW AND S LOOMIS ST,W CONGRESS PW AND E EISENHOWER ENTR RP,41.6981249,-87.6570798,google,NA,NA,google,"c(-87.6570798, 41.6981249)",34,47,34047
2,Street Lighting,W CONGRESS PW-- S MAPLEWOOD AV (2550 W) -to- E EISENHOWER ENTR RP (2257 W),2008,8400,1439,W CONGRESS PW AND S MAPLEWOOD AV,W CONGRESS PW AND E EISENHOWER ENTR RP,41.87494976000005,-87.69063324299998,census,NA,NA,google,"c(-87.690633243, 41.87494976)",2,39,02039
2,Street Lighting,W CONGRESS PW-- S LOOMIS ST (1400 W) -to- E EISENHOWER EXIT RP (1284 W),2009,2000,1616,W CONGRESS PW AND S LOOMIS ST,W CONGRESS PW AND E EISENHOWER EXIT RP,41.6981249,-87.6570798,google,NA,NA,google,"c(-87.6570798, 41.6981249)",34,47,34047
2,Street Lighting,W CONGRESS PW-- E EISENHOWER ENTR RP (2257 W) -to- S MAPLEWOOD AV (2550 W),2008,27000,1438,W CONGRESS PW AND E EISENHOWER ENTR RP,W CONGRESS PW AND S MAPLEWOOD AV,NA,NA,google,41.87494976000005,-87.69063324299998,census,"c(-87.690633243, 41.87494976)",2,39,02039
47,Sidewalk Menu,W CORNELIA AV-- N RAVENSWOOD AV (1800 W) -to- N RAVENSWOOD AV (1800 W),2006,18323,37351,W CORNELIA AV AND N RAVENSWOOD AV,W CORNELIA AV AND N RAVENSWOOD AV,41.94509679400005,-87.67361705999997,census,41.94509679400005,-87.67361705999997,census,"c(-87.67361706, 41.9450967940001)",32,22,32022
27,Street Resurface Menu,W COUCH PL-- N DESPLAINES ST (640 W) -to- Dead End (670 W),2010,17498,21877,W COUCH PL AND N DESPLAINES ST,W COUCH PL AND Dead End,41.88510801500007,-87.64422364399996,census,NA,NA,google,"c(-87.644223644, 41.8851080150001)",42,21,42021
31,Curb/Gutter Menu,W DICKENS AV-- N KILPATRICK AV (4700 W) -to- Dead End (3120 W),2010,7765,25166,W DICKENS AV AND N KILPATRICK AV,W DICKENS AV AND Dead End,41.91879065100005,-87.74373997499998,census,NA,NA,google,"c(-87.743739975, 41.9187906510001)",31,44,31044
30,Sidewalk Menu,W DICKENS AV-- N PULASKI RD (4000 W) -to- Dead End (3120 W),2008,20563,24031,W DICKENS AV AND N PULASKI RD,W DICKENS AV AND Dead End,41.91899566600006,-87.72661123499995,census,NA,NA,google,"c(-87.726611235, 41.9189956660001)",30,5,30005
31,Street Lighting,W DICKENS AV-- Dead End (4652 W) -to- N KILPATRICK AV (4700 W),2008,1500,25073,W DICKENS AV AND Dead End,W DICKENS AV AND N KILPATRICK AV,NA,NA,google,41.91879065100005,-87.74373997499998,census,"c(-87.743739975, 41.9187906510001)",31,44,31044
44,Sidewalk Menu,ON W DIVERSEY PKWY FROM N CLARK ST (637 W) TO N CLARK ST (637 W),2012,11995,35525,W DIVERSEY PKWY and N CLARK ST,W DIVERSEY PKWY and N CLARK ST,41.9327926,-87.6449142,google,41.9327926,-87.6449142,google,"c(-87.6449142, 41.9327926)",43,45,43045
43,Pole Painting,W DRUMMOND PL-- N CLARK ST (556 W) -to- N CLARK ST (582 W),2008,200,34536,W DRUMMOND PL AND N CLARK ST,W DRUMMOND PL AND N CLARK ST,41.9307066,-87.6439221,google,41.9307066,-87.6439221,google,"c(-87.6439221, 41.9307066)",43,45,43045
31,Curb/Gutter Menu,W DRUMMOND PL-- N LECLAIRE AV (5100 W) -to- N LECLAIRE AV (5100 W),2010,9820,25168,W DRUMMOND PL AND N LECLAIRE AV,W DRUMMOND PL AND N LECLAIRE AV,41.92871977300007,-87.75385401199998,census,41.92871977300007,-87.75385401199998,census,"c(-87.753854012, 41.9287197730001)",31,28,31028
30,Diagonal Parking Menu,W EDDY ST-- N PULASKI RD (4000 W) -to- N PULASKI RD (4000 W),2007,20000,23957,W EDDY ST AND N PULASKI RD,W EDDY ST AND N PULASKI RD,41.94546662400006,-87.72737099399995,census,41.94546662400006,-87.72737099399995,census,"c(-87.727370994, 41.9454666240001)",30,3,30003
19,Street Resurface Menu,W EDMAIRE ST-- S HOMEWOOD AV (1935 W) -to- S HOMEWOOD AV (1935 W),2007,7483,15385,W EDMAIRE ST AND S HOMEWOOD AV,W EDMAIRE ST AND S HOMEWOOD AV,41.687840083000026,-87.67022025499995,census,41.687840083000026,-87.67022025499995,census,"c(-87.6702202549999, 41.687840083)",19,48,19048
43,Street Resurface Menu,W ELM ST-- Dead End (331 W) -to- N WELLS ST (200 W),2006,14349,34392,W ELM ST AND Dead End,W ELM ST AND N WELLS ST,NA,NA,google,41.902887977000034,-87.63443923799997,census,"c(-87.634439238, 41.902887977)",43,51,43051
28,Street Speed Hump Menu,W ERIE ST-- N KILPATRICK AV (4700 W) -to- N KILPATRICK AV (4700 W) 2,2006,5000,22451,W ERIE ST AND N KILPATRICK AV,W ERIE ST AND N KILPATRICK AV,41.8923069,-87.7434138,google,41.8923069,-87.7434138,google,"c(-87.7434138, 41.8923069)",28,51,28051
