ward,type,location,year,est_cost,id,point_location,query,geometry,ward_locate,precinct_locate,ward_precinct_locate
48,Arterial Street Bump Outs Menu,N BROADWAY & W DEVON AVE,2017,125000,38771,N BROADWAY & W DEVON AVE,google,"c(-87.6605947, 41.9982019)",40,16,40016
48,OEMC Camera Project,N BROADWAY & W DEVON AVE,2021,99538.27,38990,N BROADWAY & W DEVON AVE,google,"c(-87.6605947, 41.9982019)",40,16,40016
46,Pole Painting,N BROADWAY & W GRACE ST,2010,4050,36912,N BROADWAY & W GRACE ST,census,"c(-87.649618333, 41.951198983)",46,5,46005
48,Alley Resurfacing Menu,N BROADWAY & W GRANVILLE AVE,2022,5047.415,43497,N BROADWAY & W GRANVILLE AVE,census,"c(-87.66040369, 41.994553468)",49,17,49017
46,4 POD Cameras: Hazel & Wilson; Clarendon & Wilson Broadway & Leland; Addison & Pine Grove,N BROADWAY & W LELAND AVE,2021,24776,43310,N BROADWAY & W LELAND AVE,census,"c(-87.65863092, 41.9672142140001)",48,35,48035
46,Traffic Signals,N BROADWAY & W MONTROSE AV,2005,85000,36795,N BROADWAY & W MONTROSE AV,census,"c(-87.655141658, 41.961775307)",46,20,46020
46,Left-Turn Arrow Menu,N BROADWAY & W MONTROSE AVE,2012,5750,36974,N BROADWAY & W MONTROSE AVE,census,"c(-87.655141658, 41.961775307)",46,20,46020
46,Sidewalk Menu,N BROADWAY & W MONTROSE AVE,2019,10671.85,43305,N BROADWAY & W MONTROSE AVE,census,"c(-87.655141658, 41.961775307)",46,20,46020
44,Miscellaneous-CDOT,N BROADWAY & W OAKDALE AV,2007,529,35298,N BROADWAY & W OAKDALE AV,census,"c(-87.6442437429999, 41.935525442)",44,23,44023
44,Miscellaneous-CDOT,N BROADWAY & W OAKDALE AV,2008,171,35318,N BROADWAY & W OAKDALE AV,census,"c(-87.6442437429999, 41.935525442)",44,23,44023
48,Alley Resurfacing Menu,N BROADWAY & W ROSEMONT AVE,2022,21909.93,43501,N BROADWAY & W ROSEMONT AVE,census,"c(-87.660455949, 41.9963744770001)",49,17,49017
46,Traffic Signals,N BROADWAY & W SHERIDAN RD,2009,22500,36903,N BROADWAY & W SHERIDAN RD,google,"c(-87.6496461, 41.9527392)",46,5,46005
46,Pole Painting,N BROADWAY & W SHERIDAN RD,2010,4050,36911,N BROADWAY & W SHERIDAN RD,google,"c(-87.6496461, 41.9527392)",46,5,46005
46,Left-Turn Arrow Menu,N BROADWAY & W SHERIDAN RD,2012,9250,36975,N BROADWAY & W SHERIDAN RD,google,"c(-87.6496461, 41.9527392)",46,5,46005
48,Miscellaneous Other,N BROADWAY & W SHERIDAN RD,2014,416000,38630,N BROADWAY & W SHERIDAN RD,google,"c(-87.6496461, 41.9527392)",46,5,46005
46,MONTROSE&CLARENDON; SE BROADWAY &W WILSON AVE; N HAZEL ST &  W MONTROSE AVE; N BROADWAY &  W SUNNYSIDE AVE,N BROADWAY & W SUNNYSIDE AVE,2022,30970,43326,N BROADWAY & W SUNNYSIDE AVE,census,"c(-87.656307425, 41.963580236)",46,38,46038
44,Street Bump Outs Menu,N BROADWAY & W SURF ST,2019,60000,35905,N BROADWAY & W SURF ST,google,"c(-87.6442219, 41.9348672)",44,23,44023
44,Street Bump Outs Menu,N BROADWAY & W SURF ST,2020,2464.48,35928,N BROADWAY & W SURF ST,google,"c(-87.6442219, 41.9348672)",44,23,44023
48,Sidewalk Menu,N BROADWAY & W THORNDALE AVE,2017,5051.18,38801,N BROADWAY & W THORNDALE AVE,census,"c(-87.6602629939999, 41.9900029560001)",48,31,48031
48,Alley Resurfacing Menu,N BROADWAY & W THORNDALE AVE,2019,4330.325,43462,N BROADWAY & W THORNDALE AVE,census,"c(-87.6602629939999, 41.9900029560001)",48,31,48031
48,3 LPR Existing POD; 3 LPR w.o Existing POD; 1 POD Camera: Various Locations,N BROADWAY & W THORNDALE AVE,2021,19988.4285714286,43478,N BROADWAY & W THORNDALE AVE,census,"c(-87.6602629939999, 41.9900029560001)",48,31,48031
46,Sidewalk Menu,N BROADWAY & W WAVELAND AVE,2021,5639.22,37235,N BROADWAY & W WAVELAND AVE,census,"c(-87.648372168, 41.9491729600001)",46,18,46018
46,Speed Indicator Signs,N BROADWAY & W WAVELAND AVE,2022,14000,37266,N BROADWAY & W WAVELAND AVE,census,"c(-87.648372168, 41.9491729600001)",46,18,46018
48,Pavement Markings Menu,N BROADWAY & W WINONA ST,2019,5000,38920,N BROADWAY & W WINONA ST,google,"c(-87.6598446, 41.9752146)",46,19,46019
48,Alley Apron Menu,N BROADWAYW ARDMORE AV (5800 N),2011,12462,38548,N BROADWAYW ARDMORE AV (5800 N),google,"c(-87.7187465, 41.9865714)",39,18,39018
46,Pole Painting,N BROADWAYW MONTROSE AV (4400 N) & W BRADLEY PL (3723 N),2011,16800,36921,N BROADWAYW MONTROSE AV (4400 N) & W BRADLEY PL (3723 N),google,"c(-87.6947978, 41.9494522)",47,9,47009
46,Pole Painting,N BROADWAYW MONTROSE AV (4400 N) & W BRADLEY PL (3723 N),2011,10600,36922,N BROADWAYW MONTROSE AV (4400 N) & W BRADLEY PL (3723 N),google,"c(-87.6947978, 41.9494522)",47,9,47009
46,Street Lighting,N BROADWAYW MONTROSE AV (4400 N) & W BRADLEY PL (3723 N),2011,117500,36924,N BROADWAYW MONTROSE AV (4400 N) & W BRADLEY PL (3723 N),google,"c(-87.6947978, 41.9494522)",47,9,47009
46,Street Lighting,N BROADWAYW MONTROSE AV (4400 N) & W BRADLEY PL (3723 N),2011,30000,36926,N BROADWAYW MONTROSE AV (4400 N) & W BRADLEY PL (3723 N),google,"c(-87.6947978, 41.9494522)",47,9,47009
46,Bike Lane/Marked Shared Lane Menu,N BROADWAYW MONTROSE AV (4400 N) & W LELAND AV (4700 N),2011,75000,36935,N BROADWAYW MONTROSE AV (4400 N) & W LELAND AV (4700 N),google,"c(-87.7452409, 41.9662253)",45,12,45012
41,Community Gardens,N CALDWELL AVE & W DEVON AVE,2017,12000,33244,N CALDWELL AVE & W DEVON AVE,census,"c(-87.766689512, 41.997303071)",41,14,41014
35,Miscellaneous-CDOT,N CALIFORNIA AV & W DICKENS AV,2008,400,28275,N CALIFORNIA AV & W DICKENS AV,google,"c(-87.6972685, 41.9195892)",35,36,35036
2,Street Lighting,N CALIFORNIA AV & W FLOURNOY ST,2010,250,1717,N CALIFORNIA AV & W FLOURNOY ST,google,"c(-87.6960614, 41.8728728)",2,33,02033
33,Traffic Signals,N CALIFORNIA AV & W IRVING PARK RD,2010,12000,26755,N CALIFORNIA AV & W IRVING PARK RD,google,"c(-87.6982535, 41.9540304)",33,25,33025
1,In-Road State Law Stop,N CALIFORNIA AVE & W ALTGELD ST,2015,600,598,N CALIFORNIA AVE & W ALTGELD ST,google,"c(-87.6974626, 41.9266324)",35,12,35012
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W ALTGELD ST,2016,600,645,N CALIFORNIA AVE & W ALTGELD ST,google,"c(-87.6974626, 41.9266324)",35,12,35012
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W ALTGELD ST,2016,600,657,N CALIFORNIA AVE & W ALTGELD ST,google,"c(-87.6974626, 41.9266324)",35,12,35012
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W ALTGELD ST,2018,600,757,N CALIFORNIA AVE & W ALTGELD ST,google,"c(-87.6974626, 41.9266324)",35,12,35012
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W ALTGELD ST,2019,600,792,N CALIFORNIA AVE & W ALTGELD ST,google,"c(-87.6974626, 41.9266324)",35,12,35012
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W ALTGELD ST,2020,600,854,N CALIFORNIA AVE & W ALTGELD ST,google,"c(-87.6974626, 41.9266324)",35,12,35012
1,Installation of LED and pedestrian countdown traffic signals at N. California Ave. & W. Armitage Ave.,N CALIFORNIA AVE & W ARMITAGE AVE,2021,53344,892,N CALIFORNIA AVE & W ARMITAGE AVE,google,"c(-87.6972029, 41.9174935)",35,36,35036
26,In-Road State Law Stop,N CALIFORNIA AVE & W CRYSTAL ST,2012,410,21230,N CALIFORNIA AVE & W CRYSTAL ST,google,"c(-87.6968946, 41.9038517)",26,31,26031
26,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W CRYSTAL ST,2018,350,21454,N CALIFORNIA AVE & W CRYSTAL ST,google,"c(-87.6968946, 41.9038517)",26,31,26031
33,Street Bump Outs Menu,N CALIFORNIA AVE & W HENDERSON ST,2021,9257.45,27101,N CALIFORNIA AVE & W HENDERSON ST,google,"c(-87.6978999, 41.9418806)",33,2,33002
1,Sidewalk Menu,N CALIFORNIA AVE & W MEDILL AVE,2020,16000,856,N CALIFORNIA AVE & W MEDILL AVE,google,"c(-87.6973906, 41.9238651)",1,30,01030
1,Sidewalk Menu,N CALIFORNIA AVE & W MEDILL AVE,2021,78540.6,900,N CALIFORNIA AVE & W MEDILL AVE,google,"c(-87.6973906, 41.9238651)",1,30,01030
1,In-Road State Law Stop,N CALIFORNIA AVE & W PALMER ST,2014,1100,540,N CALIFORNIA AVE & W PALMER ST,google,"c(-87.6973215, 41.921686)",35,31,35031
1,Miscellaneous Other,N CALIFORNIA AVE & W PALMER ST,2014,3000,556,N CALIFORNIA AVE & W PALMER ST,google,"c(-87.6973215, 41.921686)",35,31,35031
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W PALMER ST,2016,350,644,N CALIFORNIA AVE & W PALMER ST,google,"c(-87.6973215, 41.921686)",35,31,35031
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W PALMER ST,2016,350,658,N CALIFORNIA AVE & W PALMER ST,google,"c(-87.6973215, 41.921686)",35,31,35031
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W PALMER ST,2016,350,663,N CALIFORNIA AVE & W PALMER ST,google,"c(-87.6973215, 41.921686)",35,31,35031
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W PALMER ST,2018,350,759,N CALIFORNIA AVE & W PALMER ST,google,"c(-87.6973215, 41.921686)",35,31,35031
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W PALMER ST,2019,350,794,N CALIFORNIA AVE & W PALMER ST,google,"c(-87.6973215, 41.921686)",35,31,35031
1,In-Road State Law Stop,N CALIFORNIA AVE & W SHAKESPEARE AVE,2013,950,498,N CALIFORNIA AVE & W SHAKESPEARE AVE,google,"c(-87.6972988, 41.920652)",35,31,35031
1,In-Road State Law Stop,N CALIFORNIA AVE & W SHAKESPEARE AVE,2014,950,544,N CALIFORNIA AVE & W SHAKESPEARE AVE,google,"c(-87.6972988, 41.920652)",35,31,35031
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W SHAKESPEARE AVE,2016,600,643,N CALIFORNIA AVE & W SHAKESPEARE AVE,google,"c(-87.6972988, 41.920652)",35,31,35031
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W SHAKESPEARE AVE,2016,350,656,N CALIFORNIA AVE & W SHAKESPEARE AVE,google,"c(-87.6972988, 41.920652)",35,31,35031
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W SHAKESPEARE AVE,2016,350,662,N CALIFORNIA AVE & W SHAKESPEARE AVE,google,"c(-87.6972988, 41.920652)",35,31,35031
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W SHAKESPEARE AVE,2016,350,665,N CALIFORNIA AVE & W SHAKESPEARE AVE,google,"c(-87.6972988, 41.920652)",35,31,35031
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W SHAKESPEARE AVE,2018,350,758,N CALIFORNIA AVE & W SHAKESPEARE AVE,google,"c(-87.6972988, 41.920652)",35,31,35031
1,In-Road State Law Stop For Pedestrians Signs Menu,N CALIFORNIA AVE & W SHAKESPEARE AVE,2019,350,793,N CALIFORNIA AVE & W SHAKESPEARE AVE,google,"c(-87.6972988, 41.920652)",35,31,35031
33,In-Road State Law Stop,N CALIFORNIA AVE & W WELLINGTON AVE,2014,950,26840,N CALIFORNIA AVE & W WELLINGTON AVE,google,"c(-87.6977133, 41.935744)",1,19,01019
33,In-Road State Law Stop,N CALIFORNIA AVE & W WELLINGTON AVE,2015,600,26896,N CALIFORNIA AVE & W WELLINGTON AVE,google,"c(-87.6977133, 41.935744)",1,19,01019
40,Pedestrian Refuge Island Menu,N CALIFORNIA AVE & W WINONA ST,2022,70000,32710,N CALIFORNIA AVE & W WINONA ST,google,"c(-87.698885, 41.975186)",40,5,40005
47,Street Bump Outs Menu,N CAMPBELL AVE & W CUYLER AVE,2022,12436.01,38299,N CAMPBELL AVE & W CUYLER AVE,census,"c(-87.690934735, 41.9549213990001)",47,17,47017
47,Street Light Upgrade Menu,N CAMPBELL AVE & W EASTWOOD AVE,2022,750,38312,N CAMPBELL AVE & W EASTWOOD AVE,census,"c(-87.691260346, 41.9657228360001)",47,21,47021
1,Floodlight Menu,N CAMPBELL AVE & W IOWA ST 1266 N MILWAUKEE AVE,2012,500,467,N CAMPBELL AVE & W IOWA ST 1266 N MILWAUKEE AVE,google,"c(-87.6722299, 41.8977909)",1,46,01046
1,Street Light Upgrade,N CAMPBELL AVE & W IOWA ST,2012,400,475,N CAMPBELL AVE & W IOWA ST,census,"c(-87.689350899, 41.897537507)",1,1,01001
47,In-Road State Law Stop,N CAMPBELL AVE & W LAWRENCE AVE,2012,800,37676,N CAMPBELL AVE & W LAWRENCE AVE,google,"c(-87.6913291, 41.9685905)",47,40,47040
47,In-Road State Law Stop,N CAMPBELL AVE & W MONTROSE AVE,2012,800,37683,N CAMPBELL AVE & W MONTROSE AVE,google,"c(-87.6917983, 41.9612991)",47,13,47013
47,In-Road State Law Stop For Pedestrians Signs Menu,N CAMPBELL AVE & W MONTROSE AVE,2018,350,38087,N CAMPBELL AVE & W MONTROSE AVE,google,"c(-87.6917983, 41.9612991)",47,13,47013
47,Curb & Gutter Menu,N CAMPBELL AVE & W WAVELAND AVE,2015,7635,37853,N CAMPBELL AVE & W WAVELAND AVE,google,"c(-87.6907341, 41.948512)",47,9,47009
47,Curb & Gutter Menu,N CAMPBELL AVE & W WAVELAND AVE,2016,13.23,37919,N CAMPBELL AVE & W WAVELAND AVE,google,"c(-87.6907341, 41.948512)",47,9,47009
47,In-Road State Law Stop For Pedestrians Sign Menu,N CAMPBELL AVE & W WAVELAND AVE,2022,350,38271,N CAMPBELL AVE & W WAVELAND AVE,google,"c(-87.6907341, 41.948512)",47,9,47009
42,Traffic Equipment,N CANAL ST & W KINZIE ST,2013,2700,33950,N CANAL ST & W KINZIE ST,google,"c(-87.640012, 41.8890697)",42,12,42012
43,In-Road State Law Stop,N CANNON DR & N LAKE SHORE DR,2013,550,34834,N CANNON DR & N LAKE SHORE DR,census,"c(-87.637128543, 41.9311116060001)",43,32,43032
43,In-Road State Law Stop,N CANNON DR & N LAKE SHORE DR,2014,550,34890,N CANNON DR & N LAKE SHORE DR,census,"c(-87.637128543, 41.9311116060001)",43,32,43032
43,In-Road State Law Stop,N CANNON DR & N LAKE SHORE I DR,2012,550,34773,N CANNON DR & N LAKE SHORE I DR,census,"c(-87.637128543, 41.9311116060001)",43,32,43032
43,In-Road State Law Stop,N CANNON DR & N STOCKTON DR,2014,350,34887,N CANNON DR & N STOCKTON DR,census,"c(-87.638672179, 41.9323215920001)",43,32,43032
43,Traffic Signals,N CANNON DR & W FULLERTON AV,2009,9000,34603,N CANNON DR & W FULLERTON AV,census,"c(-87.633631241, 41.9257530960001)",43,32,43032
45,Traffic Signals,N CENTRAL AV & N INDIAN RD,2008,13060,36181,N CENTRAL AV & N INDIAN RD,census,"c(-87.7667417709999, 41.9887527710001)",45,44,45044
45,Miscellaneous-CDOT,N CENTRAL AV & W BALMORAL AV,2010,900,36218,N CENTRAL AV & W BALMORAL AV,census,"c(-87.768410024, 41.979310055)",45,34,45034
41,Miscellaneous-CDOT,N CENTRAL AV & W PRATT AV,2009,6167,32971,N CENTRAL AV & W PRATT AV,google,"c(-87.761804, 42.0046384)",NA,NA,NA
39,Street Light Pole Painting Menu,N CENTRAL AVE & N CALDWELL AVE,2016,2500,31782,N CENTRAL AVE & N CALDWELL AVE,census,"c(-87.764213261, 41.9961413240001)",41,14,41014
45,Pavement Markings,N CENTRAL AVE & N INDIAN RD,2012,1000,36323,N CENTRAL AVE & N INDIAN RD,google,"c(-87.7667542, 41.9887449)",45,44,45044
41,Diagonal Parking Menu,N CENTRAL AVE & N IONIA AVE,2017,37505.58,33252,N CENTRAL AVE & N IONIA AVE,census,"c(-87.762267636, 42.0016887680001)",NA,NA,NA
45,Miscellaneous Other Projects,N CENTRAL AVE & N MILWAUKEE AVE,2018,15909.13,36629,N CENTRAL AVE & N MILWAUKEE AVE,census,"c(-87.768458262, 41.9765242730001)",45,6,45006
29,Traffic Signal LED Upgrade Menu,N CENTRAL AVE & W AUGUSTA BLVD,2017,22036,23553,N CENTRAL AVE & W AUGUSTA BLVD,census,"c(-87.7655237449999, 41.8984982600001)",37,29,37029
37,Traffic Signal LED Upgrade Menu,N CENTRAL AVE & W AUGUSTA BLVD,2017,22036,30337,N CENTRAL AVE & W AUGUSTA BLVD,census,"c(-87.7655237449999, 41.8984982600001)",37,29,37029
31,In-Road State Law Stop,N CENTRAL AVE & W BARRY AVE,2013,950,25336,N CENTRAL AVE & W BARRY AVE,census,"c(-87.766432239, 41.936755528)",30,17,30017
31,Street Bump Outs Menu,N CENTRAL AVE & W BARRY AVE,2020,100000,25625,N CENTRAL AVE & W BARRY AVE,census,"c(-87.766432239, 41.936755528)",30,17,30017
30,Bollard Menu,N CENTRAL AVE & W DRUMMOND PL (2632 N),2011,1260,24211,N CENTRAL AVE & W DRUMMOND PL (2632 N),google,"c(-87.7122074, 41.9292946)",35,28,35028
31,In-Road State Law Stop,N CENTRAL AVE & W GEORGE ST,2013,950,25334,N CENTRAL AVE & W GEORGE ST,google,"c(-87.7663066, 41.9331056)",31,3,31003
31,In-Road State Law Stop,N CENTRAL AVE & W GEORGE ST,2013,950,25337,N CENTRAL AVE & W GEORGE ST,google,"c(-87.7663066, 41.9331056)",31,3,31003
31,In-Road State Law Stop,N CENTRAL AVE & W GEORGE ST,2014,950,25378,N CENTRAL AVE & W GEORGE ST,google,"c(-87.7663066, 41.9331056)",31,3,31003
31,In-Road State Law Stop,N CENTRAL AVE & W GEORGE ST,2015,1200,25436,N CENTRAL AVE & W GEORGE ST,google,"c(-87.7663066, 41.9331056)",31,3,31003
29,Bus Pad,N CENTRAL AVE & W JACKSON BLVD,2013,11654,23365,N CENTRAL AVE & W JACKSON BLVD,google,"c(-87.7647193, 41.8765145)",29,42,29042
29,Mural at N. Central Avenue and W Lake Street w/ DCASE,N CENTRAL AVE & W LAKE ST,2021,15000,23674,N CENTRAL AVE & W LAKE ST,google,"c(-87.7651199, 41.887722)",29,33,29033
37,Mural at N. Central Avenue and W Lake Street w/ DCASE - 29th Ward Partnership,N CENTRAL AVE & W LAKE ST,2022,15000,30478,N CENTRAL AVE & W LAKE ST,google,"c(-87.7651199, 41.887722)",29,33,29033
37,Viaduct Improvement Menu,N CENTRAL AVE & W LAKE ST,2022,7178.5,42811,N CENTRAL AVE & W LAKE ST,google,"c(-87.7651199, 41.887722)",29,33,29033
41,Miscellaneous Other,N CENTRAL AVE & W PRATT AVE,2013,4000,33134,N CENTRAL AVE & W PRATT AVE,google,"c(-87.761804, 42.0046384)",NA,NA,NA
26,Left-Turn Arrow Menu,N CENTRAL PARK & W DIVISION ST,2012,70000,21244,N CENTRAL PARK & W DIVISION ST,google,"c(-87.7165588, 41.9027541)",26,2,26002
35,Traffic Signals,N CENTRAL PARK AVE & W BELMONT AVE,2011,12000,28445,N CENTRAL PARK AVE & W BELMONT AVE,google,"c(-87.7173995, 41.9392128)",35,13,35013
35,Pedestrian Countdown Signal Menu,N CENTRAL PARK AVE & W FULLERTON AVE,2017,20000,28680,N CENTRAL PARK AVE & W FULLERTON AVE,google,"c(-87.7169794, 41.9245741)",26,23,26023
35,In-Road State Law Stop For Pedestrians Signs Menu,N CENTRAL PARK AVE & W GEORGE ST,2020,350,28834,N CENTRAL PARK AVE & W GEORGE ST,google,"c(-87.717237, 41.933733)",35,11,35011
35,In-Road State Law Stop For Pedestrians Sign Menu,N CENTRAL PARK AVE & W GEORGE ST,2021,1800,28878,N CENTRAL PARK AVE & W GEORGE ST,google,"c(-87.717237, 41.933733)",35,11,35011
35,In-Road State Law Stop For Pedestrians Signs Menu,N CENTRAL PARK AVE & W WOLFRAM ST,2019,600,28769,N CENTRAL PARK AVE & W WOLFRAM ST,google,"c(-87.7172064, 41.9328225)",35,11,35011
35,In-Road State Law Stop For Pedestrians Signs Menu,N CENTRAL PARK AVE & W WOLFRAM ST,2020,600,28833,N CENTRAL PARK AVE & W WOLFRAM ST,google,"c(-87.7172064, 41.9328225)",35,11,35011
35,In-Road State Law Stop For Pedestrians Sign Menu,N CENTRAL PARK AVE & W WOLFRAM ST,2021,1800,28879,N CENTRAL PARK AVE & W WOLFRAM ST,google,"c(-87.7172064, 41.9328225)",35,11,35011
31,Traffic Signals,N CICERO AV & W BARRY AV,2005,20000,24838,N CICERO AV & W BARRY AV,census,"c(-87.746811169, 41.937004761)",31,38,31038
30,Pavement Markings Menu,N CICERO AV & W CORNELIA AV,2010,286,24132,N CICERO AV & W CORNELIA AV,google,"c(-87.7469476, 41.9446594)",30,30,30030
28,Miscellaneous-CDOT,N CICERO AV & W HURON ST,2009,1200,22536,N CICERO AV & W HURON ST,google,"c(-87.7457481, 41.8931676)",28,27,28027
31,3 POD Cameras: Belmont & Central; Laramie & Addison Cicero & Addison,N Cicero Ave & W Addison St,2021,24776,42311,N Cicero Ave & W Addison St,google,"c(-87.7470138, 41.9461224)",30,30,30030
30,Miscellaneous Other,N CICERO AVE & W CORNELIA AVE,2012,314,24257,N CICERO AVE & W CORNELIA AVE,google,"c(-87.7469476, 41.9446594)",30,30,30030
37,Pedestrian Countdown Signal Menu,N CICERO AVE & W DIVISION ST,2017,20000,30309,N CICERO AVE & W DIVISION ST,google,"c(-87.7459645, 41.9023419)",37,14,37014
37,Pedestrian Countdown Signal Menu,N CICERO AVE & W NORTH AVE,2017,20000,30308,N CICERO AVE & W NORTH AVE,census,"c(-87.746111709, 41.9096293280001)",37,2,37002
47,In-Road State Law Stop,N CLAREMONT AVE & W MONTROSE AVE,2012,800,37680,N CLAREMONT AVE & W MONTROSE AVE,google,"c(-87.6874624, 41.961326)",47,8,47008
47,In-Road State Law Stop,N CLAREMONT AVE & W MONTROSE AVE,2015,600,37901,N CLAREMONT AVE & W MONTROSE AVE,google,"c(-87.6874624, 41.961326)",47,8,47008
46,Speed Indicator Signs,N CLARENDON AVE & W BITTERSWEET PL,2022,7000,43331,N CLARENDON AVE & W BITTERSWEET PL,census,"c(-87.6497308899999, 41.9556530180001)",46,7,46007
46,Pedestrian Countdown,N CLARENDON AVE & W BUENA AVE,2013,12000,37006,N CLARENDON AVE & W BUENA AVE,census,"c(-87.649815307, 41.958491059)",46,45,46045
46,Pedestrian Countdown,N CLARENDON AVE & W LAWRENCE AVE,2012,12000,36976,N CLARENDON AVE & W LAWRENCE AVE,census,"c(-87.650116799, 41.96915984)",48,34,48034
46,Street Lighting,N CLARENDON AVE & W SUNNYSIDE AVE,2011,3500,36925,N CLARENDON AVE & W SUNNYSIDE AVE,census,"c(-87.649964043, 41.9636686740001)",46,33,46033
43,Traffic Signals,N CLARK ST & N LINCOLN AV,2005,28000,34365,N CLARK ST & N LINCOLN AV,google,"c(-87.6343492, 41.9156173)",43,24,43024
43,Traffic Signals,N CLARK ST & N LINCOLN AV,2007,29945,34476,N CLARK ST & N LINCOLN AV,google,"c(-87.6343492, 41.9156173)",43,24,43024
43,Traffic Signals,N CLARK ST & N LINCOLN AV,2008,15000,34552,N CLARK ST & N LINCOLN AV,google,"c(-87.6343492, 41.9156173)",43,24,43024
49,Miscellaneous Other,N CLARK ST & N ROGERS AVE,2015,13950,39449,N CLARK ST & N ROGERS AVE,census,"c(-87.675204916, 42.016055846)",49,11,49011
43,Traffic Signals,N CLARK ST & N WELLS ST,2008,15000,34553,N CLARK ST & N WELLS ST,google,"c(-87.6342911, 41.8989026)",27,28,27028
47,In-Road State Law Stop,N CLARK ST & W AINSLIE ST,2014,550,37802,N CLARK ST & W AINSLIE ST,census,"c(-87.667832442, 41.9718772840001)",46,2,46002
47,In-Road State Law Stop,N CLARK ST & W AINSLIE ST,2015,700,37869,N CLARK ST & W AINSLIE ST,census,"c(-87.667832442, 41.9718772840001)",46,2,46002
47,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W AINSLIE ST,2016,350,37931,N CLARK ST & W AINSLIE ST,census,"c(-87.667832442, 41.9718772840001)",46,2,46002
47,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W AINSLIE ST,2016,350,37953,N CLARK ST & W AINSLIE ST,census,"c(-87.667832442, 41.9718772840001)",46,2,46002
47,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W AINSLIE ST,2017,350,38014,N CLARK ST & W AINSLIE ST,census,"c(-87.667832442, 41.9718772840001)",46,2,46002
47,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W AINSLIE ST,2017,350,38021,N CLARK ST & W AINSLIE ST,census,"c(-87.667832442, 41.9718772840001)",46,2,46002
47,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W AINSLIE ST,2017,350,38024,N CLARK ST & W AINSLIE ST,census,"c(-87.667832442, 41.9718772840001)",46,2,46002
46,In-Road State Law Stop for Pedestrians S,N CLARK ST & W ARGYLE ST,2011,410,36945,N CLARK ST & W ARGYLE ST,census,"c(-87.66791284, 41.972540565)",46,2,46002
47,Pavement Markings Menu,N CLARK ST & W ARGYLE ST,2022,200,38287,N CLARK ST & W ARGYLE ST,census,"c(-87.66791284, 41.972540565)",46,2,46002
43,In-Road State Law Stop for Pedestrians S,N CLARK ST & W ARLINGTON PL,2011,410,34667,N CLARK ST & W ARLINGTON PL,google,"c(-87.6413428, 41.9270095)",43,34,43034
43,In-Road State Law Stop,N CLARK ST & W ARLINGTON PL,2013,550,34836,N CLARK ST & W ARLINGTON PL,google,"c(-87.6413428, 41.9270095)",43,34,43034
43,In-Road State Law Stop,N CLARK ST & W ARLINGTON PL,2015,350,34943,N CLARK ST & W ARLINGTON PL,google,"c(-87.6413428, 41.9270095)",43,34,43034
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W ARLINGTON PL,2018,350,35115,N CLARK ST & W ARLINGTON PL,google,"c(-87.6413428, 41.9270095)",43,34,43034
43,In-Road State Law Stop For Pedestrians Sign Menu,N CLARK ST & W ARLINGTON PL,2022,175,43108,N CLARK ST & W ARLINGTON PL,google,"c(-87.6413428, 41.9270095)",43,34,43034
43,Traffic Signals,N CLARK ST & W ARMITAGE AV,2007,12000,34472,N CLARK ST & W ARMITAGE AV,google,"c(-87.6361277, 41.9184774)",43,43,43043
43,In-Road State Law Stop,N CLARK ST & W ARTHINGTON ST,2012,550,34758,N CLARK ST & W ARTHINGTON ST,google,"c(-87.6413428, 41.9270095)",43,34,43034
48,Pedestrian Countdown,N CLARK ST & W BALMORAL AVE,2012,125000,38585,N CLARK ST & W BALMORAL AVE,census,"c(-87.66827865, 41.9798447000001)",48,43,48043
