ward,type,location,year,est_cost,lat,long,query
35,In-Road State Law Stop For Pedestrians Sign Menu,W ARMITAGE AVE & N TRIPP AVE,2022,350,41.91709023900006,-87.73267724499999,census
1,Arterial Street Bump Outs Menu,W ARMITAGE AVE & N WASHTENAW AVE,2020,50000,41.9175306,-87.6947141,google
2,Street Lighting,W ARTHINGTON ST & N FRANCISCO AV,2010,250,41.870129915000064,-87.69844790399998,census
24,Guardrail Menu,W ARTHINGTON ST & S CICERO AV (4800 W),2011,1012,41.805511,-87.7436093,google
50,Alley Speed Hump Menu,W ARTHUR AVEDEAD ENDN CLAREMONT AVE & N OAKLEY AVE,2011,1100,41.9649027,-87.6863552,google
1,In-Road State Law Stop,W AUGUSTA BLVD & N FAIRFIELD AVE,2013,950,41.89929017800006,-87.69555760499998,census
26,In-Road State Law Stop,W AUGUSTA BLVD & N FAIRFIELD AVE,2013,950,41.89929017800006,-87.69555760499998,census
26,In-Road State Law Stop,W AUGUSTA BLVD & N FRANCISCO AVE,2013,926,41.89926605900007,-87.69925992199995,census
2,In-Road State Law Stop,W AUGUSTA BLVD & N HOYNE AVE,2013,950,41.89951127200004,-87.67959865299997,census
2,In-Road State Law Stop For Pedestrians Sign Menu,W AUGUSTA BLVD & N HOYNE AVE,2021,600,41.89951127200004,-87.67959865299997,census
37,Curb & Gutter Menu,W AUGUSTA BLVD & N KILBOURN AVE,2019,1001.06,41.89882387100005,-87.73850206199995,census
37,Miscellaneous CDOT Projects,W AUGUSTA BLVD & N LOREL AVE,2018,660,41.89855453800004,-87.75942959499997,census
1,In-Road State Law Stop for Pedestrians S,W AUGUSTA BLVD & N PAULINA ST,2011,800,41.89967206700004,-87.66983836599996,census
1,Miscellaneous-CDOT,W AUGUSTA BLVD & N PAULINA ST,2011,700,41.89967206700004,-87.66983836599996,census
1,In-Road State Law Stop For Pedestrians Signs Menu,W AUGUSTA BLVD & N PAULINA ST,2018,350,41.89967206700004,-87.66983836599996,census
1,In-Road State Law Stop For Pedestrians Signs Menu,W AUGUSTA BLVD & N PAULINA ST,2019,350,41.89967206700004,-87.66983836599996,census
40,Curb & Gutter Menu,W BALMORAL AVE & N BOWMANVILLE AVE,2022,1517.6,41.9797039,-87.6840107,google
48,Street Light Pole for High Definition Camera Menu,W BALMORAL AVE & N KENMORE AVE,2021,6000,41.980029615000035,-87.65651243999997,census
48,3 LPR Existing POD; 3 LPR w.o Existing POD; 1 POD Camera: Various Locations,W BALMORAL AVE & N KENMORE AVE,2021,19988.4285714286,41.980029615000035,-87.65651243999997,census
40,In-Road State Law Stop,W BALMORAL AVE & N LINCOLN AVE,2012,800,41.97951105000004,-87.69269142599995,census
40,In-Road State Law Stop,W BALMORAL AVE & N RAVENSWOOD AVE,2012,229,41.9797481,-87.6745006,google
40,Miscellaneous Other,W BALMORAL AVE & N RAVENSWOOD AVE,2014,321,41.9797481,-87.6745006,google
32,Traffic Signals,W BARRY AV & N LINCOLN AV,2010,18000,41.937897176000035,-87.66617222899998,census
36,Street Traffic Circles Menu,W BARRY AV & N OCONTO AV,2005,15000,41.93632138000004,-87.80790943699998,census
36,Street Traffic Circles Menu,W BARRY AV & N OCTAVIA AV,2005,15000,41.93629726100005,-87.80912746299998,census
30,Sidewalk Menu,W BARRY AVE & N AUSTIN AVE,2021,12123.32,41.9366162,-87.7761546,google
32,Street Bump Outs Menu,W BARRY AVE & N HONORE ST,2022,8260,41.937800699000036,-87.67424014299996,census
33,In-Road State Law Stop For Pedestrians Sign Menu,W BARRY AVE & N KEDZIE AVE,2022,350,41.93751528700005,-87.70757304899996,census
31,Alley Apron Menu,W BARRY AVE & N PULASKI RD (4000 W),2011,9703,41.9538825,-87.7279587,google
32,Street Resurfacing Menu,W BARRY AVE & N RAVENSWOOD AVE,2019,8915.95,41.937812758000064,-87.67339596599999,census
36,Blackhawk and Hermosa Parks Tree Planting 2016 Menu,W Belden Ave & Cicero Ave,2016,10000,41.92241659000007,-87.74625240499995,census
43,Sidewalk Menu,W BELDEN AVE & N CLARK ST,2016,5563.54,41.923771292000026,-87.63936359999997,census
43,Curb & Gutter Menu,W BELDEN AVE & N CLIFTON AVE,2016,14784.81,41.92349793900007,-87.65718376099994,census
43,Curb & Gutter Menu,W BELDEN AVE & N CLIFTON AVE,2016,7441.7,41.92349793900007,-87.65718376099994,census
43,Curb & Gutter Menu,W BELDEN AVE & N LAKEWOOD AVE,2016,10958.07,41.92344970100004,-87.66082577899994,census
29,Sidewalk Menu,W BELDEN AVE & N NEWLAND AVE,2021,19735.565,41.92115836500005,-87.79880841199997,census
36,Sidewalk Menu,W BELDEN AVE & N NEWLAND AVE,2021,19735.57,41.92115836500005,-87.79880841199997,census
43,Pedestrian Refuge Island Menu,W BELDEN AVE & N SHEFFIELD AVE,2018,246000,41.9235442,-87.6535397,google
33,In-Road State Law Stop For Pedestrians Signs Menu,W BELLE PLAINE AVE & N KEDZIE AVE,2016,600,41.95573743600005,-87.70806749499997,census
35,Alley Apron Menu,W BELLE PLAINE AVE & N LAWNDALE AVE,2016,6107.085,41.95557664100005,-87.72031207199996,census
47,Street Bump Outs Menu,W BELLE PLAINE AVE & N LEAVITT ST,2022,30193.11,41.95591431100007,-87.68366677899996,census
47,Pavement Markings,W BELLE PLAINE AVE & N WESTERN AVE,2013,2100,41.9558467,-87.6884347,google
33,Miscellaneous-CDOT,W BELMONT AV & N CALIFORNIA AV,2010,17923,41.93939659400007,-87.69782080199997,census
33,Miscellaneous-CDOT,W BELMONT AV & N ELSTON AV,2008,17923,41.93939257400007,-87.69831926799998,census
32,Pavement Markings Menu,W BELMONT AV & N HOYNE AV,2010,600,41.939547,-87.6807743,google
36,Miscellaneous-CDOT,W BELMONT AV & NGLE AV,2010,3009,41.9382973,-87.7871141,google
31,3 POD Cameras: Belmont & Central; Laramie & Addison Cicero & Addison,W Belmont Ave & N Central Ave,2021,24776,41.938576537000074,-87.76649655699998,census
29,1 LPR w/o Camera NW Corner N Harlem and W Belmont,W BELMONT AVE & N HARLEM AVE,2022,27410,41.93799767300004,-87.80674366999995,census
44,Miscellaneous Other,W BELMONT AVE & N LAKE SHORE DR,2012,67100,41.94025283000008,-87.63878875599994,census
44,Miscellaneous Other,W BELMONT AVE & N LAKE SHORE DR,2013,17900,41.94025283000008,-87.63878875599994,census
30,Pedestrian Refuge Island Menu,W BELMONT AVE & N MASON AVE,2016,31461.37,41.9384598,-87.7749859,google
36,Pedestrian Refuge Island,W BELMONT AVE & N NATCHEZ AVE,2015,4623,41.9382721,-87.7883515,google
36,Pedestrian Refuge Island Menu,W BELMONT AVE & N NATCHEZ AVE,2016,45260.61,41.9382721,-87.7883515,google
44,In-Road State Law Stop,W BELMONT AVE & N ORCHARD ST,2014,550,41.94001565700006,-87.64683255099999,census
44,In-Road State Law Stop,W BELMONT AVE & N ORCHARD ST,2015,700,41.94001565700006,-87.64683255099999,census
32,Left-Turn Arrow Menu,W BELMONT AVE & N RACINE AVE,2017,2525,41.93983878200004,-87.65896859099996,census
44,Left-Turn Arrow Menu,W BELMONT AVE & N RACINE AVE,2017,7575,41.93983878200004,-87.65896859099996,census
44,Miscellaneous Other,W BELMONT AVE & N SEMINARY AVE,2013,2588,41.939874961000044,-87.65653655899996,census
44,In-Road State Law Stop,W BELMONT AVE & N SEMINARY AVE,2014,950,41.939874961000044,-87.65653655899996,census
44,In-Road State Law Stop,W BELMONT AVE & N SEMINARY AVE,2015,350,41.939874961000044,-87.65653655899996,census
44,In-Road State Law Stop For Pedestrians Signs Menu,W BELMONT AVE & N SEMINARY AVE,2016,350,41.939874961000044,-87.65653655899996,census
47,In-Road State Law Stop,W BERENICE AVE & N DAMEN AVE,2014,550,41.95142409700003,-87.67867407899996,census
47,In-Road State Law Stop For Pedestrians Signs Menu,W BERENICE AVE & N LINCOLN AVE,2016,350,41.951448216000074,-87.67686914899997,census
47,In-Road State Law Stop For Pedestrians Signs Menu,W BERENICE AVE & N LINCOLN AVE,2017,350,41.951448216000074,-87.67686914899997,census
47,Curb & Gutter Menu,W BERTEAU AVE & N CLARK ST,2013,3540,41.958028772000034,-87.66450397599993,census
39,Street Traffic Circle Menu,W BERTEAU AVE & N KEELER AVE,2022,5650.19,41.95724891400005,-87.73258076799999,census
35,Alley Apron Menu,W BERTEAU AVE & N MONTICELLO AVE,2016,6107.085,41.957418,-87.7191421,google
47,Pavement Markings,W BERTEAU AVE & N WESTERN AVE,2013,2000,41.957663,-87.6886388,google
47,Street Bump Outs Menu,W BERTEAU AVE & N WESTERN AVE,2022,1499.485,41.957663,-87.6886388,google
45,In-Road State Law Stop,W BERWYN AVE & N AUSTIN AVE,2012,492,41.97748100700005,-87.77814217099996,census
45,Miscellaneous Other,W BERWYN AVE & N AUSTIN AVE,2014,458,41.97748100700005,-87.77814217099996,census
48,Street Traffic Circle Menu,W BERWYN AVE & N GLENWOOD AVE,2018,8796,41.97807595000006,-87.66479742699994,census
40,Sidewalk Menu,W BERWYN AVE & N LEAVITT ST,2014,495,41.97778651800007,-87.68434613999995,census
48,Street Bump Outs Menu,W BERWYN AVE & N MAGNOLIA AVE,2020,15000,41.9781222,-87.6612,google
48,Street Bump Outs Menu,W BERWYN AVE & N MAGNOLIA AVE,2021,5887.02,41.9781222,-87.6612,google
48,Mural at Berwyn/LSD Viaduct,W BERWYN AVE & N SHERIDAN RD,2017,25000,41.97822468600003,-87.65502910099997,census
49,Street Resurfacing Menu,W BIRCHWOOD AVE & N EASTLAKE TER,2017,17211.2,42.01823462500005,-87.66425474299996,census
45,Miscellaneous-CDOT,W BRYN MAWR AV & N LUNA AV,2010,600,41.98294403400007,-87.76712365999998,census
40,Miscellaneous-CDOT,W BRYN MAWR AV & N MAPLEWOOD AV,2007,5424,41.983153068000036,-87.69308537499995,census
48,Floodlight Menu,W BRYN MAWR AVE & N BRYN MAWR AV LSD ER,2017,300,41.983678,-87.6580019,google
39,Street Bump Outs Menu,W BRYN MAWR AVE & N CHRISTIANA AVE,2019,5811.28,41.98302443100005,-87.71252152999995,census
48,Pavement Markings Menu,W BRYN MAWR AVE & N CLARK ST,2011,2500,41.98349073800006,-87.66875299699996,census
48,Sidewalk Menu,W BRYN MAWR AVE & N GLENWOOD AVE,2021,63191.83,41.98355103700004,-87.66495420299998,census
39,Street Resurface Menu,W BRYN MAWR AVE & N KENTON AV (4579 W)Dead End (4686 W),2011,64002,41.9643554,-87.7423867,google
48,Curb & Gutter Menu,W BRYN MAWR AVE & N LSD BRYN MAWR AV XR,2015,45078,41.9826978,-87.7502393,google
48,Dog Friendly Area - Lincoln Park at Bryn Mawr Avenue,W BRYN MAWR AVE & N LSD BRYN MAWR AV XR,2017,33900,41.9826978,-87.7502393,google
48,Floodlight Menu,W BRYN MAWR AVE & N LSD BRYN MAWR AV XR,2017,300,41.9826978,-87.7502393,google
48,3 LPR Existing POD; 3 LPR w.o Existing POD; 1 POD Camera: Various Locations,W BRYN MAWR AVE & N LSD BRYN MAWR AV XR,2021,19988.4285714286,41.9826978,-87.7502393,google
45,In-Road State Law Stop,W BRYN MAWR AVE & N MCVICKER AVE,2013,950,41.98291187400008,-87.77922754099995,census
45,In-Road State Law Stop,W BRYN MAWR AVE & N MCVICKER AVE,2014,950,41.98291187400008,-87.77922754099995,census
40,Viaduct Improvement Menu,W BRYN MAWR AVE & N RAVENSWOOD AVE,2022,5516.764,41.98335808200005,-87.67460595299997,census
48,Street Resurfacing Menu,W BRYN MAWR AVE & N SHERIDAN RD,2018,90000,41.983804289000034,-87.65518989699996,census
39,In-Road State Law Stop,W BRYN MAWR AVE & N ST LOUIS AVE,2013,1900,41.98297619300007,-87.71617560799996,census
33,Alley Resurfacing Menu,W BYRON ST & N FRANCISCO AVE,2018,6323.3,41.9521366,-87.7006252,google
38,In-Road State Law Stop,W BYRON ST & N OAK PARK AVE,2015,600,41.9503471,-87.7961753,google
46,Alley Apron Menu,W CARMEN AVE & N GLENWOOD AV (1400 W),2011,10464,42.0116112,-87.6659715,google
42,Street Resurfacing Menu,W CARROLL AVE & N LA SALLE DR,2022,127695.68,41.9000687,-87.6327369,google
25,Pole Painting,W CERMAK RD & S DAMEN AV,2010,3600,41.85217709800003,-87.67583603799994,census
25,1 LPR/No Camera - Cermak & Halsted,W CERMAK RD & S HALSTED ST,2022,27410,41.85264742500004,-87.64649487999998,census
25,1 - PTZ Camera - SE Cermak & Jefferson/Lumber,W CERMAK RD & S LUMBER ST,2022,24776,41.852699683000026,-87.64178759199996,census
12,Bike Lane/Marked Shared Lane Menu,W CERMAK RD & S MARSHALL BLVD,2017,30000,41.8518512,-87.6990855,google
22,Viaduct Improvement Menu,W CERMAK RD & S TRUMBULL AVE,2016,9000,41.8519263,-87.7111557,google
25,1 LPR/No Camera - Cermak and Wentworth,W CERMAK RD & S WENTWORTH AVE,2021,27410,41.8527792,-87.6320104,google
1,Alley Resurfacing Menu,W CHANAY ST & N POINT ST,2019,5571.145,41.918987626000046,-87.69636962299995,census
1,Pavement Markings,W CHARLESTON ST & N WESTERN AVE,2012,1000,41.919851,-87.6873998,google
49,In-Road State Law Stop,W CHASE AVE & N CLARK ST,2013,550,42.01376049000004,-87.67482302599996,census
42,Pole Painting,W CHESTNUT ST & N CLARK ST,2010,2100,41.89797165500005,-87.63127558699995,census
1,Traffic Signals,W CHICAGO AV & N WOLCOTT AV,2008,32000,41.8959535,-87.6746056,google
1,Miscellaneous-CDOT,W CHICAGO AVE & N CAMPBELL AVE,2011,800,41.8957078,-87.6893051,google
1,In-Road State Law Stop for Pedestrians S,W CHICAGO AVE & N HOYNE AVE,2011,800,41.8958689,-87.6794905,google
1,Traffic New Signals,W CHICAGO AVE & N HOYNE AVE,2015,175000,41.8958689,-87.6794905,google
2,Traffic New Signals,W CHICAGO AVE & N HOYNE AVE,2015,175000,41.8958689,-87.6794905,google
27,1 LPR No POD Camera - Chicago & Kedzie,W CHICAGO AVE & N KEDZIE AVE,2021,27410,41.8955427,-87.7065373,google
2,Miscellaneous CDOT Projects,W CHICAGO AVE & N KINGSBURY ST,2022,660,41.8964952,-87.6415876,google
37,Pavement Markings Menu,W CHICAGO AVE & N LOCKWOOD AVE,2011,1100,41.8949148,-87.758051,google
27,Traffic Signal Modernization Design Menu,W CHICAGO AVE & N MILWAUKEE AVE,2018,33333.3333333333,41.8962718,-87.6554875,google
27,Traffic Signal Modernization Design Menu,W CHICAGO AVE & N OGDEN AVE,2018,33333.3333333333,41.8962849,-87.6547104,google
42,1 LPR W/ Existing Camera: SW Corner Chicago and Sedgwick,W CHICAGO AVE & N SEDGWICK ST,2021,10971,41.8965405,-87.6386975,google
26,Miscellaneous-CDOT,W CHICAGO AVE & N WASHTENAW AVE,2011,800,41.8956589,-87.6942337,google
32,In-Road State Law Stop For Pedestrians Signs Menu,W CHURCHILL ST & N DAMEN AVE,2016,350,41.9147072,-87.6775761,google
28,Street Resurfacing Menu,W CONGRESS PKWY & S KILBOURN AVE,2014,10723,41.87420206100006,-87.73769808399999,census
2,Pole Painting,W CONGRESS PW & W HARRISON ST,2007,2940,41.873796,-87.6960906,google
32,Street Traffic Circles Menu,W CORNELIA AV & N WOLCOTT AV,2009,2829,41.950346,-87.6757918,google
47,Street Traffic Circles Menu,W CORNELIA AV & N WOLCOTT AV,2009,2829,41.950346,-87.6757918,google
47,Street Bump Outs Menu,W CORNELIA AVE & N HAMILTON AVE,2022,7658.46,41.944996297000046,-87.68213922099994,census
30,Alley Apron Menu,W CORNELIA AVE & N KILBOURN AV (4500 W),2011,10561,41.9626144,-87.741267,google
30,Alley Apron Menu,W CORNELIA AVE & N KOLMAR AV (4532 W),2011,11325,41.9596443,-87.7434288,google
36,Street Traffic Circle Menu,W CORNELIA AVE & N MARMORA AVE,2018,4796.92,41.94397122600003,-87.77399364699994,census
44,Alley Apron Menu,W CORNELIA AVE & N SOUTHPORT AV (1400 W),2011,7772,41.9172692,-87.6634596,google
37,Bollard Menu,W CORTEZ ST & N CICERO AV (4800 W),2011,2520,41.9680384,-87.7477859,google
32,Miscellaneous CDOT,W CORTLAND ST & N WOOD ST,2015,3201,41.916033009000046,-87.67271258599999,census
32,Neighborhood Greenway,W CORTLAND ST & N WOOD ST,2016,68799,41.916033009000046,-87.67271258599999,census
25,Miscellaneous Other,W CULLERTON ST & S LEAVITT ST,2015,67363,41.85490660200003,-87.68075637999999,census
25,Sidewalk Menu,W CULLERTON ST & S LEAVITT ST,2015,6136,41.85490660200003,-87.68075637999999,census
47,Pavement Markings,W CULLOM AVE & N ASHLAND AVE,2013,2100,41.95976938300004,-87.66920322399994,census
47,Street Bump Outs Menu,W CULLOM AVE & N HOYNE AVE,2022,14004.97,41.95959652800008,-87.68134328399998,census
39,Street Traffic Circle Menu,W CULLOM AVE & N KEELER AVE,2022,4053.65,41.95907394300008,-87.73263704599998,census
35,POD Camera - Cullom & St. Louis,W CULLOM AVE & N ST LOUIS AVE,2019,24776,41.9592894,-87.7155212,google
46,Street Bump Outs Menu,W DAKIN ST & N SHERIDAN RD,2021,38442.47,41.953510418000064,-87.65451455599998,census
42,In-Road State Law Stop,W DELAWARE PL & N DEARBORN ST,2012,550,41.898748,-87.629835,google
43,In-Road State Law Stop,W DEMING PL & N CLARK ST,2012,550,41.9286784,-87.6423186,google
43,In-Road State Law Stop,W DEMING PL & N CLARK ST,2014,550,41.9286784,-87.6423186,google
43,Curb & Gutter Menu,W DEMING PL & N LAKEVIEW AVE,2021,13727.88,41.92969660600005,-87.63926310299996,census
31,Alley Resurfacing Menu (1-1),W DEMING PL & N LOCKWOOD AVE,2017,17257.125,41.926842486000055,-87.75870601599996,census
50,In-Road State Law Stop for Pedestria,W DEVON AV & N ALBANY AV,2008,800,41.99743170800008,-87.70694192599996,census
50,In-Road State Law Stop for Pedestria,W DEVON AV & N MAPLEWOOD AV,2009,800,41.99766888100004,-87.69353962199995,census
50,In-Road State Law Stop for Pedestria,W DEVON AV & N OAKLEY AV,2009,950,41.99777339800005,-87.68744547299997,census
50,In-Road State Law Stop,W DEVON AVE & N ALBANY AVE,2013,550,41.99743170800008,-87.70694192599996,census
40,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N BOSWORTH AVE,2016,600,41.9981008,-87.6691621,google
48,In-Road State Law Stop,W DEVON AVE & N BOSWORTH AVE,2014,950,41.9981008,-87.6691621,google
48,In-Road State Law Stop,W DEVON AVE & N BOSWORTH AVE,2015,600,41.9981008,-87.6691621,google
48,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N BOSWORTH AVE,2016,350,41.9981008,-87.6691621,google
48,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N BOSWORTH AVE,2017,5000,41.9981008,-87.6691621,google
48,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N BOSWORTH AVE,2017,600,41.9981008,-87.6691621,google
45,1 LPR/No Camera - NE on W Devon at N Caldwell,W DEVON AVE & N CALDWELL AVE,2022,27410,41.99730307100003,-87.76668951199997,census
39,Speed Indicator Signs,W DEVON AVE & N KOSTNER AVE,2019,11000,41.99725081300005,-87.73859049899994,census
48,In-Road State Law Stop,W DEVON AVE & N LAKEWOOD AVE,2014,950,41.99816332700004,-87.66302867699994,census
48,In-Road State Law Stop,W DEVON AVE & N LAKEWOOD AVE,2015,600,41.99816332700004,-87.66302867699994,census
48,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N LAKEWOOD AVE,2016,600,41.99816332700004,-87.66302867699994,census
48,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N LAKEWOOD AVE,2017,350,41.99816332700004,-87.66302867699994,census
49,In-Road State Law Stop,W DEVON AVE & N LAKEWOOD AVE,2012,475,41.99816332700004,-87.66302867699994,census
39,Traffic Signal,W DEVON AVE & N LE MAI AVE,2015,12500,41.99731513100005,-87.75645487899999,census
41,Traffic Signal,W DEVON AVE & N LE MAI AVE,2015,12500,41.99731513100005,-87.75645487899999,census
41,In-Road State Law Stop,W DEVON AVE & N NEWCASTLE AVE,2012,800,41.99697746000004,-87.79716829799997,census
49,In-Road State Law Stop,W DEVON AVE & N NEWGARD AVE,2012,550,41.99812312800003,-87.66674707299995,census
41,Left-Turn Arrow Menu,W DEVON AVE & N NORTHWEST HWY,2014,21000,41.997608583000044,-87.80784511899998,census
41,In-Road State Law Stop,W DEVON AVE & N OAK PARK AVE,2012,400,41.99729503100008,-87.79557642299994,census
50,In-Road State Law Stop,W DEVON AVE & N OAKLEY AVE,2013,550,41.99777339800005,-87.68744547299997,census
40,Viaduct Improvement Menu,W DEVON AVE & N RAVENSWOOD AVE,2022,5516.764,41.9979827,-87.675527399999993,google
40,1 - LPR/Existing Camera - NE Devon and Ridge,W DEVON AVE & N RIDGE BLVD,2022,10971,41.9979534,-87.6768416,google
48,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N WAYNE AVE,2017,600,41.9981373,-87.6642843,google
48,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N WAYNE AVE,2019,600,41.9981373,-87.6642843,google
43,Sidewalk Menu,W DICKENS BLVD & N LINCOLN PARK WEST,2022,20533.06,41.920177513000056,-87.63640094299996,census
31,Miscellaneous-CDOT,W DIVERSEY AV & N LAMON AV,2010,431,41.93150153500005,-87.74905426599997,census
31,High Definition Camera Menu,W DIVERSEY AVE & N CENTRAL AVE,2020,24776,41.93128044100007,-87.76624330499999,census
31,High Definition Camera Menu,W DIVERSEY AVE & N CICERO AVE,2020,24776,41.93153369400005,-87.74659409499998,census
35,In-Road State Law Stop For Pedestrians Sign Menu,W DIVERSEY AVE & N DRAKE AVE,2022,350,41.93192764300005,-87.71597059299995,census
43,In-Road State Law Stop for Pedestrians S,W DIVERSEY AVE & N HAMPDEN CT,2011,410,41.932848197000055,-87.64249107199998,census
31,Viaduct Improvement Menu,W DIVERSEY AVE & N KENTON AVE,2017,6000,41.9315972,-87.7416569,google
31,Viaduct Improvement Menu,W DIVERSEY AVE & N KENTON AVE,2017,4303,41.9315972,-87.7416569,google
31,In-Road State Law Stop,W DIVERSEY AVE & N LAMON AVE,2013,550,41.93150153500005,-87.74905426599997,census
31,In-Road State Law Stop,W DIVERSEY AVE & N LECLAIRE AVE,2013,950,41.93143721700005,-87.75395852899999,census
30,Pavement Markings,W DIVERSEY AVE & N MANGO AVE,2015,700,41.9312206,-87.7698877,google
35,Miscellaneous Other,W DIVERSEY AVE & N MILWAUKEE AVE,2014,37042,41.931987942000035,-87.71230847599998,census
35,In-Road State Law Stop For Pedestrians Sign Menu,W DIVERSEY AVE & N SAWYER AVE,2022,350,41.932020101000035,-87.70864233899994,census
44,In-Road State Law Stop,W DIVERSEY AVE & N SEMINARY AVE,2012,950,41.93260700400003,-87.65584513799996,census
35,In-Road State Law Stop For Pedestrians Sign Menu,W DIVERSEY AVE & N SPAULDING AVE,2022,600,41.93200402100007,-87.70986438399996,census
35,In-Road State Law Stop,W DIVERSEY AVE & N SPRINGFIELD AVE,2012,550,41.9318214,-87.7245335,google
35,In-Road State Law Stop For Pedestrians Sign Menu,W DIVERSEY AVE & N ST LOUIS AVE,2022,350,41.9319496,-87.7147518,google
43,In-Road State Law Stop for Pedestrians S,W DIVERSEY AVE & N WILTON AVE,2011,800,41.9326533,-87.6526292,google
1,Miscellaneous-CDOT,W Diversey Ave & W Logan Blvd,2005,25100,41.93221707500004,-87.68396022999997,census
43,Traffic Signal Upgrades,W DIVERSEY PKWY & N CLARK ST,2017,16000,41.9327926,-87.6449142,google
43,Bus Pad,W DIVERSEY PKWY & N HALSTED ST,2022,29575.52,41.9327188,-87.6490157,google
43,In-Road State Law Stop,W DIVERSEY PKWY & N HAMPDEN CT,2012,550,41.9328323,-87.6424794,google
43,In-Road State Law Stop,W DIVERSEY PKWY & N HAMPDEN CT,2014,550,41.9328323,-87.6424794,google
43,In-Road State Law Stop,W DIVERSEY PKWY & N HAMPDEN CT,2015,350,41.9328323,-87.6424794,google
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N HAMPDEN CT,2016,350,41.9328323,-87.6424794,google
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N HAMPDEN CT,2016,350,41.9328323,-87.6424794,google
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N HAMPDEN CT,2016,350,41.9328323,-87.6424794,google
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N HAMPDEN CT,2016,350,41.9328323,-87.6424794,google
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N HAMPDEN CT,2016,350,41.9328323,-87.6424794,google
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N HAMPDEN CT,2018,350,41.9328323,-87.6424794,google
43,In-Road State Law Stop For Pedestrians Sign Menu,W DIVERSEY PKWY & N HAMPDEN CT,2021,350,41.9328323,-87.6424794,google
43,In-Road State Law Stop For Pedestrians Sign Menu,W DIVERSEY PKWY & N HAMPDEN CT,2022,350,41.9328323,-87.6424794,google
32,Arterial Street Bump Outs Menu,W DIVERSEY PKWY & N LAKEWOOD AVE,2018,28438.55,41.9325093,-87.6611332,google
43,Arterial Street Bump Outs Menu,W DIVERSEY PKWY & N LAKEWOOD AVE,2018,28438.54,41.9325093,-87.6611332,google
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N LAKEWOOD AVE,2018,600,41.9325093,-87.6611332,google
44,Chicago Park District,W DIVERSEY PKWY & N LINCOLN AVE,2015,44988,41.932556,-87.6587002,google
1,Pavement Markings,W DIVERSEY PKWY & N ROCKWELL ST,2012,600,41.9321386,-87.6927739,google
44,In-Road State Law Stop,W DIVERSEY PKWY & N SEMINARY AVE,2013,550,41.9325921,-87.6558402,google
44,In-Road State Law Stop,W DIVERSEY PKWY & N SEMINARY AVE,2014,950,41.9325921,-87.6558402,google
43,Bus Pad,W DIVERSEY PKWY & N SHEFFIELD AVE,2022,55623.67,41.9326282,-87.6538614,google
43,In-Road State Law Stop,W DIVERSEY PKWY & N WILTON AVE,2015,600,41.9326533,-87.6526292,google
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N WILTON AVE,2016,600,41.9326533,-87.6526292,google
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N WILTON AVE,2017,350,41.9326533,-87.6526292,google
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N WILTON AVE,2018,350,41.9326533,-87.6526292,google
43,In-Road State Law Stop For Pedestrians Sign Menu,W DIVERSEY PKWY & N WILTON AVE,2021,350,41.9326533,-87.6526292,google
1,Traffic Signals,W DIVISION ST & N CLEAVER ST,2011,12000,41.90339046300005,-87.66382863499996,census
26,Pavement Markings Menu,W DIVISION ST & N FRANCISCO AV,2010,1200,41.9028937,-87.6993543,google
26,Pavement Markings,W DIVISION ST & N FRANCISCO AVE,2013,700,41.9028937,-87.6993543,google
1,In-Road State Law Stop for Pedestrians S,W DIVISION ST & N HOYNE AVE,2011,410,41.9031333,-87.6796761,google
1,In-Road State Law Stop,W DIVISION ST & N HOYNE AVE,2014,550,41.9031333,-87.6796761,google
1,In-Road State Law Stop For Pedestrians Signs Menu,W DIVISION ST & N HOYNE AVE,2018,350,41.9031333,-87.6796761,google
1,In-Road State Law Stop For Pedestrians Signs Menu,W DIVISION ST & N HOYNE AVE,2019,350,41.9031333,-87.6796761,google
2,Left-Turn Arrow Menu,W DIVISION ST & N LA SALLE DR,2017,18490,41.9038726,-87.6329964,google
37,In-Road State Law Stop For Pedestrians Signs Menu,W DIVISION ST & N LAMON AVE,2018,600,41.9023194,-87.7484105,google
