ward,type,location,year,est_cost,id,start_address,end_address,lat_1,lon_1,query_1,lat_2,lon_2,query_2
46,Sidewalk Menu,4818-4820 N WINTHROP AVE,2021,14210.74,40246,4818 N WINTHROP AVE,4820 N WINTHROP AVE,41.96963726800004,-87.65763591799998,census,41.96967985500004,-87.65763718099998,census
22,Sidewalk Menu,4818-4824 S LEAMINGTON AVE,2022,3811.05,19218,4818 S LEAMINGTON AVE,4824 S LEAMINGTON AVE,41.80420060900008,-87.75162570999998,census,41.80417786500004,-87.75162521099998,census
4,Miscellaneous CDOT Projects,4823-4833 S EVANS AVE,2016,414.54,3611,4823 S EVANS AVE,4833 S EVANS AVE,41.80720919400005,-87.60772497999994,census,41.807053447000044,-87.60772153099998,census
28,Curb & Gutter Menu,4830-4834 W WASHINGTON BLVD,2016,7831.46,24569,4830 W WASHINGTON BLVD,4834 W WASHINGTON BLVD,41.88181259600003,-87.74615987099997,census,41.881811448000065,-87.74624325699995,census
3,Sidewalk Menu,4839-4841 S PRAIRIE AVE,2016,9832.82,2899,4839 S PRAIRIE AVE,4841 S PRAIRIE AVE,41.80676508500005,-87.61951353299997,census,41.80674622400005,-87.61951311699994,census
14,Sidewalk Menu,4828-4842 S KOLIN AVE,2022,16840.96,12975,4828 S KOLIN AVE,4842 S KOLIN AVE,41.80535228400004,-87.73208728299994,census,41.80513327300008,-87.73208086499994,census
4,Sidewalk Menu,4800-4852 S COTTAGE GROVE AVE,2018,29211.135,3704,4800 S COTTAGE GROVE AVE,4852 S COTTAGE GROVE AVE,41.80757137300003,-87.60652929199995,census,41.80675972300003,-87.60651135799998,census
14,Sidewalk Menu,4820-4858 S KEELER AVE,2019,16675.73,12828,4820 S KEELER AVE,4858 S KEELER AVE,41.8054383,-87.7286911,google,41.804908271000045,-87.72840138599997,census
29,Alley Resurfacing Menu,4800-4900 W VAN BUREN ST,2022,35857.88,25539,4800 W VAN BUREN ST,4900 W VAN BUREN ST,41.87497032500005,-87.74596804299995,census,41.874951028000055,-87.74746538499994,census
45,Curb & Gutter Menu,4903-4909 N MERRIMAC AVE,2018,8419.62,39579,4903 N MERRIMAC AVE,4909 N MERRIMAC AVE,41.97049993600007,-87.78433356499994,census,41.97059385500006,-87.78433145399998,census
14,Miscellaneous-CDOT,4910-12-16 S. Komensky,2005,3416,11667,4910 S. Komensky,4912 S. Komensky,41.803892500000075,-87.72469512899994,census,41.80386114600003,-87.72469409499996,census
45,Sidewalk Menu,4912-4916 N MEADE AVE,2016,6522.75,39480,4912 N MEADE AVE,4916 N MEADE AVE,41.97061333900007,-87.78071088499996,census,41.97067480800007,-87.78070950599994,census
45,Curb & Gutter Menu,4921-4923 N MCVICKER AVE,2018,4363.18,39560,4921 N MCVICKER AVE,4923 N MCVICKER AVE,41.97074715200006,-87.77947973799996,census,41.970777819000034,-87.77947916299996,census
45,Curb & Gutter Menu,4921-4923 N MCVICKER AVE,2018,2348.61,39576,4921 N MCVICKER AVE,4923 N MCVICKER AVE,41.97074715200006,-87.77947973799996,census,41.970777819000034,-87.77947916299996,census
45,Sidewalk Menu,4921-4923 W WINONA ST,2017,7026.81,39515,4921 W WINONA ST,4923 W WINONA ST,41.9741991,-87.7513065,google,41.97437088200007,-87.75153458799997,census
14,Sidewalk Menu,4918-4930 S KNOX AVE,2019,15808.4,12809,4918 S KNOX AVE,4930 S KNOX AVE,41.80359421900005,-87.73938414199995,census,41.80340608600005,-87.73937931799998,census
48,Alley Resurfacing Menu,4901-4931 N WINTHROP AVE,2020,15482,42125,4901 N WINTHROP AVE,4931 N WINTHROP AVE,41.97167864000005,-87.65768210499994,census,41.97212520800008,-87.65769339399998,census
3,Miscellaneous CDOT Projects,4927-4937 S CALUMET AVE,2019,350,3015,4927 S CALUMET AVE,4937 S CALUMET AVE,41.80516785300006,-87.61803800699994,census,41.80501176900003,-87.61803397599994,census
22,Sidewalk Menu,4931-4941 S LARAMIE AVE,2018,9063.97,18985,4931 S LARAMIE AVE,4941 S LARAMIE AVE,41.8029071,-87.7525535,google,41.80305961600004,-87.75280523999999,census
14,Sidewalk Menu,4900-4942 S KILPATRICK AVE,2019,12698.1166666667,12827,4900 S KILPATRICK AVE,4942 S KILPATRICK AVE,41.8038603,-87.7408668,google,41.80318996300008,-87.74059453399997,census
3,Miscellaneous CDOT Projects,4949-4951 S PRINCETON AVE,2018,150,2979,4949 S PRINCETON AVE,4951 S PRINCETON AVE,41.804573385000026,-87.63324074599996,census,41.80454182300008,-87.63324000099999,census
45,Sidewalk Menu,4951-4953 W BELLE PLAINE AVE,2016,23314.37,39461,4951 W BELLE PLAINE AVE,4953 W BELLE PLAINE AVE,41.955188658000054,-87.75160752199997,census,41.95518847300008,-87.75162845799997,census
14,Sidewalk Menu,4947-4955 S KARLOV AVE,2022,8963.28,12978,4947 S KARLOV AVE,4955 S KARLOV AVE,41.8028379,-87.7256419,google,41.80317098200004,-87.72588955199996,census
14,Sidewalk Menu,4949-4955 S KILPATRICK AVE,2021,9612.28,12928,4949 S KILPATRICK AVE,4955 S KILPATRICK AVE,41.8025524,-87.7402858,google,41.80299858400008,-87.74057419299999,census
3,Miscellaneous CDOT Projects,4953-4955 S PRINCETON AVE,2018,150,2979,4953 S PRINCETON AVE,4955 S PRINCETON AVE,41.804510261000075,-87.63323925599997,census,41.80447869900007,-87.633238510999945,census
4,Curb & Gutter Menu,4952-4956 S CHAMPLAIN AVE,2021,3916.195,3771,4952 S CHAMPLAIN AVE,4956 S CHAMPLAIN AVE,41.804886475000046,-87.61010513799994,census,41.804824042000064,-87.61010375499995,census
14,Sidewalk Menu,5001-5007 S KILPATRICK AVE,2021,8663.56,12929,5001 S KILPATRICK AVE,5007 S KILPATRICK AVE,41.80207127800003,-87.74054924599994,census,41.80200016800006,-87.74054690099996,census
3,Alley Resurfacing Menu,5001-5013 S DR MARTIN LUTHER KING JR DR,2016,31225.43,2881,5001 S DR MARTIN LUTHER KING JR DR,5013 S DR MARTIN LUTHER KING JR DR,41.80383140500004,-87.61617609099994,census,41.80370665400005,-87.61617414099999,census
3,Alley Resurfacing Menu,5001-5013 S DR MARTIN LUTHER KING JR DR,2016,4828.92,2885,5001 S DR MARTIN LUTHER KING JR DR,5013 S DR MARTIN LUTHER KING JR DR,41.80383140500004,-87.61617609099994,census,41.80370665400005,-87.61617414099999,census
22,Sidewalk Menu,5001-5013 W 44TH ST,2021,71000,19149,5001 W 44TH ST,5013 W 44TH ST,41.81302997300003,-87.74824289499998,census,41.81302997300003,-87.74836608499999,census
45,Sidewalk Menu,5012-5016 W CULLOM AVE,2017,8800.51,39514,5012 W CULLOM AVE,5016 W CULLOM AVE,41.95882522100004,-87.75401325799999,census,41.95882399300007,-87.75410719199994,census
14,Sidewalk Menu,5016-5024 S KENNETH AVE,2020,10952.89,12878,5016 S KENNETH AVE,5024 S KENNETH AVE,41.801695831000075,-87.73443279499998,census,41.80145899900003,-87.73442728699996,census
14,Sidewalk Menu,5022-5024 S KILPATRICK AVE,2019,12698.1166666667,12827,5022 S KILPATRICK AVE,5024 S KILPATRICK AVE,41.801490268000066,-87.74054781599995,census,41.80143746700003,-87.74054656399994,census
14,Sidewalk Menu,5100-5106 S MONITOR AVE,2019,8305.74,12816,5100 S MONITOR AVE,5106 S MONITOR AVE,41.79981536500003,-87.76862160699994,census,41.799718710000036,-87.76861845499997,census
14,Sidewalk Menu,5103-5107 S LOREL AVE,2019,11249.49,12819,5103 S LOREL AVE,5107 S LOREL AVE,41.79995567700007,-87.75638875099997,census,41.799893119000046,-87.75638636699995,census
14,Sidewalk Menu,5104-5108 S KILPATRICK AVE,2019,12698.1166666667,12827,5104 S KILPATRICK AVE,5108 S KILPATRICK AVE,41.80026507800005,-87.74051649799998,census,41.80023836000004,-87.74051566299994,census
21,Sidewalk Menu,510-511 W 81ST PL,2017,10261.07,18147,510 W 81ST PL,511 W 81ST PL,41.74621031000004,-87.63673054099996,census,41.746199345000036,-87.63673054099996,census
30,Curb & Gutter Menu,5112-5116 W BARRY AVE,2021,7013.33,26676,5112 W BARRY AVE,5116 W BARRY AVE,41.936910287000046,-87.75462536899994,census,41.93690911600004,-87.75470415899997,census
14,Sidewalk Menu,5114-5122 S CHRISTIANA AVE,2022,8209.32,12980,5114 S CHRISTIANA AVE,5122 S CHRISTIANA AVE,41.8002537,-87.7077451,google,41.79994581200003,-87.70742121799998,census
14,Sidewalk Menu,5100-5122 S LINDER AVE,2020,27253.76,12870,5100 S LINDER AVE,5122 S LINDER AVE,41.79993886300008,-87.76007129699997,census,41.799598556000035,-87.76006086399997,census
14,Sidewalk Menu,5108-5124 S NATCHEZ AVE,2019,23774.11,12811,5108 S NATCHEZ AVE,5124 S NATCHEZ AVE,41.7992946,-87.7847685,google,41.79912439900005,-87.78446332299995,census
14,Sidewalk Menu,5120-5126 S MELVINA AVE,2019,4534.66,12836,5120 S MELVINA AVE,5126 S MELVINA AVE,41.7990657,-87.777419,google,41.79920822400004,-87.77713887299996,census
14,Sidewalk Menu,5101-5127 S MAYFIELD AVE,2019,32635.54,12815,5101 S MAYFIELD AVE,5127 S MAYFIELD AVE,41.799791448000065,-87.76982652899994,census,41.79938115500005,-87.76981620899994,census
20,Sidewalk Menu,5117-5127 S RACINE AVE,2019,34410.14,17443,5117 S RACINE AVE,5127 S RACINE AVE,41.80070296100007,-87.65502941999995,census,41.80058805200008,-87.65502625299996,census
14,Sidewalk Menu,5101-5129 S LONG AVE,2019,18323.97,12822,5101 S LONG AVE,5129 S LONG AVE,41.8000064,-87.7573242,google,41.79953429500006,-87.75759960299996,census
14,Sidewalk Menu,5111-5143 S NAGLE AVE,2021,13411.88,12931,5111 S NAGLE AVE,5143 S NAGLE AVE,41.7992599,-87.7829625,google,41.79885138000003,-87.78321710299997,census
14,Sidewalk Menu,5122-5144 S MOBILE AVE,2019,18946.04,12804,5122 S MOBILE AVE,5144 S MOBILE AVE,41.7990058,-87.7798498,google,41.798872267000036,-87.77957041899998,census
14,Sidewalk Menu,5117-5145 S NATOMA AVE,2020,31208.49,12888,5117 S NATOMA AVE,5145 S NATOMA AVE,41.7990034,-87.7878041,google,41.798578347000046,-87.78808857899998,census
22,Curb & Gutter Menu,5141-5145 W 48TH ST,2021,2922.74,19141,5141 W 48TH ST,5145 W 48TH ST,41.805678715000056,-87.75184019399995,census,41.80567766400003,-87.75190434599995,census
14,Sidewalk Menu,5101-5147 S MCVICKER AVE,2019,26085.85,12841,5101 S MCVICKER AVE,5147 S MCVICKER AVE,41.799728482000035,-87.77348403499997,census,41.799155702000064,-87.77346592699996,census
14,Sidewalk Menu,5146-5148 S MASSASOIT AVE,2019,2972.11,12818,5146 S MASSASOIT AVE,5148 S MASSASOIT AVE,41.799139625000066,-87.76615561799997,census,41.79910813200007,-87.76615469899997,census
14,Sidewalk Menu,5100-5150 S AUSTIN AVE,2019,29130.32,12814,5100 S AUSTIN AVE,5150 S AUSTIN AVE,41.7997199,-87.7725859,google,41.798937702000046,-87.77225543299994,census
14,Sidewalk Menu,5140-5150 S LOREL AVE,2021,12882.06,12932,5140 S LOREL AVE,5150 S LOREL AVE,41.79936196300008,-87.75638596399995,census,41.79920580900006,-87.75638138799997,census
14,Sidewalk Menu,5140-5150 S MEADE AVE,2019,11270.01,12812,5140 S MEADE AVE,5150 S MEADE AVE,41.7986011,-87.7749689,google,41.79887585800003,-87.77469154399995,census
14,Sidewalk Menu,5106-5150 S MOBILE AVE,2020,12451.54,12873,5106 S MOBILE AVE,5150 S MOBILE AVE,41.7994405,-87.77983,google,41.798777295000036,-87.77956760499995,census
14,Sidewalk Menu,5141-5153 S MASSASOIT AVE,2019,18279.26,12817,5141 S MASSASOIT AVE,5153 S MASSASOIT AVE,41.799234342000034,-87.76614367199994,census,41.799045386000046,-87.76613815499996,census
14,Sidewalk Menu,5143-5153 S MOBILE AVE,2019,18946.04,12804,5143 S MOBILE AVE,5153 S MOBILE AVE,41.798904167000046,-87.77955665299999,census,41.79874588000007,-87.77955196299996,census
14,Sidewalk Menu,5142-5154 S MONITOR AVE,2019,11829.34,12840,5142 S MONITOR AVE,5154 S MONITOR AVE,41.799138768000034,-87.76860109299997,census,41.79894544700005,-87.76859544899997,census
14,Sidewalk Menu,5153-5157 S LATROBE AVE,2022,21975.85,12983,5153 S LATROBE AVE,5157 S LATROBE AVE,41.79921249300003,-87.75392172099998,census,41.79914992300007,-87.75391988799998,census
14,Sidewalk Menu,5112-5158 S NARRAGANSETT AVE,2019,32592.07,12810,5112 S NARRAGANSETT AVE,5158 S NARRAGANSETT AVE,41.79933769200005,-87.78202570399998,census,41.79862286300005,-87.78200448599995,census
14,Sidewalk Menu,5138-5158 S NASHVILLE AVE,2022,8251.74,12981,5138 S NASHVILLE AVE,5158 S NASHVILLE AVE,41.7984466,-87.7871124,google,41.79840986700003,-87.78687591799996,census
14,Sidewalk Menu,5151-5159 S LOREL AVE,2022,21256.4,12982,5151 S LOREL AVE,5159 S LOREL AVE,41.79920604800003,-87.75636668399994,census,41.79908112500004,-87.75636302299995,census
14,Street Speed Hump Menu,5100-5200 S LAMON AVE,2019,4700,12860,5100 S LAMON AVE,5200 S LAMON AVE,41.80017365300006,-87.74540913999994,census,41.97533480200008,-87.75064209899995,census
14,Sidewalk Menu,5204-5208 S NATOMA AVE,2022,9960.42,12987,5204 S NATOMA AVE,5208 S NATOMA AVE,41.797559773000046,-87.78807170999994,census,41.79749646400006,-87.78806959999997,census
40,Alley Apron Menu,5200-5210 N VIRGINIA AVE,2018,20897.53,35299,5200 N VIRGINIA AVE,5210 N VIRGINIA AVE,41.97597209700007,-87.70290819099995,census,41.976221871000064,-87.70298582499998,census
40,POD Camera,5208-10 N. Wolcott,2009,25000,34946,5208 N. Wolcott,5210 N. Wolcott,41.97641652000004,-87.67642296099996,census,41.9763356,-87.6766523,google
14,Sidewalk Menu,5201-5211 S LEAMINGTON AVE,2019,10981.77,12820,5201 S LEAMINGTON AVE,5211 S LEAMINGTON AVE,41.7982613,-87.7512097,google,41.79829820600003,-87.75144907399994,census
14,Sidewalk Menu,5207-5211 S MAJOR AVE,2019,10508.48,12837,5207 S MAJOR AVE,5211 S MAJOR AVE,41.79795992600003,-87.76488947599995,census,41.797897771000066,-87.76488742699996,census
14,Sidewalk Menu,5206-5212 S CALIFORNIA AVE,2019,12407.51,12823,5206 S CALIFORNIA AVE,5212 S CALIFORNIA AVE,41.79892491000004,-87.69394903099999,census,41.7987224,-87.6942236,google
14,Sidewalk Menu,5205-5213 S MULLIGAN AVE,2021,3968.34,12935,5205 S MULLIGAN AVE,5213 S MULLIGAN AVE,41.79767259500005,-87.78074081199998,census,41.79754597300007,-87.78073659199998,census
14,Sidewalk Menu,5204-5216 S MOODY AVE,2020,9262.56,12884,5204 S MOODY AVE,5216 S MOODY AVE,41.79776880700007,-87.77587939199998,census,41.79757890700006,-87.77587332999997,census
14,Sidewalk Menu,5201-5217 S LARAMIE AVE,2020,24945.22,12881,5201 S LARAMIE AVE,5217 S LARAMIE AVE,41.7982408,-87.7524024,google,41.79821534300004,-87.75266767199997,census
14,Sidewalk Menu,5204-5220 S MASON AVE,2022,12824.71,12988,5204 S MASON AVE,5220 S MASON AVE,41.79786576300006,-87.77100559099995,census,41.79761303600003,-87.77099923399999,census
14,Sidewalk Menu,5210-5226 S LONG AVE,2019,2018.79,12821,5210 S LONG AVE,5226 S LONG AVE,41.79807218600007,-87.75757230099998,census,41.79788311500005,-87.75756628599999,census
14,Sidewalk Menu,5200-5226 S MCVICKER AVE,2021,6638.68,12934,5200 S MCVICKER AVE,5226 S MCVICKER AVE,41.7978809,-87.7737408,google,41.797468851000076,-87.77343245399999,census
14,Sidewalk Menu,5224-5230 S MONITOR AVE,2021,7297.12,12937,5224 S MONITOR AVE,5230 S MONITOR AVE,41.79759694000006,-87.76855726699995,census,41.797501975000046,-87.76855445399997,census
14,Sidewalk Menu,5228-5234 S MERRIMAC AVE,2022,4747.14,12990,5228 S MERRIMAC AVE,5234 S MERRIMAC AVE,41.797348476000025,-87.77830387299997,census,41.79725523800005,-87.77830112099997,census
14,Sidewalk Menu,5201-5235 S LINDER AVE,2020,40194.18,12871,5201 S LINDER AVE,5235 S LINDER AVE,41.798142264000035,-87.76000816499999,census,41.79764553100006,-87.75999213799997,census
14,Sidewalk Menu,5201-5235 S LOREL AVE,2020,39511.06,12869,5201 S LOREL AVE,5235 S LOREL AVE,41.79821622400004,-87.75633955199999,census,41.79787177700007,-87.75632837199998,census
14,Sidewalk Menu,5233-5241 S MERRIMAC AVE,2022,5533.02,12992,5233 S MERRIMAC AVE,5241 S MERRIMAC AVE,41.79728655900004,-87.77828733399997,census,41.79716224200007,-87.77828366499995,census
14,Sidewalk Menu,5222-5244 S MAJOR AVE,2020,31156.15,12868,5222 S MAJOR AVE,5244 S MAJOR AVE,41.79771104400004,-87.76489638699996,census,41.79736917300005,-87.76488625699994,census
14,Sidewalk Menu,5234-5244 S MONITOR AVE,2019,14685.03,12839,5234 S MONITOR AVE,5244 S MONITOR AVE,41.797438664000026,-87.76855257799997,census,41.79728038800005,-87.76854788799994,census
14,Sidewalk Menu,5216-5248 S SPAULDING AVE,2021,8062.94,12936,5216 S SPAULDING AVE,5248 S SPAULDING AVE,41.79852710500006,-87.70615162099995,census,41.79792938700007,-87.70613624199996,census
29,Sidewalk Menu,5244-5248 W GLADYS AVE,2016,7830.38,25224,5244 W GLADYS AVE,5248 W GLADYS AVE,41.875744173000044,-87.75644696999996,census,41.875743346000036,-87.75651450399994,census
14,Curb & Gutter Menu,5241-5249 S CHRISTIANA AVE,2022,13331.11,12963,5241 S CHRISTIANA AVE,5249 S CHRISTIANA AVE,41.7977082,-87.7071298,google,41.79803134500003,-87.70735264299998,census
14,Sidewalk Menu,5232-5250 S MULLIGAN AVE,2022,13315.12,12991,5232 S MULLIGAN AVE,5250 S MULLIGAN AVE,41.79722914300004,-87.78074184599996,census,41.79694422600005,-87.78073343499995,census
14,Sidewalk Menu,5218-5254 S PARKSIDE AVE,2020,31950.79,12872,5218 S PARKSIDE AVE,5254 S PARKSIDE AVE,41.79778844000003,-87.76368015499997,census,41.79721859800003,-87.76366507999995,census
14,Sidewalk Menu,5201-5255 S MONITOR AVE,2020,34284.2,12874,5201 S MONITOR AVE,5255 S MONITOR AVE,41.797977038000056,-87.76855221099999,census,41.79712235400007,-87.76852849399995,census
14,Sidewalk Menu,5201-5257 S PARKSIDE AVE,2020,22131.44,12883,5201 S PARKSIDE AVE,5257 S PARKSIDE AVE,41.79807358100004,-87.76367448099995,census,41.797187156000064,-87.76364953799998,census
14,Sidewalk Menu,5244-5258 S MEADE AVE,2019,24760.36,12813,5244 S MEADE AVE,5258 S MEADE AVE,41.796587,-87.7749201,google,41.79693823000008,-87.77463547199994,census
14,Alley Resurfacing Menu,5201-5259 S ALBANY AVE,2017,41608.72,12680,5201 S ALBANY AVE,5259 S ALBANY AVE,41.79888833000007,-87.70126172099998,census,41.797981037000056,-87.70123425399998,census
14,Alley Resurfacing Menu,5201-5259 S FRANCISCO AVE,2017,42991.75,12679,5201 S FRANCISCO AVE,5259 S FRANCISCO AVE,41.7989923,-87.6960717,google,41.797478,-87.6960717,google
14,Street Resurfacing Menu,5100-5259 S NATOMA AVE,2020,58449.16,12893,5100 S NATOMA AVE,5259 S NATOMA AVE,41.79956369400003,-87.78813333899996,census,41.79670531900007,-87.78803111299999,census
45,Sidewalk Menu,5312-5316 W CARMEN AVE,2017,13673.82,39520,5312 W CARMEN AVE,5316 W CARMEN AVE,41.97337321200007,-87.76090514299995,census,41.97337206100008,-87.76102948099998,census
3,Sidewalk Menu,5300-5330 S PRAIRIE AVE,2019,19126.34,3021,5300 S PRAIRIE AVE,5330 S PRAIRIE AVE,41.79826130500004,-87.61932057299998,census,41.7974265,-87.6196414,google
48,Curb & Gutter Menu,5321-5333 N LAKEWOOD AVE,2018,23328.48,41997,5321 N LAKEWOOD AVE,5333 N LAKEWOOD AVE,41.97856812200007,-87.66240097799994,census,41.9791707,-87.6621209,google
48,Curb & Gutter Menu,5321-5333 N LAKEWOOD AVE,2018,6056.86,41998,5321 N LAKEWOOD AVE,5333 N LAKEWOOD AVE,41.97856812200007,-87.66240097799994,census,41.9791707,-87.6621209,google
37,Street Light Upgrade Menu,5234-5334 W CHICAGO AVE,2022,500,33095,5234 W CHICAGO AVE,5334 W CHICAGO AVE,41.894926043000055,-87.75730580899994,census,41.8948988,-87.7593273,google
48,Curb & Gutter Menu,5329-5335 N GLENWOOD AVE,2019,9894.65,42049,5329 N GLENWOOD AVE,5335 N GLENWOOD AVE,41.97891565800006,-87.66481502299996,census,41.97910802100006,-87.66482084799998,census
23,Curb & Gutter Menu,5342-5344 S NEWLAND AVE,2017,4442.55,20194,5342 S NEWLAND AVE,5344 S NEWLAND AVE,41.79504301800006,-87.79532292999994,census,41.7945176,-87.7956144,google
23,Miscellaneous-CDOT,5343-5347 S. Natchez,2007,626,19344,5343 S. Natchez,5347 S. Natchez,41.79520005100005,-87.78432825599998,census,41.7946765,-87.7841379,google
14,Sidewalk Menu,5337-5356 S SAWYER AVE,2021,5155.42,12938,5337 S SAWYER AVE,5356 S SAWYER AVE,41.7960302,-87.7046057,google,41.7954956,-87.7051123,google
14,Sidewalk Menu,5346-5358 S WASHTENAW AVE,2019,8769.57,12830,5346 S WASHTENAW AVE,5358 S WASHTENAW AVE,41.97916141700006,-87.69660193599998,census,41.97923080100003,-87.69660400699996,census
23,Street Speed Hump Menu,5400-5401 S KILBOURN AVE,2020,3525,20467,5400 S KILBOURN AVE,5401 S KILBOURN AVE,41.79461139400007,-87.73546303699999,census,41.794483789000026,-87.73544538399995,census
48,Sidewalk Menu,5408-5410 N BROADWAY,2020,34972.27,42140,5408 N BROADWAY,5410 N BROADWAY,41.9803643,-87.6602012,google,41.9803679,-87.6605529,google
48,Miscellaneous-CDOT,5244-5413-5427-5517-5525 N. Lakewood/5239 N. Wayne,2008,138245,41558,5244 N. Lakewood/5239 N. Wayne,5413 N. Lakewood/5239 N. Wayne,41.9776737,-87.6628675,google,41.9804277,-87.6621074,google
14,Sidewalk Menu,5411-5413 S RICHMOND ST,2021,21929.42,12939,5411 S RICHMOND ST,5413 S RICHMOND ST,41.79522605100004,-87.69749491999994,census,41.79519969100005,-87.69749434099998,census
3,Miscellaneous CDOT Projects,540-542 E 44TH PL,2019,350,3015,540 E 44TH PL,542 E 44TH PL,41.81399023200004,-87.61280164999994,census,41.81399058400007,-87.61278223399995,census
37,Alley Resurfacing Menu,5419-5423 W AUGUSTA BLVD,2017,2419.89,32826,5419 W AUGUSTA BLVD,5423 W AUGUSTA BLVD,41.89853172900007,-87.76146010099995,census,41.898530555000036,-87.76156266599997,census
48,Curb & Gutter Menu,5427-5431 N LAKEWOOD AVE,2019,7755.38,42066,5427 N LAKEWOOD AVE,5431 N LAKEWOOD AVE,41.980498443000045,-87.66245550699995,census,41.9809344,-87.6621961,google
37,Sidewalk Menu,5431-5435 W POTOMAC AVE,2018,3047.99,32894,5431 W POTOMAC AVE,5435 W POTOMAC AVE,41.90398739600005,-87.76198496699999,census,41.90398604200004,-87.76210079899994,census
23,Miscellaneous-CDOT,5458-5446 S. Nottingham Ave.,2007,5538,19338,5458 S. Nottingham Ave.,5446 S. Nottingham Ave.,41.7925634,-87.7992903,google,41.7926327,-87.7992665,google
40,Curb/Gutter Menu - Change Order,5501-05 N. Sawyer - Alley Return,2008,6047,34883,5501 N. Sawyer - Alley Return,5505 N. Sawyer - Alley Return,41.9814248,-87.7096748,google,41.9814539,-87.7098304,google
20,Sidewalk Menu,5500-5510 S LOWE AVE,2017,16519.7,17387,5500 S LOWE AVE,5510 S LOWE AVE,41.79345495600006,-87.64149521599995,census,41.7936388,-87.641472,google
45,Sidewalk Menu,5509-5513 N MASON AVE,2017,1391.43,39530,5509 N MASON AVE,5513 N MASON AVE,41.791908705000026,-87.77081039499996,census,41.9815592,-87.7765831,google
36,Sidewalk Menu,5524-5528 W HENDERSON ST,2018,14451.48,31983,5524 W HENDERSON ST,5528 W HENDERSON ST,41.94134482900006,-87.76484169599996,census,41.941343680000045,-87.76492576799996,census
5,Alley Apron Menu,5530-5532 S SHORE DR,2021,26407.52,4452,5530 S SHORE DR,5532 S SHORE DR,41.79445029200008,-87.58043811699997,census,41.79433818500007,-87.58043541599994,census
48,Curb & Gutter Menu,5525-5533 N BROADWAY,2018,18386.21,41988,5525 N BROADWAY,5533 N BROADWAY,41.9825905,-87.6596929,google,41.9827253,-87.6596081,google
45,Sidewalk Menu,5550-5552 N CENTRAL AVE,2017,218.05,39529,5550 N CENTRAL AVE,5552 N CENTRAL AVE,41.9825733,-87.7686649,google,41.79154110200005,-87.76226871299997,census
45,Sidewalk Menu,5550-5552 N CENTRAL AVE,2018,4747.7,39590,5550 N CENTRAL AVE,5552 N CENTRAL AVE,41.9825733,-87.7686649,google,41.79154110200005,-87.76226871299997,census
13,Sidewalk Menu,5554-5558 S NARRAGANSETT AVE,2019,5712.43,11305,5554 S NARRAGANSETT AVE,5558 S NARRAGANSETT AVE,41.79113669800006,-87.78176564199998,census,41.79107568500007,-87.78176318199996,census
44,Sidewalk Menu,548-556 W SURF ST,2022,42484.57,38918,548 W SURF ST,556 W SURF ST,41.93427380300005,-87.64343931899998,census,41.93427027100006,-87.64363825099997,census
20,Sidewalk Menu,5516-5590 S GREEN ST,2018,14498.05,17429,5516 S GREEN ST,5590 S GREEN ST,41.793193890000055,-87.64635109099999,census,41.792592642000045,-87.64633279499998,census
6,Sidewalk Menu,52-56 W 77TH PL,2022,12003.495,5042,52 W 77TH PL,56 W 77TH PL,41.75365661300003,-87.62659456799997,census,41.753655896000055,-87.62663206799994,census
38,Miscellaneous-CDOT,5400-5600 W. Berteau,2007,13800,33264,5400 W. Berteau,5600 W. Berteau,41.9571028,-87.7623878,google,41.9568356,-87.7671197,google
15,Street Resurfacing Menu,5600-5604 S FAIRFIELD AVE,2018,6940.84,13650,5600 S FAIRFIELD AVE,5604 S FAIRFIELD AVE,41.98316518900003,-87.69795368999996,census,41.98323456700007,-87.69795540299998,census
14,Miscellaneous-CDOT,5610-12-16 S. Richmond,2007,2732,11874,5610 S. Richmond,5612 S. Richmond,41.791413,-87.6976502,google,41.7913354,-87.6976502,google
45,Sidewalk Menu,5622-5626 N CENTRAL AVE,2018,10545.31,39589,5622 N CENTRAL AVE,5626 N CENTRAL AVE,41.9837021,-87.7686432,google,41.790339397000025,-87.76222284599999,census
48,Alley Resurfacing Menu,5630-5640 N KENMORE AVE,2018,12022.03,41971,5630 N KENMORE AVE,5640 N KENMORE AVE,41.98429880100008,-87.65663988699998,census,41.98445524400006,-87.65664445499993,census
13,Curb & Gutter Menu,5700-5704 S NATOMA AVE,2018,7606.71,11135,5700 S NATOMA AVE,5704 S NATOMA AVE,41.7884086,-87.7880449,google,41.7883384,-87.7880461,google
45,Curb & Gutter Menu,5705-5713 W CATALPA AVE,2018,10183.44,39563,5705 W CATALPA AVE,5713 W CATALPA AVE,41.98110146300007,-87.77146215199997,census,41.98110146300007,-87.77149512699998,census
14,Miscellaneous-CDOT,5700-18-22 S. Richmond,2007,8652,11873,5700 S. Richmond,5718 S. Richmond,41.7898407,-87.6976695,google,41.7894317,-87.6976117,google
23,Curb & Gutter Menu,5739-5743 S MENARD AVE,2019,5743.65,20352,5739 S MENARD AVE,5743 S MENARD AVE,41.7878397,-87.7667048,google,41.788152317000026,-87.76700158899996,census
13,Miscellaneous CDOT Projects,5740-5744 S AUSTIN AVE,2017,6296.42,11060,5740 S AUSTIN AVE,5744 S AUSTIN AVE,41.7876449,-87.7721572,google,41.788023347000035,-87.77189513999997,census
