ward,type,location,year,est_cost,id,lat,long,query
1,LED Traffic Signal Upgrades & Pedestrian Countdown Signal,W ARMITAGE AVE & N KEDZIE AVE,2021,50000,966,41.91740379000004,-87.70690574699995,census
26,In-Road State Law Stop,W ARMITAGE AVE & N LAWNDALE AVE,2012,950,22654,41.917255054000066,-87.71921866199995,census
1,Pavement Markings,W ARMITAGE AVE & N MILWAUKEE AVE,2012,400,452,41.917564586000026,-87.68859515999998,census
43,In-Road State Law Stop,W ARMITAGE AVE & N MOHAWK ST,2013,950,37642,41.91827208600006,-87.64245489299998,census
43,In-Road State Law Stop For Pedestrians Signs Menu,W ARMITAGE AVE & N MOHAWK ST,2016,600,37810,41.91827208600006,-87.64245489299998,census
43,In-Road State Law Stop For Pedestrians Signs Menu,W ARMITAGE AVE & N MOHAWK ST,2016,600,37826,41.91827208600006,-87.64245489299998,census
43,In-Road State Law Stop For Pedestrians Signs Menu,W ARMITAGE AVE & N MOHAWK ST,2017,350,37881,41.91827208600006,-87.64245489299998,census
32,In-Road State Law Stop,W ARMITAGE AVE & N OAKLEY AVE,2014,950,28263,41.917616844000065,-87.68495716199999,census
32,In-Road State Law Stop For Pedestrians Signs Menu,W ARMITAGE AVE & N OAKLEY AVE,2016,600,28361,41.917616844000065,-87.68495716199999,census
32,Arterial Street Bump Outs Menu,W ARMITAGE AVE & N OAKLEY AVE,2021,43136.48,28612,41.917616844000065,-87.68495716199999,census
26,In-Road State Law Stop,W ARMITAGE AVE & N RIDGEWAY AVE,2013,550,22689,41.9172476,-87.7204223,google
26,In-Road State Law Stop,W ARMITAGE AVE & N RIDGEWAY AVE,2014,550,22727,41.9172476,-87.7204223,google
26,In-Road State Law Stop,W ARMITAGE AVE & N RIDGEWAY AVE,2015,264,22778,41.9172476,-87.7204223,google
26,In-Road State Law Stop For Pedestrians Signs Menu,W ARMITAGE AVE & N RIDGEWAY AVE,2016,86,22810,41.9172476,-87.7204223,google
43,In-Road State Law Stop,W ARMITAGE AVE & N SEMINARY AVE,2014,950,37682,41.91807109200005,-87.65579287999998,census
43,In-Road State Law Stop For Pedestrians Signs Menu,W ARMITAGE AVE & N SEMINARY AVE,2016,350,37805,41.91807109200005,-87.65579287999998,census
43,In-Road State Law Stop For Pedestrians Signs Menu,W ARMITAGE AVE & N SEMINARY AVE,2018,350,37942,41.91807109200005,-87.65579287999998,census
35,In-Road State Law Stop For Pedestrians Sign Menu,W ARMITAGE AVE & N TRIPP AVE,2022,350,31340,41.91709023900006,-87.73267724499999,census
1,Arterial Street Bump Outs Menu,W ARMITAGE AVE & N WASHTENAW AVE,2020,50000,911,41.9175306,-87.6947141,google
2,Street Lighting,W ARTHINGTON ST & N FRANCISCO AV,2010,250,1802,41.870129915000064,-87.69844790399998,census
24,Guardrail Menu,W ARTHINGTON ST & S CICERO AV (4800 W),2011,1012,20873,41.805511,-87.7436093,google
50,Alley Speed Hump Menu,W ARTHUR AVEDEAD ENDN CLAREMONT AVE & N OAKLEY AVE,2011,1100,43165,41.9649027,-87.6863552,google
1,In-Road State Law Stop,W AUGUSTA BLVD & N FAIRFIELD AVE,2013,950,498,41.89929017800006,-87.69555760499998,census
26,In-Road State Law Stop,W AUGUSTA BLVD & N FAIRFIELD AVE,2013,950,22691,41.89929017800006,-87.69555760499998,census
26,In-Road State Law Stop,W AUGUSTA BLVD & N FRANCISCO AVE,2013,926,22690,41.89926605900007,-87.69925992199995,census
2,In-Road State Law Stop,W AUGUSTA BLVD & N HOYNE AVE,2013,950,2041,41.89951127200004,-87.67959865299997,census
2,In-Road State Law Stop For Pedestrians Sign Menu,W AUGUSTA BLVD & N HOYNE AVE,2021,600,2421,41.89951127200004,-87.67959865299997,census
37,Curb & Gutter Menu,W AUGUSTA BLVD & N KILBOURN AVE,2019,1001.06,32953,41.89882387100005,-87.73850206199995,census
37,Miscellaneous CDOT Projects,W AUGUSTA BLVD & N LOREL AVE,2018,660,32890,41.89855453800004,-87.75942959499997,census
1,In-Road State Law Stop for Pedestrians S,W AUGUSTA BLVD & N PAULINA ST,2011,800,393,41.8996616,-87.6698356,google
1,Miscellaneous-CDOT,W AUGUSTA BLVD & N PAULINA ST,2011,700,403,41.8996616,-87.6698356,google
1,In-Road State Law Stop For Pedestrians Signs Menu,W AUGUSTA BLVD & N PAULINA ST,2018,350,805,41.8996616,-87.6698356,google
1,In-Road State Law Stop For Pedestrians Signs Menu,W AUGUSTA BLVD & N PAULINA ST,2019,350,855,41.8996616,-87.6698356,google
40,Curb & Gutter Menu,W BALMORAL AVE & N BOWMANVILLE AVE,2022,1517.6,35450,41.9797039,-87.6840107,google
48,Street Light Pole for High Definition Camera Menu,W BALMORAL AVE & N KENMORE AVE,2021,6000,42189,41.980029615000035,-87.65651243999997,census
48,3 LPR Existing POD; 3 LPR w.o Existing POD; 1 POD Camera: Various Locations,W BALMORAL AVE & N KENMORE AVE,2021,19988.4285714286,42158,41.980029615000035,-87.65651243999997,census
40,In-Road State Law Stop,W BALMORAL AVE & N LINCOLN AVE,2012,800,35034,41.9795012,-87.6926869,google
40,In-Road State Law Stop,W BALMORAL AVE & N RAVENSWOOD AVE,2012,229,35035,41.9797481,-87.6745006,google
40,Miscellaneous Other,W BALMORAL AVE & N RAVENSWOOD AVE,2014,321,35118,41.9797481,-87.6745006,google
32,Traffic Signals,W BARRY AV & N LINCOLN AV,2010,18000,28161,41.9378983,-87.6661648,google
36,Street Traffic Circles Menu,W BARRY AV & N OCONTO AV,2005,15000,31437,41.93632138000004,-87.80790943699998,census
36,Street Traffic Circles Menu,W BARRY AV & N OCTAVIA AV,2005,15000,31436,41.93629726100005,-87.80912746299998,census
30,Sidewalk Menu,W BARRY AVE & N AUSTIN AVE,2021,12123.32,26680,41.9366162,-87.7761546,google
32,Street Bump Outs Menu,W BARRY AVE & N HONORE ST,2022,8260,28674,41.9377924,-87.6742424,google
33,In-Road State Law Stop For Pedestrians Sign Menu,W BARRY AVE & N KEDZIE AVE,2022,350,29425,41.93751528700005,-87.70757304899996,census
31,Alley Apron Menu,W BARRY AVE & N PULASKI RD (4000 W),2011,9703,27206,41.9538825,-87.7279587,google
32,Street Resurfacing Menu,W BARRY AVE & N RAVENSWOOD AVE,2019,8915.95,28550,41.937812758000064,-87.67339596599999,census
36,Blackhawk and Hermosa Parks Tree Planting 2016 Menu,W Belden Ave & Cicero Ave,2016,10000,31862,41.92241659000007,-87.74625240499995,census
43,Sidewalk Menu,W BELDEN AVE & N CLARK ST,2016,5563.54,37848,41.923771292000026,-87.63936359999997,census
43,Curb & Gutter Menu,W BELDEN AVE & N CLIFTON AVE,2016,14784.81,37798,41.9234979,-87.6571811,google
43,Curb & Gutter Menu,W BELDEN AVE & N CLIFTON AVE,2016,7441.7,37800,41.9234979,-87.6571811,google
43,Curb & Gutter Menu,W BELDEN AVE & N LAKEWOOD AVE,2016,10958.07,37797,41.9234423,-87.660818,google
29,Sidewalk Menu,W BELDEN AVE & N NEWLAND AVE,2021,19735.565,25490,41.9223525,-87.7988577,google
36,Sidewalk Menu,W BELDEN AVE & N NEWLAND AVE,2021,19735.57,32182,41.9223525,-87.7988577,google
43,Pedestrian Refuge Island Menu,W BELDEN AVE & N SHEFFIELD AVE,2018,246000,37946,41.9235442,-87.6535397,google
45,Chicago Park District,W BELL PL & N LAVERGNE AVE,2008,100000,39118,41.927839,-87.751357,google
33,In-Road State Law Stop For Pedestrians Signs Menu,W BELLE PLAINE AVE & N KEDZIE AVE,2016,600,29138,41.9557422,-87.7080678,google
35,Alley Apron Menu,W BELLE PLAINE AVE & N LAWNDALE AVE,2016,6107.085,30976,41.9555799,-87.7203233,google
47,Street Bump Outs Menu,W BELLE PLAINE AVE & N LEAVITT ST,2022,30193.11,41407,41.95591431100007,-87.68366677899996,census
47,Pavement Markings,W BELLE PLAINE AVE & N WESTERN AVE,2013,2100,40769,41.9558467,-87.6884347,google
33,Miscellaneous-CDOT,W BELMONT AV & N CALIFORNIA AV,2010,17923,28904,41.93939659400007,-87.69782080199997,census
33,Miscellaneous-CDOT,W BELMONT AV & N ELSTON AV,2008,17923,28846,41.93939257400007,-87.69831926799998,census
32,Pavement Markings Menu,W BELMONT AV & N HOYNE AV,2010,600,28136,41.939547,-87.6807743,google
36,Miscellaneous-CDOT,W BELMONT AV & NGLE AV,2010,3009,31654,41.9382973,-87.7871141,google
31,3 POD Cameras: Belmont & Central; Laramie & Addison Cicero & Addison,W Belmont Ave & N Central Ave,2021,24776,27691,41.938576537000074,-87.76649655699998,census
29,1 LPR w/o Camera NW Corner N Harlem and W Belmont,W BELMONT AVE & N HARLEM AVE,2022,27410,25537,41.93799767300004,-87.80674366999995,census
44,Miscellaneous Other,W BELMONT AVE & N LAKE SHORE DR,2012,67100,38363,41.9401237,-87.6395418,google
44,Miscellaneous Other,W BELMONT AVE & N LAKE SHORE DR,2013,17900,38432,41.9401237,-87.6395418,google
30,Pedestrian Refuge Island Menu,W BELMONT AVE & N MASON AVE,2016,31461.37,26328,41.9384598,-87.7749859,google
36,Pedestrian Refuge Island,W BELMONT AVE & N NATCHEZ AVE,2015,4623,31828,41.9382721,-87.7883515,google
36,Pedestrian Refuge Island Menu,W BELMONT AVE & N NATCHEZ AVE,2016,45260.61,31869,41.9382721,-87.7883515,google
44,In-Road State Law Stop,W BELMONT AVE & N ORCHARD ST,2014,550,38495,41.94001565700006,-87.64683255099999,census
44,In-Road State Law Stop,W BELMONT AVE & N ORCHARD ST,2015,700,38581,41.94001565700006,-87.64683255099999,census
32,Left-Turn Arrow Menu,W BELMONT AVE & N RACINE AVE,2017,2525,28419,41.93983878200004,-87.65896859099996,census
44,Left-Turn Arrow Menu,W BELMONT AVE & N RACINE AVE,2017,7575,38714,41.93983878200004,-87.65896859099996,census
44,Miscellaneous Other,W BELMONT AVE & N SEMINARY AVE,2013,2588,38431,41.939874961000044,-87.65653655899996,census
44,In-Road State Law Stop,W BELMONT AVE & N SEMINARY AVE,2014,950,38493,41.939874961000044,-87.65653655899996,census
44,In-Road State Law Stop,W BELMONT AVE & N SEMINARY AVE,2015,350,38576,41.939874961000044,-87.65653655899996,census
44,In-Road State Law Stop For Pedestrians Signs Menu,W BELMONT AVE & N SEMINARY AVE,2016,350,38652,41.939874961000044,-87.65653655899996,census
47,In-Road State Law Stop,W BERENICE AVE & N DAMEN AVE,2014,550,40821,41.95142409700003,-87.67867407899996,census
47,In-Road State Law Stop For Pedestrians Signs Menu,W BERENICE AVE & N LINCOLN AVE,2016,350,40984,41.951448216000074,-87.67686914899997,census
47,In-Road State Law Stop For Pedestrians Signs Menu,W BERENICE AVE & N LINCOLN AVE,2017,350,41079,41.951448216000074,-87.67686914899997,census
47,Curb & Gutter Menu,W BERTEAU AVE & N CLARK ST,2013,3540,40766,41.9580088,-87.6645014,google
39,Street Traffic Circle Menu,W BERTEAU AVE & N KEELER AVE,2022,5650.19,34694,41.9572542,-87.7325823,google
35,Alley Apron Menu,W BERTEAU AVE & N MONTICELLO AVE,2016,6107.085,30976,41.957418,-87.7191421,google
47,Pavement Markings,W BERTEAU AVE & N WESTERN AVE,2013,2000,40771,41.95767100200004,-87.68857104099999,census
47,Street Bump Outs Menu,W BERTEAU AVE & N WESTERN AVE,2022,1499.485,41408,41.95767100200004,-87.68857104099999,census
45,In-Road State Law Stop,W BERWYN AVE & N AUSTIN AVE,2012,492,39252,41.97748100700005,-87.77814217099996,census
45,Miscellaneous Other,W BERWYN AVE & N AUSTIN AVE,2014,458,39345,41.97748100700005,-87.77814217099996,census
48,Street Traffic Circle Menu,W BERWYN AVE & N GLENWOOD AVE,2018,8796,42028,41.97807595000006,-87.66479742699994,census
40,Sidewalk Menu,W BERWYN AVE & N LEAVITT ST,2014,495,35124,41.97778651800007,-87.68434613999995,census
48,Street Bump Outs Menu,W BERWYN AVE & N MAGNOLIA AVE,2020,15000,42141,41.9781222,-87.6612,google
48,Street Bump Outs Menu,W BERWYN AVE & N MAGNOLIA AVE,2021,5887.02,42187,41.9781222,-87.6612,google
48,Mural at Berwyn/LSD Viaduct,W BERWYN AVE & N SHERIDAN RD,2017,25000,41923,41.97822468600003,-87.65502910099997,census
49,Street Resurfacing Menu,W BIRCHWOOD AVE & N EASTLAKE TER,2017,17211.2,42808,42.01823462500005,-87.66425474299996,census
45,Miscellaneous-CDOT,W BRYN MAWR AV & N LUNA AV,2010,600,39156,41.98294403400007,-87.76712365999998,census
40,Miscellaneous-CDOT,W BRYN MAWR AV & N MAPLEWOOD AV,2007,5424,34844,41.983153068000036,-87.69308537499995,census
48,Floodlight Menu,W BRYN MAWR AVE & N BRYN MAWR AV LSD ER,2017,300,41902,41.983678,-87.6580019,google
39,Street Bump Outs Menu,W BRYN MAWR AVE & N CHRISTIANA AVE,2019,5811.28,34557,41.98302443100005,-87.71252152999995,census
48,Pavement Markings Menu,W BRYN MAWR AVE & N CLARK ST,2011,2500,41653,41.98349073800006,-87.66875299699996,census
48,Sidewalk Menu,W BRYN MAWR AVE & N GLENWOOD AVE,2021,63191.83,42185,41.98355103700004,-87.66495420299998,census
39,Street Resurface Menu,W BRYN MAWR AVE & N KENTON AV (4579 W)Dead End (4686 W),2011,64002,34268,41.9643554,-87.7423867,google
48,Curb & Gutter Menu,W BRYN MAWR AVE & N LSD BRYN MAWR AV XR,2015,45078,41788,41.9826978,-87.7502393,google
48,Dog Friendly Area - Lincoln Park at Bryn Mawr Avenue,W BRYN MAWR AVE & N LSD BRYN MAWR AV XR,2017,33900,41900,41.9826978,-87.7502393,google
48,Floodlight Menu,W BRYN MAWR AVE & N LSD BRYN MAWR AV XR,2017,300,41902,41.9826978,-87.7502393,google
48,3 LPR Existing POD; 3 LPR w.o Existing POD; 1 POD Camera: Various Locations,W BRYN MAWR AVE & N LSD BRYN MAWR AV XR,2021,19988.4285714286,42158,41.9826978,-87.7502393,google
45,In-Road State Law Stop,W BRYN MAWR AVE & N MCVICKER AVE,2013,950,39284,41.98291187400008,-87.77922754099995,census
45,In-Road State Law Stop,W BRYN MAWR AVE & N MCVICKER AVE,2014,950,39340,41.98291187400008,-87.77922754099995,census
40,Viaduct Improvement Menu,W BRYN MAWR AVE & N RAVENSWOOD AVE,2022,5516.764,35472,41.98335808200005,-87.67460595299997,census
48,Street Resurfacing Menu,W BRYN MAWR AVE & N SHERIDAN RD,2018,90000,42027,41.983804289000034,-87.65518989699996,census
39,In-Road State Law Stop,W BRYN MAWR AVE & N ST LOUIS AVE,2013,1900,34315,41.98297619300007,-87.71617560799996,census
33,Alley Resurfacing Menu,W BYRON ST & N FRANCISCO AVE,2018,6323.3,29216,41.9521366,-87.7006252,google
38,In-Road State Law Stop,W BYRON ST & N OAK PARK AVE,2015,600,33642,41.9503471,-87.7961753,google
46,Alley Apron Menu,W CARMEN AVE & N GLENWOOD AV (1400 W),2011,10464,39902,42.0116112,-87.6659715,google
42,Street Resurfacing Menu,W CARROLL AVE & N LA SALLE DR,2022,127695.68,37086,41.8875968,-87.681693,google
25,Pole Painting,W CERMAK RD & S DAMEN AV,2010,3600,21713,41.85217709800003,-87.67583603799994,census
25,1 LPR/No Camera - Cermak & Halsted,W CERMAK RD & S HALSTED ST,2022,27410,22268,41.85264742500004,-87.64649487999998,census
25,1 - PTZ Camera - SE Cermak & Jefferson/Lumber,W CERMAK RD & S LUMBER ST,2022,24776,22271,41.852699683000026,-87.64178759199996,census
12,Bike Lane/Marked Shared Lane Menu,W CERMAK RD & S MARSHALL BLVD,2017,30000,10004,41.85185550700004,-87.69908706599995,census
22,Viaduct Improvement Menu,W CERMAK RD & S TRUMBULL AVE,2016,9000,18888,41.851562055000045,-87.71133164299994,census
25,1 LPR/No Camera - Cermak and Wentworth,W CERMAK RD & S WENTWORTH AVE,2021,27410,22217,41.8527792,-87.6320104,google
1,Alley Resurfacing Menu,W CHANAY ST & N POINT ST,2019,5571.145,836,41.918987626000046,-87.69636962299995,census
1,Pavement Markings,W CHARLESTON ST & N WESTERN AVE,2012,1000,451,41.919851,-87.6873998,google
49,In-Road State Law Stop,W CHASE AVE & N CLARK ST,2013,550,42566,42.01376049000004,-87.67482302599996,census
42,Pole Painting,W CHESTNUT ST & N CLARK ST,2010,2100,36560,41.89797165500005,-87.63127558699995,census
1,Traffic Signals,W CHICAGO AV & N WOLCOTT AV,2008,32000,302,41.8959535,-87.6746056,google
1,Miscellaneous-CDOT,W CHICAGO AVE & N CAMPBELL AVE,2011,800,400,41.8957078,-87.6893051,google
1,In-Road State Law Stop for Pedestrians S,W CHICAGO AVE & N HOYNE AVE,2011,800,392,41.8958689,-87.6794905,google
1,Traffic New Signals,W CHICAGO AVE & N HOYNE AVE,2015,175000,632,41.8958689,-87.6794905,google
2,Traffic New Signals,W CHICAGO AVE & N HOYNE AVE,2015,175000,2221,41.8958689,-87.6794905,google
27,1 LPR No POD Camera - Chicago & Kedzie,W CHICAGO AVE & N KEDZIE AVE,2021,27410,23905,41.89555570200008,-87.70655199699996,census
2,Miscellaneous CDOT Projects,W CHICAGO AVE & N KINGSBURY ST,2022,660,2479,41.89649635600006,-87.64153835899998,census
37,Pavement Markings Menu,W CHICAGO AVE & N LOCKWOOD AVE,2011,1100,32616,41.89491252100004,-87.75805077399997,census
27,Traffic Signal Modernization Design Menu,W CHICAGO AVE & N MILWAUKEE AVE,2018,33333.3333333333,23856,41.8962718,-87.6554875,google
27,Traffic Signal Modernization Design Menu,W CHICAGO AVE & N OGDEN AVE,2018,33333.3333333333,23856,41.8962849,-87.6547104,google
42,1 LPR W/ Existing Camera: SW Corner Chicago and Sedgwick,W CHICAGO AVE & N SEDGWICK ST,2021,10971,37015,41.89653655500007,-87.63857570199997,census
26,Miscellaneous-CDOT,W CHICAGO AVE & N WASHTENAW AVE,2011,800,22614,41.89566825900005,-87.69423506199996,census
32,In-Road State Law Stop For Pedestrians Signs Menu,W CHURCHILL ST & N DAMEN AVE,2016,350,28359,41.9147072,-87.6775761,google
28,Street Resurfacing Menu,W CONGRESS PKWY & S KILBOURN AVE,2014,10723,24462,41.87420206100006,-87.73769808399999,census
2,Pole Painting,W CONGRESS PW & W HARRISON ST,2007,2940,1168,41.873796,-87.6960906,google
32,Street Traffic Circles Menu,W CORNELIA AV & N WOLCOTT AV,2009,2829,28093,41.950346,-87.6757918,google
47,Street Traffic Circles Menu,W CORNELIA AV & N WOLCOTT AV,2009,2829,40603,41.950346,-87.6757918,google
47,Street Bump Outs Menu,W CORNELIA AVE & N HAMILTON AVE,2022,7658.46,41409,41.9449903,-87.6821483,google
30,Alley Apron Menu,W CORNELIA AVE & N KILBOURN AV (4500 W),2011,10561,26027,41.9626144,-87.741267,google
30,Alley Apron Menu,W CORNELIA AVE & N KOLMAR AV (4532 W),2011,11325,26029,41.9596443,-87.7434288,google
36,Street Traffic Circle Menu,W CORNELIA AVE & N MARMORA AVE,2018,4796.92,32028,41.9439682,-87.7739827,google
44,Alley Apron Menu,W CORNELIA AVE & N SOUTHPORT AV (1400 W),2011,7772,38290,41.9172692,-87.6634596,google
37,Bollard Menu,W CORTEZ ST & N CICERO AV (4800 W),2011,2520,32613,41.9680384,-87.7477859,google
32,Miscellaneous CDOT,W CORTLAND ST & N WOOD ST,2015,3201,28312,41.9160179,-87.6727092,google
32,Neighborhood Greenway,W CORTLAND ST & N WOOD ST,2016,68799,28363,41.9160179,-87.6727092,google
25,Miscellaneous Other,W CULLERTON ST & S LEAVITT ST,2015,67363,22000,41.85490660200003,-87.68075637999999,census
25,Sidewalk Menu,W CULLERTON ST & S LEAVITT ST,2015,6136,22003,41.85490660200003,-87.68075637999999,census
47,Pavement Markings,W CULLOM AVE & N ASHLAND AVE,2013,2100,40770,41.95976938300004,-87.66920322399994,census
47,Street Bump Outs Menu,W CULLOM AVE & N HOYNE AVE,2022,14004.97,41410,41.959601,-87.6813408,google
39,Street Traffic Circle Menu,W CULLOM AVE & N KEELER AVE,2022,4053.65,34695,41.9590705,-87.7326314,google
35,POD Camera - Cullom & St. Louis,W CULLOM AVE & N ST LOUIS AVE,2019,24776,31120,41.9592894,-87.7155212,google
46,Street Bump Outs Menu,W DAKIN ST & N SHERIDAN RD,2021,38442.47,40254,41.953510418000064,-87.65451455599998,census
42,In-Road State Law Stop,W DELAWARE PL & N DEARBORN ST,2012,550,36634,41.898748,-87.629835,google
43,In-Road State Law Stop,W DEMING PL & N CLARK ST,2012,550,37568,41.9286784,-87.6423186,google
43,In-Road State Law Stop,W DEMING PL & N CLARK ST,2014,550,37681,41.9286784,-87.6423186,google
43,Curb & Gutter Menu,W DEMING PL & N LAKEVIEW AVE,2021,13727.88,38041,41.92969660600005,-87.63926310299996,census
31,Alley Resurfacing Menu (1-1),W DEMING PL & N LOCKWOOD AVE,2017,17257.125,27542,41.926842486000055,-87.75870601599996,census
50,In-Road State Law Stop for Pedestria,W DEVON AV & N ALBANY AV,2008,800,43125,41.9974217,-87.7069691,google
50,In-Road State Law Stop for Pedestria,W DEVON AV & N MAPLEWOOD AV,2009,800,43144,41.9976579,-87.6935437,google
50,In-Road State Law Stop for Pedestria,W DEVON AV & N OAKLEY AV,2009,950,43142,41.9977759,-87.687439,google
50,In-Road State Law Stop,W DEVON AVE & N ALBANY AVE,2013,550,43223,41.99743170800008,-87.70694192599996,census
40,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N BOSWORTH AVE,2016,600,35220,41.9981008,-87.6691621,google
48,In-Road State Law Stop,W DEVON AVE & N BOSWORTH AVE,2014,950,41735,41.9981008,-87.6691621,google
48,In-Road State Law Stop,W DEVON AVE & N BOSWORTH AVE,2015,600,41793,41.9981008,-87.6691621,google
48,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N BOSWORTH AVE,2016,350,41846,41.9981008,-87.6691621,google
48,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N BOSWORTH AVE,2017,5000,41907,41.9981008,-87.6691621,google
48,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N BOSWORTH AVE,2017,600,41920,41.9981008,-87.6691621,google
45,1 LPR/No Camera - NE on W Devon at N Caldwell,W DEVON AVE & N CALDWELL AVE,2022,27410,39713,41.99730307100003,-87.76668951199997,census
39,Speed Indicator Signs,W DEVON AVE & N KOSTNER AVE,2019,11000,34555,41.99725081300005,-87.73859049899994,census
48,In-Road State Law Stop,W DEVON AVE & N LAKEWOOD AVE,2014,950,41734,41.99816332700004,-87.66302867699994,census
48,In-Road State Law Stop,W DEVON AVE & N LAKEWOOD AVE,2015,600,41796,41.99816332700004,-87.66302867699994,census
48,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N LAKEWOOD AVE,2016,600,41847,41.99816332700004,-87.66302867699994,census
48,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N LAKEWOOD AVE,2017,350,41919,41.99816332700004,-87.66302867699994,census
49,In-Road State Law Stop,W DEVON AVE & N LAKEWOOD AVE,2012,475,42523,41.99816332700004,-87.66302867699994,census
39,Traffic Signal,W DEVON AVE & N LE MAI AVE,2015,12500,34424,41.99731513100005,-87.75645487899999,census
41,Traffic Signal,W DEVON AVE & N LE MAI AVE,2015,12500,35960,41.99731513100005,-87.75645487899999,census
41,In-Road State Law Stop,W DEVON AVE & N NEWCASTLE AVE,2012,800,35848,41.99697746000004,-87.79716829799997,census
49,In-Road State Law Stop,W DEVON AVE & N NEWGARD AVE,2012,550,42525,41.99812312800003,-87.66674707299995,census
41,Left-Turn Arrow Menu,W DEVON AVE & N NORTHWEST HWY,2014,21000,35933,41.997608583000044,-87.80784511899998,census
41,In-Road State Law Stop,W DEVON AVE & N OAK PARK AVE,2012,400,35849,41.99729503100008,-87.79557642299994,census
50,In-Road State Law Stop,W DEVON AVE & N OAKLEY AVE,2013,550,43224,41.99777339800005,-87.68744547299997,census
40,Viaduct Improvement Menu,W DEVON AVE & N RAVENSWOOD AVE,2022,5516.764,35472,41.9979827,-87.675527399999993,google
40,1 - LPR/Existing Camera - NE Devon and Ridge,W DEVON AVE & N RIDGE BLVD,2022,10971,35437,41.9979534,-87.6768416,google
48,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N WAYNE AVE,2017,600,41918,41.9981373,-87.6642843,google
48,In-Road State Law Stop For Pedestrians Signs Menu,W DEVON AVE & N WAYNE AVE,2019,600,42072,41.9981373,-87.6642843,google
43,Sidewalk Menu,W DICKENS BLVD & N LINCOLN PARK WEST,2022,20533.06,38102,41.920177513000056,-87.63640094299996,census
31,Miscellaneous-CDOT,W DIVERSEY AV & N LAMON AV,2010,431,27163,41.93150153500005,-87.74905426599997,census
31,High Definition Camera Menu,W DIVERSEY AVE & N CENTRAL AVE,2020,24776,27670,41.93128044100007,-87.76624330499999,census
31,High Definition Camera Menu,W DIVERSEY AVE & N CICERO AVE,2020,24776,27670,41.93153369400005,-87.74659409499998,census
35,In-Road State Law Stop For Pedestrians Sign Menu,W DIVERSEY AVE & N DRAKE AVE,2022,350,31341,41.93192764300005,-87.71597059299995,census
43,In-Road State Law Stop for Pedestrians S,W DIVERSEY AVE & N HAMPDEN CT,2011,410,37462,41.932848197000055,-87.64249107199998,census
31,Viaduct Improvement Menu,W DIVERSEY AVE & N KENTON AVE,2017,6000,27588,41.9315972,-87.7416569,google
31,Viaduct Improvement Menu,W DIVERSEY AVE & N KENTON AVE,2017,4303,27590,41.9315972,-87.7416569,google
31,In-Road State Law Stop,W DIVERSEY AVE & N LAMON AVE,2013,550,27315,41.93150153500005,-87.74905426599997,census
31,In-Road State Law Stop,W DIVERSEY AVE & N LECLAIRE AVE,2013,950,27313,41.93143721700005,-87.75395852899999,census
30,Pavement Markings,W DIVERSEY AVE & N MANGO AVE,2015,700,26250,41.9312206,-87.7698877,google
35,Miscellaneous Other,W DIVERSEY AVE & N MILWAUKEE AVE,2014,37042,30890,41.931987942000035,-87.71230847599998,census
35,In-Road State Law Stop For Pedestrians Sign Menu,W DIVERSEY AVE & N SAWYER AVE,2022,350,31342,41.932020101000035,-87.70864233899994,census
44,In-Road State Law Stop,W DIVERSEY AVE & N SEMINARY AVE,2012,950,38358,41.93260700400003,-87.65584513799996,census
35,In-Road State Law Stop For Pedestrians Sign Menu,W DIVERSEY AVE & N SPAULDING AVE,2022,600,31343,41.93200402100007,-87.70986438399996,census
35,In-Road State Law Stop,W DIVERSEY AVE & N SPRINGFIELD AVE,2012,550,30808,41.93182312600004,-87.72453697299994,census
35,In-Road State Law Stop For Pedestrians Sign Menu,W DIVERSEY AVE & N ST LOUIS AVE,2022,350,31344,41.93193970300007,-87.71475256699995,census
43,In-Road State Law Stop for Pedestrians S,W DIVERSEY AVE & N WILTON AVE,2011,800,37458,41.9326533,-87.6526292,google
1,Miscellaneous-CDOT,W Diversey Ave & W Logan Blvd,2005,25100,22,41.93221707500004,-87.68396022999997,census
43,Traffic Signal Upgrades,W DIVERSEY PKWY & N CLARK ST,2017,16000,37900,41.93280397900003,-87.64488290499997,census
43,Bus Pad,W DIVERSEY PKWY & N HALSTED ST,2022,29575.52,38076,41.93272358100006,-87.64901132999995,census
43,In-Road State Law Stop,W DIVERSEY PKWY & N HAMPDEN CT,2012,550,37567,41.932848197000055,-87.64249107199998,census
43,In-Road State Law Stop,W DIVERSEY PKWY & N HAMPDEN CT,2014,550,37690,41.932848197000055,-87.64249107199998,census
43,In-Road State Law Stop,W DIVERSEY PKWY & N HAMPDEN CT,2015,350,37748,41.932848197000055,-87.64249107199998,census
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N HAMPDEN CT,2016,350,37811,41.932848197000055,-87.64249107199998,census
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N HAMPDEN CT,2016,350,37812,41.932848197000055,-87.64249107199998,census
